"",PP,Sr#,Polling Station Name,PS Type,"Block
Code",Area,Male Vote,Female Vote,Total Vote,"Male
Booth","Female
Booth","Total
Booth"
140020506","کھیومومن آباد
کھیومومن آباد
رکھ کھیو","267
143
0
410","206
119
0
325","473
262
0
735",1,1,2

"",91,116,Govt Girls Primary School Chak No 2 RMG,Combined,"140060801
140060802","چک نمبر1 رکھ موجگڑھ
چک نمبر 2 رکھ موجگڑھ","483
334
817","316
235
551","799
569
1368",2,1,3

"",91,117,"Govt Boys Primary School Chak No,3 RMG",Combined,"140060901
140060902","چک نمبر 3 رکھ موجگڑھ
چک نمبر 4رکھ مو جگڑ ھ","355
433
788","277
317
594","632
750
1382",2,1,3

"",91,118,"Govt High SchoolS Chak No,67 ML (P)",Male,"140060403
140060404","چک نمبر67 ا یم ایل
چک نمبر67 ا یم ایل","982
404
1386","0
0","982
404
1386",2,0,2

"",91,119,"Govt High SchoolS Chak No,67 ML (P)",Female,"140060403
140060404","چک نمبر67 ا یم ایل
چک نمبر67 ا یم ایل","0
0","753
257
1010","753
257
1010",0,2,2

"",91,120,"Govt Boys Primary School Chak No,66 ML",Combined,"140060402
140060405","چک نمبر 66ایم ایل
چک نمبر 68 ایم ایل","448
367
815","365
274
639","813
641
1454",2,1,3

"",91,121,Govt Boys Primary School 70ML,Combined,"140060501
140060502","چک نمبر 69ایم ایل
چک نمبر 70ایم ایل","398
292
690","314
211
525","712
503
1215",2,1,3

"",91,122,Govt Boys Primary School 74ML,Combined,140060503,چک نمبر 74ایم ایل,"490
490","367
367","857
857",1,1,2

"",91,123,Govt Girls Elementary School 64ML,Combined,140060401,چک نمبر 64 ایم ایل,"388
388","285
285","673
673",1,1,2

"",91,124,Govt Model Primary School 210TDA,Combined,140060406,چک نمبر 210 ٹی ڈی اے,"370
370","264
264","634
634",1,1,2

91,125,Govt Boys Elementary School 71ML,Male,"140060701
140060704
140060705","رکھ موج گڑھ شمالی
چک نمبر 71  ایم ایل
چک نمبر 71  ایم ایل","205
440
424
1069","0
0","205
440
424
1069",2,0,2,

"",91,126,Govt Boys Elementary School 71ML,Female,"140060701
140060704
140060705","رکھ موج گڑھ شمالی
چک نمبر 71  ایم ایل
چک نمبر 71  ایم ایل","0
0","166
394
297
857","166
394
297
857",0,2,2

"",91,127,Govt Boys High School 72ML (P),Combined,140060706,چک نمبر72 ایم ایل,"534
534","406
406","940
940",1,1,2

"",91,128,Govt Boys High School 72ML (P),Combined,140060707,چک نمبر73 ایم ایل,"500
500","362
362","862
862",1,1,2

"",91,129,Govt Boys High School 70-A ML (P),Combined,"140060702
140060703","چک نمبر 70 اے ایم ایل
چک نمبر 70 اے ایم ایل","366
310
676","293
214
507","659
524
1183",1,1,2

"",91,130,Govt Boys Elementary School 75ML (P),Combined,140060504,چک نمبر 75ایم ایل,"549
549","397
397","946
946",1,1,2

"",91,131,Govt Boys Primary School Nusrat wala,Combined,"140060601
140060602
140060603","چک نمبر211 ٹی ڈی اے
چک نمبر 212 ٹی ڈی اے
چک نمبر 213 ٹی ڈی اے","271
271
143
685","206
240
112
558","477
511
255
1243",2,1,3

"",91,132,Govt Boys Primary School 214TDA,Combined,140060604,چک نمبر 214 ٹی ڈی اے,"621
621","517
517","1138
1138",1,1,2

"",91,133,Govt Boys Primary School 215TDA,Combined,140060505,چک نمبر 216 ٹی ڈی اے,"598
598","423
423","1021
1021",1,1,2

"",91,134,Govt Model Primary School 216TDA,Combined,140060605,چک نمبر 215 ٹی ڈی اے,"558
558","440
440","998
998",1,1,2

"",91,135,Govt Girls High School Karari Kot (P),Combined,"139070301
139070302","کراڑی کوٹ نمبر1
کراڑی کوٹ نمبر1","639
476
1115","437
379
816","1076
855
1931",2,2,4

"",91,136,Govt Girls High School Karari Kot (P),Combined,"139070303
139070304","کراڑی کوٹ نمبر1
کراڑی کوٹ نمبر1","660
388
1048","539
302
841","1199
690
1889",2,2,4

"",91,137,Govt Boys High School Karari Kot (P),Combined,"139070305
139070306
139070307","کراڑی کوٹ نمبر1
کراڑی کوٹ نمبر1
کراڑی کوٹ نمبر1","72
433
126
631","82
328
134
544","154
761
260
1175",1,1,2

"",91,138,Govt Boys High School Karari Kot (P),Combined,"139070308
139070309
139070310","کراڑی کوٹ نمبر1
کراڑی کوٹ نمبر1
کراڑی کوٹ نمبر1","133
169
617
919","129
118
482
729","262
287
1099
1648",2,1,3

"",91,139,UC Office Karari Kot,Combined,"139070311
139070314
139070315
139070316","کراڑی کوٹ نمبر1
کراڑی کوٹ نمبر1
کراڑی کوٹ نمبر1
کراڑی کوٹ نمبر1","347
217
74
27
665","306
157
55
16
534","653
374
129
43
1199",2,1,3

"",91,140,"Govt Model Primary School 203 TDA (Boys
Section)",Combined,"139070101
139070313
139070317","چک نمبر 203 ٹی ڈی اے
کراڑی کوٹ نمبر1
کراڑی کوٹ نمبر1","152
40
295
487","126
24
201
351","278
64
496
838",1,1,2

"",91,141,Govt Primary School Chrohiyan wala,Combined,139070312,کراڑی کوٹ نمبر1,"760
760","561
561","1321
1321",1,1,2

91,142,Govt Primary School Chak No 202TDA,Combined,"139070201
139070202
139070203
139070204","چک نمبر 199ٹی ڈی اے
چک نمبر200 ٹی ڈی اے
چک نمبر201 ٹی ڈی اے
چک نمبر202 ٹی ڈی اے","230
6
251
257
744","171
9
228
194
602","401
15
479
451
1346",2,1,3,

"",91,143,"Govt Girls Elementary School Chak No 204
TDA (P)",Combined,"139070102
139070103","چک نمبر 204 ٹی ڈی اے
چک نمبر 204 ٹی ڈی اے","323
326
649","303
222
525","626
548
1174",1,1,2

"",91,144,Govt Girls High School Chak No 44 TDA,Combined,"139020301
139020302","چک نمبر44 ٹی ڈی اے
چک نمبر44 ٹی ڈی اے","497
520
1017","385
372
757","882
892
1774",2,1,3

"",91,145,"Govt Girls Primary School Chak No 45 TDA
(P)",Combined,"139020303
139020305","چک نمبر45 ٹی ڈی اے
چک نمبر45 ٹی ڈی اے","394
527
921","311
410
721","705
937
1642",2,1,3

"",91,146,"Govt Boys Primary School Chak No 45 TDA
(P)",Combined,139020304,چک نمبر45 ٹی ڈی اے,"720
720","567
567","1287
1287",1,1,2

"",91,147,"Govt Girls Elementary School Chak No
46 TDA",Combined,"139020306
139020308","چک نمبر 46ٹی ڈی اے
چک نمبر 46ٹی ڈی اے","359
315
674","308
257
565","667
572
1239",1,1,2

"",91,148,"Govt Boys Primary School Chak No 46 TDA
(P)",Combined,139020307,چک نمبر 46ٹی ڈی اے,"728
728","606
606","1334
1334",2,1,3

"",91,149,Govt Boys High School Chak No 47 TDA,Male,"139020401
139020402","چک نمبر 47ٹی ڈی اے
چک نمبر 47ٹی ڈی اے","673
692
1365","0
0","673
692
1365",3,0,3

"",91,150,Govt Boys High School Chak No 47 TDA,Female,"139020401
139020402","چک نمبر 47ٹی ڈی اے
چک نمبر 47ٹی ڈی اے","0
0","535
617
1152","535
617
1152",0,2,2

"",91,151,"Govt Girls Elementary School Chak No 49
TDA (P)",Combined,"139020309
139020310","چک نمبر49ٹی ڈی اے
چک نمبر49ٹی ڈی اے","795
194
989","704
130
834","1499
324
1823",2,1,3

"",91,152,Govt Primary School Chak No 206 TDA,Combined,"139070104
139070105
139070401","چک نمبر 206 ٹی ڈی اے
چک نمبر207 ٹی ڈی اے
چک نمبر55 ایم ایل","324
175
194
693","229
114
134
477","553
289
328
1170",2,1,3

"",91,153,Govt Boys Elementary School Sariemuhajir,Combined,"139070403
139070404
139070405","چک نمبر 205ٹی ڈی اے
چک نمبر 205ٹی ڈی اے
چک نمبر 205ٹی ڈی اے","194
398
386
978","198
309
236
743","392
707
622
1721",2,1,3

"",91,154,Govt Boys Primary School 208 TDA,Combined,139070406,چک نمبر 208ٹی ڈی اے,"286
286","205
205","491
491",1,1,2

"",91,155,"Govt Girls Elementary School Chak No
48 TDA",Male,"139020403
139020404","چک نمبر 48ٹی ڈی اے
چک نمبر 48ٹی ڈی اے","485
703
1188","0
0","485
703
1188",2,0,2

"",91,156,Govt Boys Primary School Chak No 48 TDA,Female,"139020403
139020404","چک نمبر 48ٹی ڈی اے
چک نمبر 48ٹی ڈی اے","0
0","902
58
960","902
58
960",0,2,2

"",91,157,Govt Girls Model Elementary School 51TDA,Combined,139020405,چک نمبر 51ٹی ڈی اے,"849
849","656
656","1505
1505",2,1,3

"",91,158,Govt Model Primary School Chak No 187 TDA,Combined,139020103,چک نمبر 187ٹی ڈی اے,"440
440","335
335","775
775",1,1,2

"",91,159,Govt Boys Primary School 188 TDA,Combined,139020104,چک نمبر188 ٹی ڈی اے,"428
428","334
334","762
762",1,1,2

91,160,"Govt MiddlElementary School Kamal Theem
(P)",Combined,"139020201
139020202
139020206","کمال تھیم
کمال تھیم
کمال تھیم","198
332
237
767","179
199
195
573","377
531
432
1340",2,1,3,

"",91,161,"Govt Girls Elementary School Kamal Theem
Chah Khalri (P)",Combined,"139020203
139020204","کمال تھیم
کمال تھیم","249
453
702","125
400
525","374
853
1227",2,1,3

"",91,162,"Govt Girls Elementary School Kamal Theem
Chah Khanari (P)",Combined,"139020205
139020207","کمال تھیم
کمال تھیم","230
337
567","204
259
463","434
596
1030",1,1,2

"",91,163,"Govt Middle Elementary School Chak No
36TDA (P)",Male,"139020101
139020102","چک نمبر 36ٹی ڈی اے
چک نمبر 36ٹی ڈی اے","756
388
1144","0
0","756
388
1144",2,0,2

"",91,164,Govt Girls Primary School Chak No 36TDA,Female,"139020101
139020102","چک نمبر 36ٹی ڈی اے
چک نمبر 36ٹی ڈی اے","0
0","589
293
882","589
293
882",0,2,2

"",91,165,Govt Girls Primary School Chak No 69 TDA,Combined,"139040501
139040502","چک نمبر 69 ٹی ڈی اے
چک نمبر 69 ٹی ڈی اے","364
132
496","262
92
354","626
224
850",1,1,2

"",91,166,Govt Girls Primary School Chak No70TDA,Combined,"139040503
139040504","چک نمبر 70 ٹی ڈی اے
چک نمبر 71 ٹی ڈی اے","358
189
547","227
103
330","585
292
877",1,1,2

"",91,167,Govt Boys Primary School Chak No 72 TDA,Combined,"139040402
139040403
139040404","چک نمبر72 ٹی ڈی اے
چک نمبر 72   اےٹی ڈی اے
چک نمبر77 ایم ایل","208
81
252
541","186
47
193
426","394
128
445
967",1,1,2

"",91,168,"Govt Girls Primary School Chak No,81 ML",Combined,"139040401
139040408","چونی جنوبی ڈگر
چک نمبر81 ایم ایل","196
296
492","146
220
366","342
516
858",1,1,2

"",91,169,Govt Model Primary School Chak No 80ML,Combined,139040407,چک نمبر80 ایم ایل,"400
400","297
297","697
697",1,1,2

"",91,170,"Govt Girls CM Elementary School Chak No
79ML",Combined,"139040405
139040406","چک نمبر78 ایم ایل
چک نمبر79 ایم ایل","233
387
620","213
310
523","446
697
1143",1,1,2

"",91,171,Govt Boys Primary School Chak No 68 TDA,Combined,"139040603
139040604
139040605","چک نمبر 68    ٹی ڈی اے
چک نمبر 68   اے ٹی ڈی اے
چک نمبر 65 ٹی ڈی اے","193
76
103
372","119
60
87
266","312
136
190
638",1,1,2

"",91,172,Govt Boys Primary School 67TDA,Combined,"139040601
139040602","چک نمبر 67 ٹی ڈی اے
چک نمبر 67   اے ٹی ڈی اے","172
550
722","144
394
538","316
944
1260",2,1,3

"",91,173,Govt Boys Primary School Chak No 58TDA,Combined,139050308,چک نمبر 58 ٹی ڈی اے,"763
763","519
519","1282
1282",2,1,3

"",91,174,Govt Girls Elementary School Chak No 63 TDA,Combined,139040704,چک نمبر 63 ٹی ڈی اے,"540
540","411
411","951
951",1,1,2

"",91,175,Govt Girls Primary School 66TDA,Combined,139040705,چک نمبر 66 ٹی ڈی اے,"435
435","327
327","762
762",1,1,2

"",91,176,Govt Boys Primary School Chak No 57 TDA,Combined,139040701,چک نمبر57 ٹی ڈی اے,"391
391","359
359","750
750",1,1,2

91,177,Govt Boys High School Chak No 59TDA (P),Combined,"139050309
139050310
139050311","چک نمبر 59 ٹی ڈی اے
چک نمبر 59 ٹی ڈی اے
چک نمبر 59 ٹی ڈی اے","394
125
312
831","282
106
242
630","676
231
554
1461",2,1,3,

"",91,178,Govt Boys Elementary School Chak No 53TDA,Combined,"139050305
139050306
139050307","چک نمبر 53 ٹی ڈی اے
چک نمبر 53 ٹی ڈی اے
چک نمبر 53 ٹی ڈی اے","232
256
223
711","185
212
149
546","417
468
372
1257",2,1,3

"",91,179,Govt Boys Primary School Chak No 52TDA,Combined,139050303,چک نمبر 52 ٹی ڈی اے,"670
670","555
555","1225
1225",2,1,3

"",91,180,"Govt Girls Primary School Chak No
52TDA",Combined,139050304,چک نمبر 52 ٹی ڈی اے,"450
450","345
345","795
795",1,1,2

"",91,181,"Govt Boys Elementary School Chak No
50TDA (P)",Combined,"139050301
139050302","چک نمبر 50 ٹی ڈی اے
چک نمبر 50 ٹی ڈی اے","422
445
867","325
371
696","747
816
1563",2,1,3

"",91,182,Govt Girls Primary School 60-61/TDA,Combined,"139040702
139040703","چک نمبر 60 ٹی ڈی اے
چک نمبر 61 ٹی ڈی اے","461
384
845","355
277
632","816
661
1477",2,1,3

"",91,183,"Govt Girls High School Chak No 60,61ML (P)",Combined,139050504,چک نمبر 61 ایم ایل,"574
574","469
469","1043
1043",1,1,2

"",91,184,"Govt Boys Elementary School Chak No
60,61ML",Combined,"139050404
139050503","چک نمبر 59ایم ایل
چک نمبر60ایم ایل","174
548
722","126
424
550","300
972
1272",2,1,3

"",91,185,"Govt Boys Elementary School Chak No 62ML
(P)",Combined,"139050505
139050506
139050507","چک نمبر 62ایم ایل
چک نمبر 62ایم ایل
چک نمبر 63ایم ایل","125
416
223
764","89
347
186
622","214
763
409
1386",2,1,3

"",91,186,Govt Boys High School Chak No 73TDA (P),Combined,"139050105
139050202","چک نمبر 74ٹی ڈی اے
چک نمبر 73 ٹی ڈی اے","75
390
465","56
288
344","131
678
809",1,1,2

"",91,187,Govt Boys Primary School Chak No 62TDA,Combined,"139050201
139050203","چک نمبر 64 ٹی ڈی اے
چک نمبر 62 ٹی ڈی اے","292
406
698","195
315
510","487
721
1208",2,1,3

"",91,188,"Govt Boys Elementary School Chak No
209TDA (P)",Combined,"139050501
139050502","چک نمبر209 ٹی ڈی اے
چک نمبر209 ٹی ڈی اے","580
249
829","496
196
692","1076
445
1521",2,1,3

"",91,189,"Govt Girls Elementary School Chak No 56ML
Dost Muhammad Wala",Combined,139070402,چک نمبر 56ایم ایل,"245
245","225
225","470
470",1,1,2

"",91,190,Govt Model Elementary School 65 ML,Combined,139050204,چک نمبر 65 ایم ایل,"408
408","319
319","727
727",1,1,2

"",91,191,Govt Boys Primary School Chak No 65ML,Combined,139050205,چک نمبر76ایم ایل,"239
239","177
177","416
416",1,1,2

121868,96076,217944,267,198,465,,,,,,,

"",92,1,Govt Boys Primary School Malikanwala (P),Male,"139110104
139110109
139110114
139110115","محلہ ملکانوالہ- بھکر میونسپل کمیٹی
محلہ غربی بازار- بھکر میونسپل کمیٹی
محلہ ملکانوالہ- بھکر میونسپل کمیٹی
محلہ ملکانوالہ- بھکر میونسپل کمیٹی","332
199
843
336
1710","0
0","332
199
843
336
1710",3,0,3

"",92,2,Govt Girls High School Sardar Buksh (P),Female,"139110104
139110109
139110114
139110115","محلہ ملکانوالہ- بھکر میونسپل کمیٹی
محلہ غربی بازار- بھکر میونسپل کمیٹی
محلہ ملکانوالہ- بھکر میونسپل کمیٹی
محلہ ملکانوالہ- بھکر میونسپل کمیٹی","0
0","269
180
771
297
1517","269
180
771
297
1517",0,3,3

"",92,3,Deptuy Education Office  (P),Male,"139110101
139110106
139110111
139110117","محلہ خورشید احمد شاہ- بھکر میونسپل کمیٹی
محلہ کمھارانوالہ- بھکر میونسپل کمیٹی
محلہ خورشید احمد شاہ- بھکر میونسپل کمیٹی
محلہ کمھارانوالہ- بھکر میونسپل کمیٹی","706
68
387
575
1736","0
0","706
68
387
575
1736",3,0,3

"",92,4,Deputy Education Office (Femal) (P),Female,"139110101
139110106
139110111
139110117","محلہ خورشید احمد شاہ- بھکر میونسپل کمیٹی
محلہ کمھارانوالہ- بھکر میونسپل کمیٹی
محلہ خورشید احمد شاہ- بھکر میونسپل کمیٹی
محلہ کمھارانوالہ- بھکر میونسپل کمیٹی","0
0","657
54
352
539
1602","657
54
352
539
1602",0,3,3

"",92,5,Govt Girls Primary School Sardar Baksh,Female,"139110113
139110116","محلہ جامعہ رشید یہ محلہ سادات- بھکر میونسپل کمیٹی
محلہ سرداربخش- بھکر میونسپل کمیٹی","0
0","588
594
1182","588
594
1182",0,2,2

"",92,6,Govt Primary School Sardar Baksh,Male,"139110103
139110105
139110113
139110116","محلہ جامعہ رشید یہ محلہ سادات- بھکر میونسپل کمیٹی
محلہ سرداربخش- بھکر میونسپل کمیٹی
محلہ جامعہ رشید یہ محلہ سادات- بھکر میونسپل کمیٹی
محلہ سرداربخش- بھکر میونسپل کمیٹی","428
286
646
692
2052","0
0","428
286
646
692
2052",3,0,3

"",92,7,"Govt Girls High School Sardar Bukash
(Primary Portion) (P)",Female,"139110103
139110105","محلہ جامعہ رشید یہ محلہ سادات- بھکر میونسپل کمیٹی
محلہ سرداربخش- بھکر میونسپل کمیٹی","0
0","359
243
602","359
243
602",0,2,2

"",92,8,"Govt Model Primary School No.1 (Girls
Portion)",Female,139110108,محلہ نواب- بھکر میونسپل کمیٹی,"0
0","1772
1772","1772
1772",0,3,3

"",92,9,"Govt Model Primary School No.1 (Boys
Portion)",Male,139110108,محلہ نواب- بھکر میونسپل کمیٹی,"1690
1690","0
0","1690
1690",3,0,3

"",92,10,Aukaf Office Bhakkar (P),Combined,139110120,محلہ نواب- بھکر میونسپل کمیٹی,"712
712","458
458","1170
1170",3,1,4

"",92,11,Muncipal Committee Rest House (P),Combined,"139110102
139110112","محمد حافظ آباد گڈولہ روڈ- بھکر میونسپل کمیٹی
محمد حافظ آباد گڈولہ روڈ- بھکر میونسپل کمیٹی","269
523
792","271
419
690","540
942
1482",2,2,4

"",92,12,"Govt Boys Elementary School Khursheed
Shah (P)",Male,"139110110
139110121
139110122","محلہ بہارشاہ- بھکر میونسپل کمیٹی
محلہ بہارشاہ- بھکر میونسپل کمیٹی
محلہ بہارشاہ- بھکر میونسپل کمیٹی","388
977
317
1682","0
0","388
977
317
1682",3,0,3

92,13,"Govt Girls Primary School Farooqea
Khursheed Shah",Female,"139110110
139110121
139110122","محلہ بہارشاہ- بھکر میونسپل کمیٹی
محلہ بہارشاہ- بھکر میونسپل کمیٹی
محلہ بہارشاہ- بھکر میونسپل کمیٹی","0
0","330
742
250
1322","330
742
250
1322",0,3,3,

"",92,14,"Govt Girls High School Sardar Bukash
(Primary Portion) (P)",Male,"139110107
139110118
139110119","محلہ حسین آباد- بھکر میونسپل کمیٹی
محلہ حسین آباد- بھکر میونسپل کمیٹی
محلہ حسین آباد- بھکر میونسپل کمیٹی","264
580
988
1832","0
0","264
580
988
1832",3,0,3

"",92,15,"Municipal Committee Rest House Library
Portion",Female,"139110107
139110118
139110119","محلہ حسین آباد- بھکر میونسپل کمیٹی
محلہ حسین آباد- بھکر میونسپل کمیٹی
محلہ حسین آباد- بھکر میونسپل کمیٹی","0
0","113
508
839
1460","113
508
839
1460",0,3,3

"",92,16,"Govt Girls Primary School Mohallah
Haiderabad Ward No.2",Male,"139120103
139120108
139120109
139120110","معصوم آباد- بھکر میونسپل کمیٹی
معصوم آباد- بھکر میونسپل کمیٹی
معصوم آباد- بھکر میونسپل کمیٹی
معصوم آباد- بھکر میونسپل کمیٹی","309
506
331
619
1765","0
0","309
506
331
619
1765",3,0,3

"",92,17,Govt Girls Primary School Masoom Abad,Female,"139120103
139120108
139120109
139120110","معصوم آباد- بھکر میونسپل کمیٹی
معصوم آباد- بھکر میونسپل کمیٹی
معصوم آباد- بھکر میونسپل کمیٹی
معصوم آباد- بھکر میونسپل کمیٹی","0
0","295
352
241
513
1401","295
352
241
513
1401",0,3,3

"",92,18,"Govt Model Elementry School Chah Chemni
(P)",Male,"139120104
139120111
139120112","چمنی محلہ شمالی- بھکر میونسپل کمیٹی
چمنی محلہ شمالی- بھکر میونسپل کمیٹی
چمنی محلہ شمالی- بھکر میونسپل کمیٹی","935
269
359
1563","0
0","935
269
359
1563",3,0,3

"",92,19,Govt Girls High School Chah Chemni  (P),Female,"139120104
139120111
139120112","چمنی محلہ شمالی- بھکر میونسپل کمیٹی
چمنی محلہ شمالی- بھکر میونسپل کمیٹی
چمنی محلہ شمالی- بھکر میونسپل کمیٹی","0
0","742
251
358
1351","742
251
358
1351",0,3,3

"",92,20,DPS Bhakkar (Primary Portion ) (P),Male,"139120105
139120106
139120113
139120114","چمنی محلہ جنوبی- بھکر میونسپل کمیٹی
چمنی محلہ جنوب شرقی- بھکر میونسپل کمیٹی
چمنی محلہ جنوبی- بھکر میونسپل کمیٹی
چمنی محلہ جنوب شرقی- بھکر میونسپل کمیٹی","521
481
499
127
1628","0
0","521
481
499
127
1628",3,0,3

"",92,21,DPS Bhakkar (High Portion ) (P),Female,"139120105
139120106
139120113
139120114","چمنی محلہ جنوبی- بھکر میونسپل کمیٹی
چمنی محلہ جنوب شرقی- بھکر میونسپل کمیٹی
چمنی محلہ جنوبی- بھکر میونسپل کمیٹی
چمنی محلہ جنوب شرقی- بھکر میونسپل کمیٹی","0
0","458
455
475
121
1509","458
455
475
121
1509",0,3,3

"",92,22,Govt Model Primary School Bahari Colony,Male,"139120101
139120102
139120202
139120207","محلہ حبیب آباد + مغل چوک- بھکر میونسپل کمیٹی
بہاری کالونی- بھکر میونسپل کمیٹی
شہید نگر+ گلشن مدینہ- بھکر میونسپل کمیٹی
اسماعیل والہ- بھکر میونسپل کمیٹی","97
195
118
475
885","0
0","97
195
118
475
885",2,0,2

92,23,Govt Girls Primary School Bahari Colony,Female,"139120101
139120102
139120202
139120207","محلہ حبیب آباد + مغل چوک- بھکر میونسپل کمیٹی
بہاری کالونی- بھکر میونسپل کمیٹی
شہید نگر+ گلشن مدینہ- بھکر میونسپل کمیٹی
اسماعیل والہ- بھکر میونسپل کمیٹی","0
0","80
182
87
351
700","80
182
87
351
700",0,2,2,

"",92,24,Govt College Of Commerce Bhakkar (P),Male,"139120107
139120115","محلہ نذیرٹاؤن- بھکر میونسپل کمیٹی
محلہ نذیرٹاؤن- بھکر میونسپل کمیٹی","489
511
1000","0
0","489
511
1000",2,0,2

"",92,25,Govt College of Technology Bhakkar (P),Female,"139120107
139120115","محلہ نذیرٹاؤن- بھکر میونسپل کمیٹی
محلہ نذیرٹاؤن- بھکر میونسپل کمیٹی","0
0","457
445
902","457
445
902",0,2,2

"",92,26,Highway Office Bhakkar  (P),Male,139120203,"محلہ غلام حسن خان ڈھانڈلہ،شاہین سنیما - بھکر میونسپل
کمیٹی","540
540","0
0","540
540",1,0,1

"",92,27,Pak P.W.D Office  (P),Female,139120203,"محلہ غلام حسن خان ڈھانڈلہ،شاہین سنیما - بھکر میونسپل
کمیٹی","0
0","508
508","508
508",0,1,1

"",92,28,"Govt Boys Primary School Mandi Town
Bhakkar",Male,"139120205
139120208
139120209
139120210","تالاب والی مسجد- بھکر میونسپل کمیٹی
تالاب والی مسجد- بھکر میونسپل کمیٹی
تالاب والی مسجد- بھکر میونسپل کمیٹی
تالاب والی مسجد- بھکر میونسپل کمیٹی","601
259
166
500
1526","0
0","601
259
166
500
1526",3,0,3

"",92,29,"Divisional Forest Office (RM), Bhakkar.",Male,"139120206
139120211","عائشہ مسجد- بھکر میونسپل کمیٹی
عائشہ مسجد- بھکر میونسپل کمیٹی","583
764
1347","0
0","583
764
1347",3,0,3

"",92,30,Govt High School Mandi Town Bhakkar,Female,"139120205
139120208
139120209
139120210","تالاب والی مسجد- بھکر میونسپل کمیٹی
تالاب والی مسجد- بھکر میونسپل کمیٹی
تالاب والی مسجد- بھکر میونسپل کمیٹی
تالاب والی مسجد- بھکر میونسپل کمیٹی","0
0","603
253
200
354
1410","603
253
200
354
1410",0,3,3

"",92,31,Govt High School Mandi Town Bhakkar,Female,"139120206
139120211","عائشہ مسجد- بھکر میونسپل کمیٹی
عائشہ مسجد- بھکر میونسپل کمیٹی","0
0","622
680
1302","622
680
1302",0,3,3

"",92,32,"Housing & Physical Planning Office Bhakkar
(P)",Male,139120201,محلہ احمد آباد- بھکر میونسپل کمیٹی,"519
519","0
0","519
519",1,0,1

"",92,33,XEN Office Wapda Bhakkar  (P),Female,139120201,محلہ احمد آباد- بھکر میونسپل کمیٹی,"0
0","450
450","450
450",0,1,1

"",92,34,Govt High School CTTM Bhakkar  (P),Male,139120204,ملزآفیشل کالونی- بھکر میونسپل کمیٹی,"222
222","0
0","222
222",1,0,1

"",92,35,Govt Girls High School Mandi Town Bhakkar,Female,139120204,ملزآفیشل کالونی- بھکر میونسپل کمیٹی,"0
0","189
189","189
189",0,1,1

"",92,36,T.M.O Office Bhakkar  (P),Male,"139110202
139110203","محمد افضل خان ڈھانڈ لہ- بھکر میونسپل کمیٹی
محلہ ڈھانڈ لہ- بھکر میونسپل کمیٹی","364
603
967","0
0","364
603
967",2,0,2

"",92,37,T.M.O Office Bhakkar  (P),Male,"139110201
139110208","محلہ کروڑیانوالہ- بھکر میونسپل کمیٹی
محلہ شہانی- بھکر میونسپل کمیٹی","166
813
979","0
0","166
813
979",2,0,2

"",92,38,Social Welfare Office Bhakkar (P),Female,"139110201
139110202
139110203
139110208","محلہ کروڑیانوالہ- بھکر میونسپل کمیٹی
محمد افضل خان ڈھانڈ لہ- بھکر میونسپل کمیٹی
محلہ ڈھانڈ لہ- بھکر میونسپل کمیٹی
محلہ شہانی- بھکر میونسپل کمیٹی","0
0","145
355
528
730
1758","145
355
528
730
1758",0,3,3

92,39,Veterinary Hospital Bhakkar(M) (P),Male,"139110204
139110210","محلہ ٹبہ جنوبی- بھکر میونسپل کمیٹی
محلہ عیدگاہ جنوبی- بھکر میونسپل کمیٹی","628
537
1165","0
0","628
537
1165",2,0,2,

"",92,40,Veterinary Hospital Bhakkar(M) (P),Male,"139110207
139110216","چاہ سکندری- بھکر میونسپل کمیٹی
چاہ سکندری- بھکر میونسپل کمیٹی","517
316
833","0
0","517
316
833",2,0,2

"",92,41,Girls Model High School Bhakkar (P),Female,"139110204
139110207
139110210
139110216","محلہ ٹبہ جنوبی- بھکر میونسپل کمیٹی
چاہ سکندری- بھکر میونسپل کمیٹی
محلہ عیدگاہ جنوبی- بھکر میونسپل کمیٹی
چاہ سکندری- بھکر میونسپل کمیٹی","0
0","532
481
471
273
1757","532
481
471
273
1757",0,3,3

"",92,42,Co-operative Society Office Bhakkar(M) (P),Male,"139110209
139110211
139110217
139110218","محلہ رحیم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی","548
214
484
211
1457","0
0","548
214
484
211
1457",3,0,3

"",92,43,Co-operative Society Office Bhakkar(M) (P),Combined,"139110205
139110212","محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی","485
490
975","448
410
858","933
900
1833",2,2,4

"",92,44,Govt Boys Primary School Alamabad Bhakkar,Female,"139110209
139110211
139110217
139110218","محلہ رحیم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی
محلہ عالم آباد- بھکر میونسپل کمیٹی","0
0","511
179
307
338
1335","511
179
307
338
1335",0,3,3
