1,2,3,4,5,6,7,8,9,10,11
773,BOYS HIGH SCHOOL DOMEL (MALE) -II (P),Domel,108020806,,190,0,190,,,
Domel,108020807,,204,0,204,,,,,
Domel,108020808,,342,0,342,,,,,
Domel,108020809,,310,0,310,,,,,
"",,Total: -,"1,046",0,"1,046",3,0,3,,
Domel,108020810,,182,0,182,,,,,
Domel,108020811,,584,0,584,,,,,
DOMEL,108020812,,218,0,218,,,,,
"",,DOMEL,108020820,,177,0,177,,,
"",,,,Total: -,"1,272",0,"1,272",4,0,4
775,GIRLS HIGH SCHOOL DOMEL-I (FEMALE) (P),Domel,108020801,,0,333,333,,,
"",,Domel,108020802,,0,172,172,,,
"",,DOMEL,108020816,,0,110,110,,,
"",,Domel,108020803,,0,203,203,,,
"",,,,Total: -,0,818,818,0,3,3
776,GIRLS HIGH SCHOOL DOMEL-I (FEMALE) (P),DOMEL,108020804,,0,241,241,,,
"",,DOMEL,108020817,,0,374,374,,,
"",,DOMEL,108020805,,0,285,285,,,
"",,DOMEL,108020818,,0,297,297,,,
"",,,,Total: -,0,"1,197","1,197",0,3,3
777,GIRLS HIGH SCHOOL DOMEL-II (FEMALE) (P),Domel,108020806,,0,205,205,,,
"",,Domel,108020807,,0,188,188,,,
"",,Domel,108020808,,0,325,325,,,
"",,Domel,108020809,,0,269,269,,,
"",,,,Total: -,0,987,987,0,3,3
778,GIRLS HIGH SCHOOL DOMEL-II (FEMALE) (P),Domel,108020810,,0,167,167,,,
Domel,108020811,,0,455,455,,,,,
DOMEL,108020812,,0,185,185,,,,,
DOMEL,108020819,,0,115,115,,,,,
DOMEL,108020820,,0,130,130,,,,,
"",,,0,0,,,,,,
"",,Total: -,0,"1,052","1,052",0,3,3,,
DOMEL,108020813,,251,230,481,,,,,
"",(COMBINED)(P),Domel,108020814,,305,220,525,,,
"",,,,Total: -,766,622,"1,388",2,2,4
780,BOYS HIGH SCHOOL PIND SULTANI (MALE) (P),Pind Sultani,108021301,,291,0,291,,,
"",,Pind Sultani,108021302,,248,0,248,,,
"",,Pind Sultani,108021303,,128,0,128,,,
"",,Pind Sultani,108021310,,164,0,164,,,
"",,Pind Sultani,108021304,,125,0,125,,,
"",,Pind Sultani,108021305,,456,0,456,,,
"",,,,Total: -,"1,412",0,"1,412",4,0,4
781,"GIRLS HIGH SCHOOL, PIND SULTANI, PRIMARYSECTION  (FEMALE)(P)",Pind Sultani,108021301,,0,249,249,,,
"",,Pind Sultani,108021302,,0,218,218,,,
"",,Pind Sultani,108021303,,0,166,166,,,
"",,Pind Sultani,108021310,,0,104,104,,,
"",,Pind Sultani,108021304,,0,104,104,,,
"",,Pind Sultani,108021305,,0,424,424,,,
"",,,,Total: -,0,"1,265","1,265",0,4,4
782,"BOYS PRIMARY SCHOOL MOCHIAN DAKHALI PINDSULTANI (MALE)(P)",Pind Sultani,108021306,,338,0,338,,,
"",,Pind Sultani,108021307,,464,0,464,,,
"",,Pind Sultani,108021308,,561,0,561,,,
"",,,,Total: -,"1,363",0,"1,363",4,0,4
783,"BOYS PRIMARY SCHOOL MOCHIAN DAKHALI PINDSULTANI (MALE)(P)",Pind Sultani,108021309,,481,0,481,,,
Pind Sultani,108021311,,310,0,310,,,,,
"",,Total: -,791,0,791,3,0,3,,
Pind Sultani,108021306,,0,298,298,,,,,
Pind Sultani,108021307,,0,393,393,,,,,
"",,,,Total: -,0,"1,192","1,192",0,4,4
785,"GIRLS PRIMARY SCHOOL MOCHIAN DAKHALI PINDSULTANI (FEMALE)(P)",PIND SULTANI,108021309,,0,366,366,,,
"",,PIND SULTANI,108021311,,0,342,342,,,
"",,,,Total: -,0,708,708,0,2,2
786,BOYS PRIMARY SCHOOL GARHI  (COMBINED)(P),Garhi,108021004,,649,591,"1,240",,,
"",,,,,0,0,,,,
"",,,,Total: -,649,591,"1,240",2,2,4
787,"BOYS PRIMARY SCHOOL DHOK GIDRAN (HAFIZ ABAD)(COMBINED)(P)",Dhok Hafizabad,108020815,,546,482,"1,028",,,
"",,Rakh Jabbi,108021006,,25,15,40,,,
"",,Pind Maan Singh,108021005,,26,24,50,,,
"",,Rakh Nasirabad,108021003,,4,4,8,,,
"",,,,Total: -,601,525,"1,126",2,2,4
788,"BOYS ELEMENTARY SCHOOL, THATTI SYEDAN(MALE) (P)",Thatti Syedan,108021001,,647,0,647,,,
"",,Thatti Syedan,108021002,,646,0,646,,,
"",,,,Total: -,"1,293",0,"1,293",4,0,4
789,"COMMUNITY MODEL GIRLS  ELEMENTARY SCHOOLRANGLI (MALE)(P)",Rangli,108010701,,203,0,203,,,
"",,Rangli,108010702,,344,0,344,,,
"",,Rangli,108010703,,244,0,244,,,
"",,Rangli,108010704,,583,0,583,,,
"",,,,Total: -,"1,374",0,"1,374",4,0,4
790,"COMMUNITY MODEL GIRLS  ELEMENTARY SCHOOLRANGLI (FEMALE)(P)",Rangli,108010701,,0,199,199,,,
Rangli,108010702,,0,340,340,,,,,
Rangli,108010703,,0,209,209,,,,,
Rangli,108010704,,0,572,572,,,,,
"",,Total: -,0,"1,320","1,320",0,4,4,,
791,"GIRLS ELEMENTARY SCHOOL THATTI SEYDAN(FEMALE)(P)",Thatti Syedan,108021002,,0,576,576,,,
"",,,,Total: -,0,"1,154","1,154",0,4,4
792,BASIC HEALTH UNIT AURANGABAD  (COMBINED)(P),Aurangabad,108010801,,503,421,924,,,
"",,,,Total: -,503,421,924,2,1,3
793,BASIC HEALTH UNIT AURANGABAD  (COMBINED)(P),Aurangabad,108010802,,426,394,820,,,
"",,,,,0,0,,,,
"",,,,Total: -,426,394,820,2,1,3
794,"BOYS PRIMARY SCHOOL HAVELY DAKHLIAURANGABAD (COMBINED)(P)",Aurangabad,108010803,,212,233,445,,,
"",,AURANG ABAD,108010804,,285,227,512,,,
"",,,,Total: -,497,460,957,2,1,3
795,BOYS HIGH SCHOOL MITHIAL (MALE)-I(P),Mithial,108020501,,"1,049",0,"1,049",,,
"",,,,Total: -,"1,049",0,"1,049",3,0,3
796,BOYS HIGH SCHOOL MITHIAL (MALE)-I(P),Mithial,108020502,,403,0,403,,,
"",,Mithial,108020503,,346,0,346,,,
"",,Mithial,108020504,,416,0,416,,,
"",,,,Total: -,"1,165",0,"1,165",3,0,3
797,BOYS HIGH SCHOOL MITHIAL (FEMALE)-II(P),Mithial,108020501,,0,"1,033","1,033",,,
"",,,,Total: -,0,"1,033","1,033",0,3,3
798,BOYS HIGH SCHOOL MITHIAL (FEMALE)-II(P),Mithial,108020502,,0,387,387,,,
Mithial,108020503,,0,343,343,,,,,
Mithial,108020504,,0,390,390,,,,,
"",,Total: -,0,"1,120","1,120",0,3,3,,
Mithial,108020505,,384,240,624,,,,,
"",,,0,0,,,,,,
MATHAL,108020506,,220,281,501,,,,,
800,"GIRLS PRIMARY SCHOOL GUJAR BEGI DAKHLIMITHIAL (MALE)(P)",Mithial,108020507,,577,501,"1,078",,,
"",,,Total: -,577,501,"1,078",3,0,3,
801,VETERNARY CENTER MITHIAL (MALE)(T),Mithial,108020508,,374,0,374,,,
"",Mithial,108020509,,208,0,208,,,,
"",Mithial,108020512,,74,0,74,,,,
"",,,Total: -,656,0,656,2,0,2,
802,GIRLS HIGH SCHOOL MITHIAL (FEMALE) -II(P),Mithial,108020508,,0,338,338,,,
"",Mithial,108020509,,0,228,228,,,,
"",Mithial,108020512,,0,52,52,,,,
"",,,Total: -,0,618,618,0,2,2,
803,"GOVT: BOYS PRIMARY SCHOOL JANDIAL (COMBINED)(T)",MATHAL,108020510,,551,429,980,,,
"",MATHAL,108020511,,368,286,654,,,,
"",,,Total: -,919,715,"1,634",2,2,4,
804,"GOVERNMENT PRIMARY SCHOOL DHOK WARADAKHLI BASAL (COMBINED) (P)",Basal,108020603,,252,173,425,,,
"",,,,0,0,,,,,
"",,,Total: -,252,173,425,1,1,2,
805,RURAL HEALTH CENTER BASAL (MALE)(P),Basal,108020604,,681,0,681,,,
"",BASAL,108020605,,574,0,574,,,,
"",,,Total: -,"1,255",0,"1,255",4,0,4,
806,RURAL HEALTH CENTER BASAL (MALE)(P),BASAL,108020606,,"1,030",0,"1,030",,,
"",BASAL,108020607,,355,0,355,,,,
"",,,Total: -,"1,385",0,"1,385",4,0,4,
807,"GOVERNMENT BOYS PRIMARY SCHOOL BASAL NO.1(FEMALE) (P)",Basal,108020604,,0,556,556,,,
BASAL,108020605,,0,557,557,,,,,
"",,Total: -,0,"1,113","1,113",0,3,3,,
808,"GOVERNMENT BOYS PRIMARY SCHOOL BASAL NO.1(FEMALE) (P)",BASAL,108020607,,0,311,311,,,
"",,,,Total: -,0,"1,354","1,354",0,4,4
809,"GOVERNMENT BOYS PRIMARY SCHOOL CHAKKIAN(MALE) (P)",Rakh Aranwali,108020601,,76,0,76,,,
"",,Chak Bhai Ramchand,108020602,,32,0,32,,,
"",,Basal,108020608,,435,0,435,,,
"",,,,Total: -,543,0,543,2,0,2
810,"GOVERNMENT GIRLS PRIMARY SCHOOL CHAKKIANDAKHLI BASAL (FEMALE)(P)",Rakh Aranwali,108020601,,0,68,68,,,
"",,Chak Bhai Ramchand,108020602,,0,29,29,,,
"",,Basal,108020608,,0,395,395,,,
"",,,,Total: -,0,492,492,0,2,2
811,GOVERNMENT GIRLS HIGH SCHOOL BASAL (MALE)(P),BASAL,108020609,,599,0,599,,,
"",,BASAL,108020610,,299,0,299,,,
"",,,,Total: -,898,0,898,3,0,3
812,"GOVERNMENT GIRLS HIGH SCHOOL BASAL(FEMALE)(P)",BASAL,108020609,,0,513,513,,,
"",,BASAL,108020610,,0,254,254,,,
"",,,,Total: -,0,767,767,0,2,2
813,BOYS HIGH SCHOOL BHATIOT (COMBINED) (P),Bhatiot,108021101,,399,364,763,,,
"",,Bhatiot,108021102,,271,235,506,,,
"",,,,Total: -,670,599,"1,269",2,2,4
814,BOYS HIGH SCHOOL BHATIOT (COMBINED) (P),Bhatiot,108021103,,387,332,719,,,
Bhatiot,108021104,,324,271,595,,,,,
"",,Total: -,711,603,"1,314",2,2,4,,
Dhok Kala,108021105,,341,286,627,,,,,
Ratti Kassi,108021106,,346,311,657,,,,,
Rakh Kala Chitta,108021107,,0,0,0,,,,,
816,"BOYS HIGHER SECENDARY SCHOOL KHUNDA (MALE)-I (P)",Khunda,108020101,,681,0,681,,,
"",,Khunda,108020102,,350,0,350,,,
"",,,,Total: -,"1,031",0,"1,031",3,0,3
817,"BOYS HIGHER SECENDARY SCHOOL KHUNDA (MALE)-I (P)",Khunda,108020103,,373,0,373,,,
"",,Khunda,108020104,,548,0,548,,,
"",,,,Total: -,921,0,921,3,0,3
818,"BOYS HIGHER SECENDARY SCHOOL KHUNDA (MALE)-II (P)",Khunda,108020105,,414,0,414,,,
"",,Khunda,108020106,,464,0,464,,,
"",,Khunda,108020107,,230,0,230,,,
"",,Khunda,108020108,,191,0,191,,,
"",,,,Total: -,"1,299",0,"1,299",4,0,4
819,GIRLS HIGH SCHOOL KHUNDA (FEMALE) -I (P),Khunda,108020101,,0,564,564,,,
"",,,,NM,0,1,1,,,
"",,Khunda,108020102,,0,305,305,,,
"",,Khunda,108020103,,0,322,322,,,
"",,,Total: -,0,"1,192","1,192",0,4,4,
820,GIRLS HIGH SCHOOL KHUNDA  (FEMALE) -II (P),Khunda,108020104,,0,403,403,,,
"",,Khunda,108020105,,0,340,340,,,
"",,Khunda,108020106,,0,393,393,,,
"",,Khunda,108020107,,0,203,203,,,
"",,Khunda,108020108,,0,146,146,,,
"",,,,Total: -,0,"1,485","1,485",0,4,4
821,"BOYS PRIMARY SCHOOL KAMALPUR SHER JANG(COMBINED)(P)",Kamalpur Sher Jang,108020109,,566,491,"1,057",,,
"",,,0,0,,,,,,
"",,Total: -,566,491,"1,057",2,1,3,,
822,BOYS PRIMARY SCHOOL DAMAL(COMBINED)(P),,,,0,0,,,,
"",,,,Total: -,515,438,953,2,1,3
823,RURAL DISPENSARY KAHAL (MALE)(P),Kahal,108020304,,119,0,119,,,
"",,Kahal,108020305,,227,0,227,,,
"",,Kahal,108020306,,200,0,200,,,
"",,,,Total: -,546,0,546,2,0,2
824,BOYS MIDDLE SCHOOL KAHAL (FEMALE) (P),Kahal,108020304,,0,96,96,,,
"",,Kahal,108020305,,0,198,198,,,
"",,Kahal,108020306,,0,174,174,,,
"",,,,Total: -,0,468,468,0,2,2
825,GIRLS PRIMARY SCHOOL MIRWAL  (COMBINED)(P),Marwal,108020401,,470,463,933,,,
"",,,,Total: -,470,463,933,2,1,3
826,GIRLS PRIMARY SCHOOL MIRWAL  (COMBINED)(P),Marwal,108020402,,446,418,864,,,
"",,,,,0,0,,,,
"",,,,Total: -,446,418,864,2,1,3
827,"BOYS PRIMARY SCHOOL NATHIAN MIRWAL(COMBINED) (P)",Nathian Marwal,108020404,,510,528,"1,038",,,
"",,,,,0,0,,,,
"",,,,Total: -,510,528,"1,038",2,1,3
828,BOYS PRIMARY SCHOOL CHAJJI MAR (COMBINED) (P),Abwal,108020403,,433,363,796,,,
"",,,,Total: -,433,363,796,1,1,2
829,BOYS PRIMARY SCHOOL CHAJJI MAR (COMBINED) (P),Chaji Mar,108020405,,544,508,"1,052",,,
"",,Total: -,544,508,"1,052",2,1,3,,
Tajal,108020203,,139,113,252,,,,,
Targar,108020204,,454,397,851,,,,,
Marjal,108020205,,62,46,108,,,,,
831,BASIC HEALTH UNIT CHOA NOORPUR (COMBINED)(P),Choa Noorpur,108020201,,279,202,481,,,
"",,Choa Noorpur,108020202,,131,113,244,,,
"",,,,Total: -,410,315,725,1,1,2
832,"MODEL PRIMARY SCHOOL CHOUNTRA (GIRLSPORTION) (COMBINED)(P)",Chountra,108020301,,478,433,911,,,
"",,Chountra,108020302,,288,270,558,,,
"",,,,NM,1,2,3,,,
"",,,,Total: -,767,705,"1,472",2,2,4
833,BOYS HIGH SCHOOL MUKHAD (MALE)(P),Mukhad,108030701,,570,0,570,,,
"",,MAKHAD,108030702,,692,0,692,,,
"",,Mukhad,108030703,,228,0,228,,,
"",,,,Total: -,"1,490",0,"1,490",4,0,4
834,BOYS PRIMARY SCHOOL MUKHAD (FEMALE)(P),Mukhad,108030701,,0,545,545,,,
"",,Mukhad,108030702,,0,598,598,,,
"",,Mukhad,108030703,,0,191,191,,,
"",,,,Total: -,0,"1,334","1,334",0,4,4
835,"GIRLS PRIMARY SCHOOL CHHOI (MUKHAD)(COMBINED)(P)",MAKHAD,108030704,,418,361,779,,,
"",,MAKHAD,108030705,,129,80,209,,,
"",,,,Total: -,547,441,988,2,1,3
836,"GIRLS PRIMARY SCHOOL NAKKA KHURD (MUKHAD)NILHAD (COMBINED)(P)",Mukhad (Nakka Khurd),108030706,,343,294,637,,,
"",,,,,0,0,,,,
"",,,,Total: -,343,294,637,1,1,2
837,"BOYS PRIMARY SCHOOL BHATA (MUKHAD)(COMBINED)(P)",Mukhad (Bhata),108030710,,487,463,950,,,
Mukhad (Bhata),108030711,,82,71,153,,,,,
"",,Total: -,569,534,"1,103",2,1,3,,
Mukhad(Injra RS),108030707,,780,0,780,,,,,
"",,,,Total: -,"1,147",0,"1,147",4,0,4
839,BOYS HIGH SCHOOL INJRA (MUKHAD) (COMBINED)(P),Mukhad(Injra RS),108030707,,0,708,708,,,
"",,Mukhad(Injra RS),108030709,,0,344,344,,,
"",,,,Total: -,0,"1,052","1,052",0,3,3
840,BOYS PRIMARY SCHOOL INJRA  R S (COMBINED) (P),Mukhad(Injra RS),108030708,,278,337,615,,,
"",,Rakh Mukhad,108030712,,1,0,1,,,
"",,,,Total: -,279,337,616,1,1,2
841,BOYS HIGH SCHOOL KANI (COMBINED) -I (P),Kani,108031101,,553,495,"1,048",,,
"",,Kani,108031102,,123,116,239,,,
"",,,,Total: -,676,611,"1,287",2,2,4
842,BOYS HIGH SCHOOL KANI (COMBINED) -I (P),Kani,108031103,,305,268,573,,,
"",,Kani,108031104,,326,307,633,,,
"",,Kani,108031105,,108,95,203,,,
"",,,,Total: -,739,670,"1,409",2,2,4
843,BOYS HIGH SCHOOL KANI (COMBINED) -I (P),Kani,108031106,,255,187,442,,,
"",,Kani,108031107,,299,254,553,,,
"",,Kani,108031108,,286,219,505,,,
"",,,,Total: -,840,660,"1,500",2,2,4
844,BASIC HEALTH UNIT KANI (COMBINED) -I(T),Kani,108031109,,654,621,"1,275",,,
"",,,,Total: -,654,621,"1,275",2,2,4
845,BASIC HEALTH UNIT KANI (COMBINED) -I(T),Kani,108031110,,371,339,710,,,
Kani,108031111,,238,210,448,,,,,
"",,Total: -,609,549,"1,158",2,2,4,,
Rakhwan (Manja Ghundi/Injra),108031112,,509,469,978,,,,,
"",,,0,0,,,,,,
""
847,BOYS MIDDLE SCHOOL RAKHWAN (COMBINED) (P),Rakhwan,108031113,,620,517,"1,137",,,
"",,,,,0,0,,,,
"",,Rakh Narian Tarap,108031114,0,0,0,0,,,
"",,,,Total: -,620,517,"1,137",2,2,4
848,"BOYS MIDDLE SCHOOL NAKKA AFGHANAN(COMBINED) (P)",Nakka Afghana,108030601,,744,772,"1,516",,,
"",,,,Total: -,744,772,"1,516",2,2,4
849,"BOYS PRIMARY SCHOOL KOTE WALI (NAKKAAFGHANAN) (MALE)(P)",Nakka Afghana,108030602,,935,0,935,,,
"",,NAKKA AFGHANAN,108030603,,2,0,2,,,
"",,,,Total: -,937,0,937,3,0,3
850,"BOYS PRIMARY SCHOOL KOTE WALI (NAKKAAFGHANAN) (FEMALE)(P)",Nakka Afghana,108030602,,0,887,887,,,
"",,NAKKA AFGHANAN,108030603,,0,3,3,,,
"",,,,Total: -,0,890,890,0,3,3
851,BOYS HIGH SCHOOL CHAB (MALE)(P),Nara Tarap Nara(Chab),108030507,,426,0,426,,,
Nara Tarap Nara(Chab),108030508,,417,0,417,,,,,
Nara Tarap Nara(Chab),108030509,,191,0,191,,,,,
NARAH TARF NARAH (CHAB),108030516,,95,0,95,,,,,
NARAH TARF NARAH (CHAB),108030517,,0,0,0,,,,,
Nara Tarap Nara(Chab),108030510,,177,0,177,,,,,
NARAH TARF NARAH (CHAB),108030518,,213,0,213,,,,,
"",,Total: -,"1,519",0,"1,519",4,0,4,,
Nara Tarap Nara(Chab),108030507,,0,414,414,,,,,
Nara Tarap Nara(Chab),108030508,,0,427,427,,,,,
Nara Tarap Nara(Chab),108030509,,0,172,172,,,,,
NARAH TARF NARAH (CHAB),108030516,,0,132,132,,,,,
NARAH TARF NARAH (CHAB),108030517,,0,0,0,,,,,
"",,NARAH TARF NARAH (CHAB),108030518,,0,211,211,,,
"",,,,Total: -,0,"1,558","1,558",0,4,4
853,"BOYS ELEMENTARY SCHOOL NANDRAK ABAD(COMBINED)(P)",Nara Tarap Nara(Chab),108030511,,645,627,"1,272",,,
"",,,,Total: -,645,627,"1,272",2,2,4
854,"BOYS ELEMENTARY SCHOOL NANDRAK ABAD(COMBINED)(P)",NARAH TARF NARAH (CHAB),108030512,,245,239,484,,,
"",,NARAH TARF NARAH (CHAB),108030519,,109,81,190,,,
"",,NARAH TARF NARAH (CHAB),108030520,,199,211,410,,,
"",,,,Total: -,553,531,"1,084",2,1,3
855,"BOYS PRIMARY SCHOOL DHOK MANSOOR(COMBINED)(P)",NARAH TARF NARAH (CHAB),108030513,,514,526,"1,040",,,
"",,NARAH TARF NARAH (CHAB),108030514,,373,228,601,,,
"",,Rakh Ghoki,108030515,,0,0,0,,,
"",,,,Total: -,887,754,"1,641",2,2,4
856,BOYS HIGH SCHOOL LAKARMAR-I (COMBINED)(P),Nara Tarap Nara(Lakarmar),108030501,,380,318,698,,,
"",,,,Total: -,380,318,698,2,1,3
857,BOYS HIGH SCHOOL LAKARMAR-I (COMBINED)(P),Nara Tarap Nara(Lakarmar),108030504,,528,476,"1,004",,,
"",,,,,0,0,,,,
"",,,,Total: -,528,476,"1,004",2,1,3
858,BOYS HIGH SCHOOL LAKARMAR-II (COMBINED)(P),Nara Tarap Nara(Lakarmar),108030506,,581,518,"1,099",,,
"",,,,,0,0,,,,
"",,,,Total: -,581,518,"1,099",2,1,3
859,GIRLS PRIMARY SCHOOL LAKARMAR (COMBINED)(P),Nara Tarap Nara(Lakarmar),108030502,,717,725,"1,442",,,
"",,,0,0,,,,,,
"",,Total: -,717,725,"1,442",2,2,4,,
Nara Tarap Nara(Lakarmar) (Kanjoor),108030505,,422,419,841,,,,,
"",,0,0,,,,,,,
861,"BOYS PRIMARY SCHOOL, TORANG MELA(COMBINED)(P)","Nara Tarap Nara(Lakarmar) (TorangMela)",108030503,,634,560,"1,194",,,
"",,,,,0,0,,,,
"",,,,Total: -,634,560,"1,194",2,2,4
862,"BOYS PRIMARY SCHOOL RATTI KERI DAKHLIDAKHNAIR (COMBINED)(P)",Nara Tarap (Dakhneer),108030401,,238,212,450,,,
"",,,,,0,0,,,,
"",,,,Total: -,238,212,450,1,1,2
863,"BOYS ELEMENTARY SCHOOL GIRDI DAKHLIDAKHNAIR (COMBINED)(P)",Nara Tarap (Dakhneer),108030402,,234,233,467,,,
"",,Nara Tarap (Dakhneer),108030403,,41,30,71,,,
"",,,,Total: -,275,263,538,1,1,2
864,BOYS HIGH SCHOOL DAKHNAIR (MALE)(P),Nara Tarap (Dakhneer),108030404,,377,0,377,,,
"",,Nara Tarap (Dakhneer),108030405,,551,0,551,,,
"",,Nara Tarap (Dakhneer),108030406,,98,0,98,,,
"",,NARATARAF (DAKHNEER),108030416,,213,0,213,,,
"",,,,Total: -,"1,239",0,"1,239",4,0,4
865,BOYS HIGH SCHOOL DAKHNAIR (MALE)(P),Nara Tarap (Dakhneer),108030407,,369,0,369,,,
"",,Nara Tarap (Dakhneer),108030408,,65,0,65,,,
"",,Nara Tarap (Dakhneer),108030409,,529,0,529,,,
"",,,,Total: -,963,0,963,3,0,3
866,BOYS HIGH SCHOOL DAKHNAIR-II (FEMALE)(P),Nara Tarap (Dakhneer),108030404,,0,360,360,,,
Nara Tarap (Dakhneer),108030405,,0,530,530,,,,,
Nara Tarap (Dakhneer),108030406,,0,72,72,,,,,
NARATARAF (DAKHNEER),108030416,,0,210,210,,,,,
"",,Total: -,0,"1,172","1,172",0,4,4,,
Nara Tarap (Dakhneer),108030407,,0,355,355,,,,,
Nara Tarap (Dakhneer),108030408,,0,59,59,,,,,
"",,,,Total: -,0,926,926,0,3,3
868,"BOYS PRIMARY SCHOOL JABBI TOREWALI(COMBINED)(P)",Nahar Tarap(Torewali),108030410,,395,297,692,,,
"",,Nahar Tarap(Torewali),108030411,,172,175,347,,,
"",,,,Total: -,567,472,"1,039",2,1,3
869,"GIRLS ELEMENTARY SCHOOL TOREWALI(COMBINED)(P)",Nahar Tarap(Torewali),108030412,,358,347,705,,,
"",,,,Total: -,358,347,705,1,1,2
870,"GIRLS ELEMENTARY SCHOOL TOREWALI(COMBINED)(P)",Nahar Tarap(Torewali),108030413,,627,627,"1,254",,,
"",,Rakh Sawalian,108030414,,0,0,0,,,
"",,Rakh Tora Bera,108030415,,0,0,0,,,
"",,,,Total: -,627,627,"1,254",2,2,4
871,BOYS HIGH SCHOOL TARAP (MALE)(P),Tarap Shumali,108031001,,594,0,594,,,
"",,Tarap Shumali,108031002,,326,0,326,,,
"",,Tarap Shumali,108031005,,23,0,23,,,
"",,Tarap Shumali,108031006,,37,0,37,,,
"",,Tarap Shumali,108031007,,33,0,33,,,
"",,Tarap Shumali,108031008,,511,0,511,,,
"",,,,Total: -,"1,524",0,"1,524",4,0,4
872,"GIRLS ELEMENTARY SCHOOL, TARAP (FEMALE) (P)",Tarap Shumali,108031001,,0,519,519,,,
Tarap Shumali,108031002,,0,258,258,,,,,
Tarap Shumali,108031005,,0,19,19,,,,,
Tarap Shumali,108031006,,0,20,20,,,,,
Tarap Shumali,108031007,,0,33,33,,,,,
Tarap Shumali,108031008,,0,449,449,,,,,
"",,Total: -,0,"1,298","1,298",0,4,4,,
Tarap Shumali,108031004,,103,0,103,,,,,
"",TURAP (MALE)(P),Tarap Shumali,108031010,,317,0,317,,,
"",,,Total: -,"1,271",0,"1,271",4,0,4,
874,"GOVT. MODEL PRIMARY SCHOOL AMANPUR DAKHLITURAP (FEMALE)(P)",Tarap Shumali,108031004,,0,82,82,,,
"",Tarap Shumali,108031009,,0,670,670,,,,
"",Tarap Shumali,108031010,,0,242,242,,,,
"",,,Total: -,0,994,994,0,3,3,
875,"BOYS PRIMARY SCHOOL DOBA DAKHLI TURAP(MALE)(P)",Tarap Shumali,108031003,,"1,361",0,"1,361",,,
"",,,Total: -,"1,361",0,"1,361",4,0,4,
876,"BOYS PRIMARY SCHOOL DOBA DAKHLI TURAP(FEMALE)(P)",Tarap Shumali,108031003,,0,"1,208","1,208",,,
"",,,Total: -,0,"1,208","1,208",0,4,4,
877,BOYS HIGH SCHOOL BARWALA (COMBINED) (P),Barwala,108030901,,702,636,"1,338",,,
"",,,Total: -,702,636,"1,338",2,2,4,
878,BOYS HIGH SCHOOL BARWALA (COMBINED) (P),Barwala,108030902,,304,254,558,,,
"",Barwala,108030903,,407,381,788,,,,
"",,,Total: -,711,635,"1,346",2,2,4,
879,"BOYS MIDDLE SCHOOL DHOKE SARFARAZ DAKHLIBARWALA (COMBINED) (P)",Barwala,108030904,,311,283,594,,,
"",Barwala,108030905,,205,191,396,,,,
"",Barwala,108030906,,202,167,369,,,,
"",,,,0,0,,,,,
"",,,Total: -,718,641,"1,359",2,2,4,
880,BOYS HIGH SCHOOL HADDOWALI (MALE) (P),Hadowali,108030801,,319,0,319,,,
Hadowali,108030802,,392,0,392,,,,,
Hadowali,108030803,,584,0,584,,,,,
"",,Total: -,"1,295",0,"1,295",4,0,4,,
Hadowali,108030801,,0,345,345,,,,,
"",,Hadowali,108030803,,0,601,601,,,
"",,,,Total: -,0,"1,360","1,360",0,4,4
882,"GOVERNMENT BOYS PRIMARY SCHOOL KHORE ROADNEAR PETROL PUMP FATEHJANG (MALE) (P)",Mohallah Habib Abad,106040501,,279,0,279,,,
"",,Almurtaza Masjid,106040502,,740,0,740,,,
"",,Mohallah Chasah Wali Dheri,106040503,,20,0,20,,,
"",,Mohallah Chasah Wali Dheri,106040507,,140,0,140,,,
"",,Mohallah Chasah Wali Dheri,106040508,,6,0,6,,,
"",,,,Total: -,"1,185",0,"1,185",4,0,4
883,"GOVERNMENT BOYS PRIMARY SCHOOL KHORE ROADNEAR PETROL PUMP FATEHJANG (MALE) (P)",Mohallah Chasah Wali Dheri,106040504,,511,0,511,,,
"",,Mohallah Chasah Wali Dheri,106040505,,172,0,172,,,
"",,Mohallah Chasah Wali Dheri,106040506,,471,0,471,,,
"",,,,Total: -,"1,154",0,"1,154",4,0,4
884,GIRLS HIGH SCHOOL NO. 2 FATEH JANG (MALE),Mohallah Masjid Mula Bukhari,106040402,,"1,013",0,"1,013",,,
"",,,,Total: -,"1,013",0,"1,013",3,0,3
885,GIRLS HIGH SCHOOL NO. 2 FATEH JANG (MALE),Mohallah Masjid Mula Bukhari,106040408,,333,0,333,,,
"",,Railway Station Colony,106040204,,144,0,144,,,
"",,Railway Station Colony,106040205,,190,0,190,,,
"",,,,Total: -,667,0,667,2,0,2
886,HIGHWAY REST HOUSE FATEHJANG (MALE) (P),Ziarat Pir Ahmed Shah,106040103,,334,0,334,,,
"",,,,NM,1,0,1,,,
"",,Ziarat Pir Ahmed Shah,106040108,,310,0,310,,,
"",,Mohallah Al Madina Masjid,106040201,,337,0,337,,,
"",,,,Total: -,982,0,982,3,0,3
887,HIGHWAY REST HOUSE FATEHJANG (MALE) (P),Mohallah Masjid Bilal,106040202,,"1,322",0,"1,322",,,
"",,,,Total: -,"1,322",0,"1,322",3,0,3
888,"BOYS PRIMARY SCHOOL CHASSANWALI DHERIFATEHJANG (FEMALE) (P)",Mohallah Habib Abad,106040501,,0,243,243,,,
