"",118 Total,,,,,,,1330,0,1330,3,0,3,
"",119,,,Nawab Pura Ichra,259320303,,0,618,618,2,Female,,,
"",119,,,Nawab Pura Ichra,259320308,,0,0,0,0,Female,,,
"",119,,,Maqbool Road Ichra,259320304,,0,242,242,0,Female,,,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
119 Total,,,,,,,0,1081,1081,0,2,2,
120,"Little Angles High School 19-A Union Park NewKhajoor Wali Masjid Lahore.  ()",,,Union park samanabad,259370303,,1376,0,1376,2,,2,Male
120 Total,,,,,,,1376,0,1376,2,0,2,
121,"Little Angles High School 19-A Union Park NewKhajoor Wali Masjid Lahore.  ()",,,Union park samanabad,259370303,,0,1123,1123,,2,2,Female
121 Total,,,,,,,0,1123,1123,0,2,2,
122,"Office of the Deputy Director Revenue Wasa,Near LDA Complex Samanabad, Lahore ()",,,Union park samanbad,259370102,,1061,0,1061,3,0,3,Male
122,,,Union park samanbad,259370103,,353,0,353,0,Male,,,
122 Total,,,,,,,1414,0,1414,3,0,3,
123,"Office of the Deputy Director Revenue Wasa,Near LDA Complex Samanabad, Lahore ()",,,Union park samanbad,259370102,,0,927,927,0,2,2,Female
123,,,Union park samanbad,259370103,,0,357,357,0,Female,,,
123 Total,,,,,,,0,1284,1284,0,2,2,
124,"NAITO SCHOOL FAZLIA CAMPUS CHOUDHRYCOLONY AROUND III SAMNABAD",,,"Chaudhary colonysamanbad",259370201,,857,799,1656,2,1,3,Combined
124 Total,,,,,,,857,799,1656,2,1,3,
125,"Govt. Post Graduate College for WomenSamanabad, Lahore ()",,,Rahat Park,259370202,,709,0,709,2,0,2,Male
125,,,"New union parksamanabad",259370203,,498,0,498,0,Male,,,
125 Total,,,,,,,1207,0,1207,2,0,2,
126,"Govt. Post Graduate College for WomenSamanabad, Lahore ()",,,Rahat Park,259370202,,0,644,644,0,2,2,Female
126,,,"New union parksamanabad",259370203,,0,434,434,0,Female,,,
126 Total,,,,,,,0,1078,1078,0,2,2,
127,"The Educator High School  Chaudhary ColonyRound About 186-N Al rauf Campus, Samanabad,Lahore. ()",,,"New union parksamanabad",259370304,,685,0,685,2,0,2,Male
127,,,"New union parksamanabad",259370204,,77,0,77,0,Male,,,
127,,,"New union parksamanabad",259370306,,76,0,76,0,Male,,,
127 Total,,,,,,,838,0,838,2,0,2,
128,"The Educator High School  Chaudhary ColonyRound About 186-N Al rauf Campus, Samanabad,Lahore. ()",,,"New union parksamanabad",259370304,,0,529,529,,1,1,Female
128,,,"New union parksamanabad",259370204,,0,52,52,0,Female,,,
128,,,"New union parksamanabad",259370306,,0,57,57,0,Female,,,
128 Total,,,,,,,0,638,638,0,1,1,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
129 Total,,,,,,,1765,0,1765,4,0,4,
130,"The Educator High School  Chaudhary ColonyRound About 186-N Al rauf Campus, Samanabad,Lahore. ()",,,Union park samanabad,259370301,,0,1446,1446,0,3,3,Female
130 Total,,,,,,,0,1446,1446,0,3,3,
131,"Minhas Girls High School Main Road Islam AbadColony Rahmania Street, Lahore ()",,,"Zafar Colony NadeemShaheed RoadSamanabad",259370101,,0,0,0,,,0,Combined
131,,,"Zafar colony NadeemShaheed roadsamanbad",259370104,,583,553,1136,3,Combined,,,
131 Total,,,,,,,583,553,1136,2,1,3,
132,"Scholar Islamic Public School Haji Colony NearNational Bank Nadeem Shaheed RoadSamanabad, Lahore ()",,,"Islam abad colony pakithathi",259370105,,938,801,1739,2,2,4,Combined
132 Total,,,,,,,938,801,1739,2,2,4,
133,"Iqra Islamic System Chuhadry Colony FatimaCampus-950 Ghol Chakar Samanabad. ()",,,"New union parksamanabad",259370305,,449,0,449,1,0,1,Male
133,,,"New union parksamanabad",259370205,,227,0,227,0,Male,,,
133 Total,,,,,,,676,0,676,1,0,1,
134,"Iqra Islamic System Chuhadry Colony FatimaCampus-950 Ghol Chakar Samanabad. ()",,,"New union parksamanabad",259370305,,0,355,355,0,1,1,Female
134,,,"New union parksamanabad",259370205,,0,202,202,0,Female,,,
134 Total,,,,,,,0,557,557,0,1,1,
135,"Native School System Choudhry Colony FazalCampus 3rd Gol Chakar Saman Abad, Lahoare ()",,,Union park samanabad,259370302,,2336,0,2336,4,0,4,Male
135 Total,,,,,,,2336,0,2336,4,0,4,
136,"Native School System Choudhry Colony FazalCampus 3rd Gol Chakar Saman Abad, Lahoare ()",,,Union park samanabad,259370302,,0,1813,1813,0,4,4,Female
136 Total,,,,,,,0,1813,1813,0,4,4,
137,"CDGL. Middle Girls School Chaduhry Colony,Kachi Abadi Icchra, Lahore()",,,Peer Ghazi Road Ichra,259330101,,718,0,718,4,0,4,Male
137,,,Peer Ghazi Road Ichra,259330106,,313,0,313,0,Male,,,
137,,,Ichra Millat park,259330102,,675,0,675,0,Male,,,
137 Total,,,,,,,1706,0,1706,4,0,4,
138,"CDGL. Middle Girls School Chaduhry Colony,Kachi Abadi Icchra, Lahore ()",,,Peer Ghazi Road Ichra,259330101,,0,697,697,0,3,3,Female
138,,,Peer Ghazi Road Ichra,259330106,,0,178,178,0,Female,,,
138,,,Ichra Millat park,259330102,,0,567,567,0,Female,,,
"",S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
"",1,2,3,4,5,6,7,8,9,10,11,12,13,14
"",139,"City District Govt. Dispensary Pakistani ChowkIcchra, Lahore ()",,,Pakistani chowk Ichra,259330103,,774,636,1410,2,1,3,Combined
"",139 Total,,,,,,,774,636,1410,2,1,3,
"",140,"CDGL Junior Model School No.2 Noor MohallahIcchra, Lahore ()",,,Feroz Pur Road ichra,259330104,,732,0,732,2,0,2,Male
"",140,,,Ichra Mata Rani,259330201,,551,0,551,0,Male,,,
"",140 Total,,,,,,,1283,0,1283,2,0,2,
"",141,"CDGL Junior Model School No.2 Noor MohallahIcchra, Lahore ()",,,Feroz Pur Road ichra,259330104,,0,658,658,0,2,2,Female
"",141,,,Ichra Mata Rani,259330201,,0,443,443,0,Female,,,
"",141 Total,,,,,,,0,1101,1101,0,2,2,
"",142,"Govt. N.D Islamia H/S Feorzpur Road, Icchra,Lahore ()",,,Usmana Bazar ichra,259330202,,414,0,414,3,0,3,Male
"",142,,,Sardar pura Ichra,259330203,,571,0,571,0,Male,,,
"",142,,,Kamboh Street Ichra,259330204,,503,0,503,0,Male,,,
"",142 Total,,,,,,,1488,0,1488,3,0,3,
"",143,"Govt. N.D Islamia H/S Feorzpur Road, Icchra,Lahore ()",,,Usmana Bazar ichra,259330202,,0,327,327,0,2,2,Female
"",143,,,Sardar pura Ichra,259330203,,0,450,450,0,Female,,,
"",143,,,Kamboh Street Ichra,259330204,,0,421,421,0,Female,,,
"",143 Total,,,,,,,0,1198,1198,0,2,2,
"",144,"Standard Model School Per Ghazi Road, Icchra,Lahore ()",,,Peer ghazi Road Ichra,259330301,,968,0,968,4,0,4,Male
"",144,,,"Main Bazar ichraMadina Bazar",259330302,,197,0,197,0,Male,,,
"",144,,,"Pakistani chowk IchraHamiyon Street",259330303,,714,0,714,0,Male,,,
"",144 Total,,,,,,,1879,0,1879,4,0,4,
"",145,"Standard Model School Per Ghazi Road, Icchra,Lahore ()",,,Peer ghazi Road Ichra,259330301,,0,858,858,0,3,3,Female
"",145,,,"Main Bazar ichraMadina Bazar",259330302,,0,157,157,0,Female,,,
"",145,,,"Pakistani chowk IchraHamiyon Street",259330303,,0,569,569,0,Female,,,
"",145 Total,,,,,,,0,1584,1584,0,3,3,
"",146,"New Dawn Public School Azeem Street, Icchra,Lahore ()",,,Ichara Main Bazar,259330404,,559,0,559,3,0,3,Male
"",146,,,"Main Bazar Zaildar RoadIchra",259330403,,403,0,403,0,Male,,,
"",146,,,"Pakistani Chowk Ichra,Muhallah Sultan AhmedRoad",259330304,,281,0,281,0,Male,,,
"",146 Total,,,,,,,1243,0,1243,3,0,3,
"",147,"New Dawn Public School Azeem Street, Icchra,Lahore ()",,,"Pakistani Chowk Ichra,Muhallah Sultan AhmedRoad",259330304,,0,259,259,0,2,2,Female
"",147,,,Ichara Main Bazar,259330404,,0,433,433,0,Female,,,
"",147,,,"Main Bazar Zaildar RoadIchra",259330403,,0,307,307,0,Female,,,
"",147 Total,,,,,,,0,999,999,0,2,2,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,"Ichra, Lahore. ()2",3,4,5,6,7,8,9,10,11,12,13,14
148,,,,Peer Ghazi Road Ichra,259330402,,560,0,560,,,0,Male
148,,,Peer Ghazi Road Ichra,259330405,,88,0,88,0,Male,,,
148,,,"Sultan Ahmed road ,Zaildar Road Shah DinScheme Ichra",259330501,,553,0,553,0,Male,,,
148 Total,,,,,,,1507,0,1507,3,0,3,
149,"Office of Union Council Office Windsar Park,Ichra, Lahore. ()",,,"Achra Baba AzamChowk",259330401,,0,213,213,0,2,2,Female
149,,,Peer Ghazi Road Ichra,259330402,,0,371,371,0,Female,,,
149,,,Peer Ghazi Road Ichra,259330405,,0,117,117,0,Female,,,
149,,,"Sultan Ahmed road ,Zaildar Road Shah DinScheme Ichra",259330501,,0,489,489,0,Female,,,
149 Total,,,,,,,0,1190,1190,0,2,2,
150,"Govt. Girls High School Sultan Ahmad Road,Icchra, Lahore ()",,,"Ichra Sultan AhmedRoad Zaildar Road ShahDin Scheme",259330502,,791,0,791,3,0,3,Male
150,,,"Ichra sultan AhmedRoad Rehman pura ShahJamal Chowk",259330503,,546,0,546,0,Male,,,
150 Total,,,,,,,1337,0,1337,3,0,3,
151,"Govt. Girls High School Sultan Ahmad Road,Icchra, Lahore ()",,,"Ichra Sultan AhmedRoad Zaildar Road ShahDin Scheme",259330502,,0,693,693,0,2,2,Female
151,,,"Ichra sultan AhmedRoad Rehman pura ShahJamal Chowk",259330503,,0,490,490,0,Female,,,
151 Total,,,,,,,0,1183,1183,0,2,2,
152,"CDGL Boys High School Rehmanpura, Lahore ()",,,"Ichra Marbel Market,Muneer Shaheed Road",259330504,,717,0,717,4,0,4,Male
152,,,Rehmanpura Ichra,259330603,,300,0,300,0,Male,,,
152,,,Rehmanpura Ichra,259330606,,756,0,756,0,Male,,,
152 Total,,,,,,,1773,0,1773,4,0,4,
153,"CDGL Boys High School Rehmanpura, Lahore ()",,,"Ichra Marbel Market,Muneer Shaheed Road",259330504,,0,624,624,0,3,3,Female
153,,,Rehmanpura Ichra,259330603,,0,248,248,0,Female,,,
153,,,Rehmanpura Ichra,259330606,,0,620,620,0,Female,,,
153 Total,,,,,,,0,1492,1492,0,3,3,
154,,,Rehmanpura,259330601,,1117,0,1117,4,Male,,,
"",S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
"",1,2,3,4,5,6,7,8,9,10,11,12,13,14
"",154 Total,,,,,,,2019,0,2019,4,0,4,
"",155,"Government N.A Primary School Rehmanpura,Icchra, Lahore ()",,,Rehmanpura,259330601,,0,894,894,0,4,4,Female
"",155,,,Rehmanpura Ichra,259330602,,0,782,782,0,Female,,,
"",155 Total,,,,,,,0,1676,1676,0,4,4,
"",156,"Standard Model High School Shahid ColonyMulsim Town, Lahore  ()",,,Rehmanpura,259330604,,599,0,599,4,0,4,Male
"",156,,,Rehmanpura,259330605,,763,0,763,0,Male,,,
"",156,,,Rehmanpura,259330607,,540,0,540,0,Male,,,
"",156 Total,,,,,,,1902,0,1902,4,0,4,
"",157,"Standard Model High School Shahid ColonyMulsim Town, Lahore ()",,,Rehmanpura,259330604,,0,536,536,0,4,4,Female
"",157,,,Rehmanpura,259330605,,0,641,641,0,Female,,,
"",157,,,Rehmanpura,259330607,,0,459,459,0,Female,,,
"",157 Total,,,,,,,0,1636,1636,0,4,4,
"",158,"Govt. Pakistan Model High School Rehmanpura,Lahore ()",,,"Rehmanpura KaramAbad",259330702,,580,0,580,3,0,3,Male
"",158,,,Wahdat Road,259330703,,182,0,182,0,Male,,,
"",158,,,Wahidat Road,259330707,,787,0,787,0,Male,,,
"",158 Total,,,,,,,1549,0,1549,3,0,3,
"",159,"Govt. Pakistan Model High School Rehmanpura,Lahore ()",,,"Rehmanpura KaramAbad",259330702,,0,578,578,0,3,3,Female
"",159,,,Wahdat Road,259330703,,0,203,203,0,Female,,,
"",159,,,Wahidat Road,259330707,,0,723,723,0,Female,,,
"",159 Total,,,,,,,0,1504,1504,0,3,3,
"",160,"Government N.A Primary School Rehman,Lahore()",,,"Rehman Pura AkbarStreet",259330704,,431,0,431,3,0,3,Male
"",160,,,"Rehmanpura KaramAbad",259330701,,740,0,740,0,Male,,,
"",160,,,"Bukhari MarketRehmanpur",259330706,,390,0,390,0,Male,,,
"",160 Total,,,,,,,1561,0,1561,3,0,3,
"",161,"Government N.A Primary School Rehman,Lahore ()",,,"Rehman Pura AkbarStreet",259330704,,0,449,449,0,3,3,Female
"",161,,,"Rehmanpura KaramAbad",259330701,,0,656,656,0,Female,,,
"",161,,,"Bukhari MarketRehmanpur",259330706,,0,331,331,0,Female,,,
"",161 Total,,,,,,,0,1436,1436,0,3,3,
"",162,"CDG Girls High School Siddique Akbar Road LinkSultan Road Icchar, Lahore. ()",,,Karamabad Rehmanpur,259330705,,483,417,900,1,1,2,Combined
"",162 Total,,,,,,,483,417,900,1,1,2,
"",163,"Nigheban Community Center Social WelfareDepartment Kachi Abadi Ganda Nala, Lahore ()",,,Kacha Ferozpur Road,259350106,,734,602,1336,2,1,3,Combined
"",163 Total,,,,,,,734,602,1336,2,1,3,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,Lahore.()2,3,4,5,6,7,8,9,10,11,12,13,14
164,,,,Peer Ghazi Road Ichra,259350103,,321,0,321,,,0,Male
164,,,Ali Park new samanbad,259350301,,556,0,556,0,Male,,,
164 Total,,,,,,,1358,0,1358,3,0,3,
165,"Ideal Grammer School 24-Peer Ghazi Road,Lahore. ()",,,"Chaudhary colonySamanabad",259350101,,0,379,379,0,2,2,Female
165,,,Peer Ghazi Road Ichra,259350103,,0,301,301,0,Female,,,
165,,,Ali Park new samanbad,259350301,,0,491,491,0,Female,,,
165 Total,,,,,,,0,1171,1171,0,2,2,
166,"British School 6-Peer  Ghazi Road, Icchra,  Lahore()",,,Bank Colony,259350104,,1224,0,1224,2,0,2,Male
166 Total,,,,,,,1224,0,1224,2,0,2,
167,"British School 6-Peer l Ghazi Road, Icchra,  Lahore()",,,Bank Colony,259350104,,0,1031,1031,0,2,2,Female
167 Total,,,,,,,0,1031,1031,0,2,2,
168,"British School 6-Peer , Icchra,  Lahore ()",,,Hameed park,259350105,,998,0,998,2,0,2,Male
168 Total,,,,,,,998,0,998,2,0,2,
169,"British School 6-Peer  Ghazi Road, Icchra,  Lahore()",,,Hameed park,259350105,,0,913,913,0,2,2,Female
169 Total,,,,,,,0,913,913,0,2,2,
170,SDO Office Wapda Exchange Road Lahore  (),,,Hameed Park,259350201,,523,427,950,1,1,2,Combined
170 Total,,,,,,,523,427,950,1,1,2,
171,"Town Office, Samanabad, Rasool Park Lahore. ()",,,Rasool park Samanabad,259350302,,633,534,1167,2,1,3,Combined
171,,,Rasool park Samanabad,259350303,,469,0,469,0,Combined,,,
171 Total,,,,,,,1102,534,1636,2,1,3,
172,"City District Govt. Dispensary Rasool Park NearGanda Nala, Lahore ()",,,Rasool park Samanabad,259350102,,585,564,1149,2,2,4,Combined
172,,,Ali Park new samanbad,259350203,,524,467,991,0,Combined,,,
172 Total,,,,,,,1109,1031,2140,2,2,4,
173,"Allied School Shadman Road, Lahore  ()",,,"Ahata Mol chand Ferozpur road ichra",259330105,,330,252,582,1,1,2,Combined
173 Total,,,,,,,330,252,582,1,1,2,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,"Govt. Degree College for Women MarghzarColony, Lahore (Permanent) (Male)",,,Block-A Margzar Colony,185010401,,1011,0,1011,3,0,3,Male
1,,,Block-A Margzar Colony,185010402,,106,0,106,0,Male,,,
1,,,Block-A Margzar Colony,185010403,,237,0,237,0,Male,,,
1,,,Block-A Margzar Colony,185010404,,192,0,192,0,Male,,,
1 Total,,,,,,,1546,0,1546,3,0,3,
2,"Govt. Degree College for Women MarghzarColony, Lahore (Permanent) (Male)",,,Block-A Margzar Colony,185010401,,0,811,811,0,2,2,Female
2,,,Block-A Margzar Colony,185010402,,0,82,82,0,Female,,,
2,,,Block-A Margzar Colony,185010403,,0,127,127,0,Female,,,
2,,,Block-A Margzar Colony,185010404,,0,154,154,0,Female,,,
2 Total,,,,,,,0,1174,1174,0,2,2,
3,"Society Office, C-Block, Lahore",,,"Block C-F MargzarColony",185010406,,543,533,1076,2,1,3,Combined
3,,,"Block C-F MargzarColony",185010480,,118,91,209,0,Combined,,,
3 Total,,,,,,,661,624,1285,2,1,3,
4,"Office UC - 109, 23-24 M, Maragzaar Colony,Lahore",,,Block-N Margzar Colony,185010408,,758,671,1429,2,1,3,Combined
4 Total,,,,,,,758,671,1429,2,1,3,
5,"Lap School Marghzar Colony, Lahore  (Male)",,,Block-P Margzar Colony,185010407,,557,0,557,3,0,3,Male
5,,,Block-M Margzar Colony,185010409,,516,0,516,0,Male,,,
5,,,Block-M Margzar Colony,185010481,,39,0,39,0,Male,,,
5,,,"Block E-D MargzarColony",185010405,,376,0,376,0,Male,,,
5,,,"Block E-D MargzarColony",185010479,,11,0,11,0,Male,,,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"","Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
6,"Laps School Marghzar Colony, Lahore  (Female)",,,"Block E-D MargzarColony",185010405,,0,363,363,0,3,3,Female
6,,,"Block E-D MargzarColony",185010479,,0,1,1,0,Female,,,
6,,,Block-P Margzar Colony,185010407,,0,517,517,0,Female,,,
6,,,Block-M Margzar Colony,185010409,,0,452,452,0,Female,,,
6,,,Block-M Margzar Colony,185010481,,0,29,29,0,Female,,,
6 Total,,,,,,,0,1362,1362,0,3,3,
7,"Iqra Roza tul Atfal Islamic School, National Park,Lahore",,,National Park,185010430,,1353,0,1353,2,0,2,Male
7 Total,,,,,,,1353,0,1353,2,0,2,
8,"Govt. Degree College for Women MarghzarColony, Lahore (Permanent) (Male)",,,National Park,185010431,,590,0,590,3,0,3,Male
8,,,National Park,185010432,,0,0,0,0,Male,,,
8,,,National Park,185010433,,12,0,12,0,Male,,,
8,,,National Park,185010434,,246,0,246,0,Male,,,
8,,,Block-R Margzar Colony,185010422,,163,0,163,0,Male,,,
8 Total,,,,,,,1011,0,1011,3,0,3,
9,"Govt. Degree College for Women MarghzarColony, Lahore (Permanent) (Female)",,,National Park,185010430,,0,942,942,0,3,3,Female
9,,,National Park,185010431,,0,298,298,0,Female,,,
9,,,National Park,185010432,,0,0,0,0,Female,,,
9,,,National Park,185010433,,0,21,21,0,Female,,,
9,,,National Park,185010434,,0,380,380,0,Female,,,
9,,,Block-R Margzar Colony,185010422,,0,135,135,0,Female,,,
9 Total,,,,,,,0,1776,1776,0,3,3,
10,,,Block-H Margzar Colony,185010469,,210,0,210,3,Male,,,
10,,,Block-H Margzar Colony,185010470,,192,0,192,0,Male,,,
10,,,Block-B Margzar Colony,185010471,,172,0,172,0,Male,,,
10,,,Block-B Margzar Colony,185010495,,49,0,49,0,Male,,,
10,,,Block-C Margzar Colony,185010472,,304,0,304,0,Male,,,
10,,,Block-C Margzar Colony,185010473,,61,0,61,0,Male,,,
10,,,Block-C Margzar Colony,185010496,,6,0,6,0,Male,,,
S.No.,No. and Name of Polling Station,"In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14
10,,,,Block-C Margzar Colony,185010497,,410,0,410,,,0,Male
10 Total,,,,,,,1552,0,1552,3,0,3,
11,"Govt. Degree College for Women MarghzarColony, Lahore (Permanent) (Female)",,,Block-H Margzar Colony,185010469,,0,208,208,0,3,3,Female
11,,,Block-B Margzar Colony,185010471,,0,151,151,0,Female,,,
11,,,Block-B Margzar Colony,185010495,,0,48,48,0,Female,,,
11,,,Block-C Margzar Colony,185010474,,0,194,194,0,Female,,,
11,,,Block-C Margzar Colony,185010497,,0,281,281,0,Female,,,
11,,,Block-H Margzar Colony,185010470,,0,191,191,0,Female,,,
11,,,Block-C Margzar Colony,185010472,,0,225,225,0,Female,,,
11,,,Block-C Margzar Colony,185010473,,0,75,75,0,Female,,,
11,,,Block-C Margzar Colony,185010496,,0,6,6,0,Female,,,
11 Total,,,,,,,0,1379,1379,0,3,3,
12,"Educator Beacon house School System CampusMarghzar Colony, Lahore (Male)",,,Shadiwal,185010410,,821,0,821,3,0,3,Male
12,,,"Mehar Pura /Mustafabad",185010411,,946,0,946,0,Male,,,
12,,,"Mehar Pura /Mustafabad",185010482,,0,0,0,0,Male,,,
12,,,"Mehar Pura /Mustafabad",185010483,,0,0,0,0,Male,,,
12,,,"Mehar Pura /Mustafabad",185010412,,433,0,433,0,Male,,,
12 Total,,,,,,,2200,0,2200,3,0,3,
13,"Educator Beacon house School System CampusMarghzar Colony, Lahore (Female)",,,Shadiwal,185010410,,0,566,566,0,2,2,Female
13,,,"Mehar Pura /Mustafabad",185010411,,0,691,691,0,Female,,,
13,,,"Mehar Pura /Mustafabad",185010482,,0,0,0,0,Female,,,
13,,,"Mehar Pura /Mustafabad",185010483,,0,0,0,0,Female,,,
13,,,"Mehar Pura /Mustafabad",185010412,,0,323,323,0,Female,,,
13 Total,,,,,,,0,1580,1580,0,2,2,
14,,,Alhamad Park,185010413,,140,0,140,3,Male,,,
14,,,Alhamad Park,185010484,,495,0,495,0,Male,,,
S.No.,"No. and Name of Polling StationEducator Beacon house School System CampusMarghzar Colony, Lahore (Male)","In case of ruralarea","In case of urbanarea","S.No. of voters on theelectoral roll in caseelectoral area isbifurcated","MaleVoters","FemaleVoters","TotalVoters","MaleBooths3","FemaleBooths0","TotalBooths",Type,,
"",,"Name ofElectoral Area",Block Code,"Name of ElectoralArea",Block Code,,,,,,,,
