"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",8  Total,,-,-,,,-,0,807,807,0,2,2
"",9,Govt. T.H.Q Hospital Pindi Bhattian,-,-,"Chowk Sarajan,Moh.Lodhran",170060304,,431,370,801,2,1,3
"",,-,-,Moh. Aaqal Wala,170060305,,323,351,674,,,,
9 Total,,-,-,,,-,754,721,1475,2,1,3,
"",10,"Soil Salinity Research Institue Lahore RoadPindi Bhattian",-,-,"Chowk Sarajan,Moh.Bilal Pura",170060202,,384,266,650,2,1,3
"",,,-,-,Ansar Abad,170060205,,449,324,773,,,
"",,,-,-,"Chowk Sarajan,Moh.Bilal Pura",170060206,,34,20,54,,,
"",10  Total,,-,-,,,-,867,610,1477,2,1,3
"",11,"Office of  Assistant Manager (Operation)Gepco Lahore Road Pindi Bhattian",-,-,"Chowk Sarajan, Moh.Sultan Shah",170060203,,666,536,1202,2,1,3
"",11  Total,,-,-,,,-,666,536,1202,2,1,3
"",12,"Office of Deputy Director Live Stock LahoreRoad Pindi Bhattian",-,-,"Chowk Sarajan,Moh.Haydri",170060201,,475,408,883,2,1,3
"",,,-,-,Najaf Town,170060204,,167,125,292,,,
"",12  Total,,-,-,,,-,642,533,1175,2,1,3
"",13,Govt.   Primary School Dulleki (East Side),-,-,"Pindi Bhattian(Urban)",170060406,,74,0,74,2,0,2
"",,,-,-,"Pindi Bhattian(Urban)",170060801,,149,0,149,,,
"",,,-,-,Dulleki,170060802,,196,0,196,,,
"",,,-,-,Dulleki,170060803,,463,0,463,,,
"",,,-,-,"Pindi Bhattian(Urban)",170060804,,54,0,54,,,
"",13  Total,,-,-,,,-,936,0,936,2,0,2
"",14,Govt.  Primary School Dulleki (West Side),-,-,"Pindi Bhattian(Urban)",170060406,,0,63,63,0,2,2
"",,,-,-,"Pindi Bhattian(Urban)",170060801,,0,114,114,,,
"",,,-,-,Dulleki,170060802,,0,184,184,,,
"",,,-,-,Dulleki,170060803,,0,365,365,,,
"",,,-,-,"Pindi Bhattian(Urban)",170060804,,0,20,20,,,
"",14 Total,,-,-,,,-,0,746,746,0,2,2
"",15,"Govt.  Primary School Nawab Pura, PindiBhattian",-,-,Moh. Nawab Pura,170060701,,492,0,492,2,0,2
"",,,-,-,Hamza Town,170060706,,435,0,435,,,
"",15 Total,,-,-,,,-,927,0,927,2,0,2
"",16,"Govt. Girls Primary School Nawab Pura, PindiBhattian",-,-,Moh. Nawab Pura,170060701,,0,420,420,0,2,2
"",,,-,-,Hamza Town,170060706,,0,339,339,,,
"",16  Total,,-,-,,,-,0,759,759,0,2,2
"",17,"Govt.  Primary School Nawab Pura, PindiBhattian",-,-,"Moh.Nawab PuraSharqi",170060702,,386,0,386,2,0,2
"",,,-,-,Moh. Gharib Pura,170060703,,1165,0,1165,,,
"",17 Total,,-,-,,,-,1551,0,1551,2,0,2
"",18,"Govt. Girls Primary School Nawab Pura, PindiBhattian",-,-,"Moh.Nawab PuraSharqi",170060702,,0,304,304,0,2,2
"",,,-,-,Moh. Gharib Pura,170060703,,0,932,932,,,
"",18 Total,,-,-,,,-,0,1236,1236,0,2,2
"",19,"Govt. Islah Modle Primary School  PindiBhattian",-,-,Moh. Zafar Pura,170060704,,298,215,513,2,1,3
"",,,-,-,Hamza Town,170060705,,570,394,964,,,
"",19  Total,,-,-,,,-,868,609,1477,2,1,3
"",20,"Govt.  Primary School No.1 Pindi Bhattian(North Side)",-,-,Moh. Farooq-e-Azam,170060602,,230,219,449,2,1,3
"",,,-,-,Moh. Hussain Abad,170060605,,504,379,883,,,
"",20  Total,,-,-,,,-,734,598,1332,2,1,3
"",,(South Side),-,-,Moh. Farooq-e-Azam,170060603,,197,155,352,,,
"",21  Total,,-,-,,,-,637,523,1160,2,1,3
"",22,"Office of  Assistnat Director Benzeer IncomSport Program Pindi Bhattian",-,-,Moh. Hassan Pura,170060504,,275,0,275,3,0,3
"",,,-,-,Moh. Hassan Pura,170060505,,850,0,850,,,
"",22  Total,,-,-,,,-,1125,0,1125,3,0,3
"",23,"Govt. Vocational Training Institute PindiBhattian",-,-,Moh. Hassan Pura,170060504,,0,207,207,0,2,2
"",,,-,-,Moh. Hassan Pura,170060505,,0,700,700,,,
"",23  Total,,-,-,,,-,0,907,907,0,2,2
"",24,"Govt.  Primary School Hassan Pura PindiBhattian",-,-,Moh. Hassan Pura,170060501,,307,0,307,2,0,2
"",,,-,-,Moh. Hassan Pura,170060503,,325,0,325,,,
"",,,-,-,Moh. Hassan Pura,170060506,,178,0,178,,,
"",24  Total,,-,-,,,-,810,0,810,2,0,2
"",25,"Govt. Girls Primary School Hassan Pura PindiBhattian",-,-,Moh. Hassan Pura,170060501,,0,244,244,0,2,2
"",,,-,-,Moh. Hassan Pura,170060503,,0,238,238,,,
"",,,-,-,Moh. Hassan Pura,170060506,,0,148,148,,,
"",25  Total,,-,-,,,-,0,630,630,0,2,2
"",26,"Govt.  High School No.1 Old Building  PindiBhattian",-,-,Moh. Shoke Shah,170060405,,215,0,215,2,0,2
"",,,-,-,Moh. Hassan Pura,170060502,,323,0,323,,,
"",,,-,-,Moh. Bangle Wala,170060604,,380,0,380,,,
"",26  Total,,-,-,,,-,918,0,918,2,0,2
"",27,"District Public School, Pindi Bhattian",-,-,Moh. Shoke Shah,170060405,,0,151,151,0,2,2
"",,,-,-,Moh. Hassan Pura,170060502,,0,225,225,,,
"",,,-,-,Moh. Bangle Wala,170060604,,0,293,293,,,
"",27  Total,,-,-,,,-,0,669,669,0,2,2
"",28,Govt.  High School No.1 Pindi Bhattian,-,-,Moh. Gharbi Jadeed,170060401,,286,267,553,2,1,3
"",,,-,-,Ali Town Jonubi,170060402,,385,327,712,,,
"",28  Total,,-,-,,,-,671,594,1265,2,1,3
"",29,"Govt. Veterinary  Hospital Hafizabad RoadPindi Bhattian",-,-,Ali Town Shamali,170060403,,372,281,653,2,1,3
"",,,-,-,Ghazi Town,170060404,,291,191,482,,,
"",29  Total,,-,-,,,-,663,472,1135,2,1,3
"",30,"Govt. Boys Primary School Tubewell Colony,Sukheki (East Side)",-,-,Moh. Mosque Bilal,170080101,,300,0,300,2,0,2
"",,,-,-,"Moh. Khan Pura,Moh. Inayat Pura",170080102,,328,0,328,,,
"",,,-,-,"Moh. Khan Pura,Moh. Inayat Pura",170080105,,423,0,423,,,
"",30  Total,,-,-,,,-,1051,0,1051,2,0,2
"",31,"Govt. Boys Primary School Tubewell Colony,Sukheki (West Side)",-,-,Moh. Mosque Bilal,170080101,,0,212,212,0,2,2
"",,,-,-,"Moh. Khan Pura,Moh. Inayat Pura",170080102,,0,269,269,,,
"",,,-,-,"Moh. Khan Pura,Moh. Inayat Pura",170080105,,0,358,358,,,
"",31  Total,,-,-,,,-,0,839,839,0,2,2
"",32,"Govt. Girls Higher Secondary School SukhekiMandi",-,-,Moh. Farooq-e-Azam,170080103,,556,0,556,2,0,2
"",,,-,-,Purani Ghala Mandi,170080104,,388,0,388,,,
"",32  Total,,-,-,,,-,944,0,944,2,0,2
"",33,"Govt. Girls Higher Secondary School Sukheki(Part Primary)",-,-,Moh. Farooq-e-Azam,170080103,,0,507,507,0,2,2
"",,,-,-,Purani Ghala Mandi,170080104,,0,370,370,,,
"",33 Total,,-,-,,,-,0,877,877,0,2,2
"",34,Mandi,-,-,"Moh. Ali Abad, Moh.Karam Din",170080202,,598,0,598,2,0,2
"",34  Total,,-,-,,,-,965,0,965,2,0,2
"",35,"Office of Municipal Committee SukhekiMandi",-,-,Moh. Hassan Town,170080201,,0,282,282,0,2,2
"",,,-,-,"Moh. Ali Abad, Moh.Karam Din",170080202,,0,483,483,,,
"",35  Total,,-,-,,,-,0,765,765,0,2,2
"",36,"Govt. Primary School Nai Mandi SukhekiMandi",-,-,Moh. Karkhana,170080203,,310,0,310,2,0,2
"",,,-,-,Nai Mandi Sukheki,170080204,,729,0,729,,,
"",36  Total,,-,-,,,-,1039,0,1039,2,0,2
"",37,Govt. Girls Primary School Nai Mandi Sukheki,-,-,Moh. Karkhana,170080203,,0,258,258,0,2,2
"",,,-,-,Nai Mandi Sukheki,170080204,,0,521,521,,,
"",37  Total,,-,-,,,-,0,779,779,0,2,2
"",38,"Govt.  Rashid Minhas High School SukhekiMandi",-,-,"Nai Abadi 5 MarlaScheem, CowkiSukheki",170080205,,617,0,617,2,0,2
"",,,-,-,"Nai Abadi 5 MarlaScheem, CowkiSukheki",170080208,,442,0,442,,,
"",38  Total,,-,-,,,-,1059,0,1059,2,0,2
"",39,"Govt.  Rashid Minhas High School SukhekiMandi",-,-,"Nai Abadi 5 MarlaScheem, CowkiSukheki",170080205,,0,424,424,0,2,2
"",,,-,-,"Nai Abadi 5 MarlaScheem, CowkiSukheki",170080208,,0,355,355,,,
"",39  Total,,-,-,,,-,0,779,779,0,2,2
"",40,Govt. Girls Primary School Sukheki Gown,-,-,Sukheki Gown,170080206,,579,428,1007,2,1,3
"",,,-,-,Moh. Dhana,170080207,,107,49,156,,,
"",40  Total,,-,-,,,-,686,477,1163,2,1,3
"",41,"Govt. Elementary School Sukheki Gaon (EastSide)",-,-,Chowki Sukheki,170080504,,655,0,655,3,0,3
"",,,-,-,"Chowki Sukheki,Moh. Malik Pura",170080505,,306,0,306,,,
"",,,-,-,"Chowki Sukheki,Moh. Malik Pura",170080506,,493,0,493,,,
"",41  Total,,-,-,,,-,1454,0,1454,3,0,3
"",42,"Govt.  Elementary School Sukheki Gaon, WestSide",-,-,Chowki Sukheki,170080504,,0,506,506,0,2,2
"",,,-,-,"Chowki Sukheki,Moh. Malik Pura",170080505,,0,236,236,,,
"",,,-,-,"Chowki Sukheki,Moh. Malik Pura",170080506,,0,357,357,,,
"",42  Total,,-,-,,,-,0,1099,1099,0,2,2
"",43,Govt. Primary School Walgan Baran,-,-,"Tibbi Channan,Walgan Paran, ChahMasoo",170080503,,586,416,1002,1,1,2
"",43  Total,,-,-,,,-,586,416,1002,1,1,2
"",44,"Govt. Girls Higher Secondary School SukhekiMandi",-,-,"Moh. Saleem Pura,Moh. Haji Pua",170080501,,433,0,433,2,0,2
"",,,-,-,"Moh. Rehmat Pura,Moh. Bahar Shah",170080502,,573,0,573,,,
"",44  Total,,-,-,,,-,1006,0,1006,2,0,2
"",45,(Part Primary),-,-,"Moh. Rehmat Pura,Moh. Bahar Shah",170080502,,0,463,463,0,2,2
"",45  Total,,-,-,,,-,0,811,811,0,2,2
"",46,Govt. High School Sukheki Mandi (East Side),-,-,"Moh. Sheikhan,Khalid Abad",170080402,,286,240,526,1,1,2
"",,,-,-,Moh. Sajid Pura,170080403,,220,180,400,,,
"",46  Total,,-,-,,,-,506,420,926,1,1,2
"",47,Govt. High School Sukheki Mandi (West Side),-,-,Haji Pura,170080404,,503,0,503,2,0,2
"",,,-,-,Moh. Bahishat Pura,170080406,,184,0,184,,,
"",,,-,-,Haji Pura,170080408,,151,0,151,,,
"",47  Total,,-,-,,,-,838,0,838,2,0,2
"",48,"Govt. High School Sukheki Mandi (SouthSide)",-,-,Haji Pura,170080404,,0,438,438,0,2,2
"",,,-,-,Moh. Bahishat Pura,170080406,,0,165,165,,,
"",,,-,-,Haji Pura,170080408,,0,151,151,,,
"",48  Total,,-,-,,,-,0,754,754,0,2,2
"",49,"Govt. Girls Primary School Haji Pura SukhekiEast Side",-,-,Haji Pura,170080405,,1055,0,1055,3,0,3
"",,,-,-,Haji Pura,170080407,,39,0,39,,,
"",49  Total,,-,-,,,-,1094,0,1094,3,0,3
"",50,"Govt. Girls Primary School Haji Pura SukhekiWest Side",-,-,Haji Pura,170080405,,0,876,876,0,2,2
"",,,-,-,Haji Pura,170080407,,0,32,32,,,
"",50  Total,,-,-,,,-,0,908,908,0,2,2
"",51,"Govt. Girls Primary School Tubewell Colony,Sukheki East Side",-,-,Moh. Islam Pura,170080304,,583,0,583,2,0,2
"",,,-,-,"Nehal Kot,Moh.Islam Pura",170080401,,405,0,405,,,
"",51  Total,,-,-,,,-,988,0,988,2,0,2
"",52,"Govt. Girls Primary School Tubewell Colony,Sukheki West Side",-,-,Moh. Islam Pura,170080304,,0,469,469,0,2,2
"",,,-,-,"Nehal Kot,Moh.Islam Pura",170080401,,0,358,358,,,
"",52  Total,,-,-,,,-,0,827,827,0,2,2
"",53,"Govt. Girls Degree College Sukheki Mandi(East Side)",-,-,Moh. Islam Pura,170080302,,508,395,903,2,1,3
"",,,-,-,Moh. Islam Pura,170080303,,240,191,431,,,
"",53  Total,,-,-,,,-,748,586,1334,2,1,3
"",54,"Govt. Girls Degree College Sukheki Mandi(West Side)",-,-,Moh. Dare Rehmat,170080301,,601,417,1018,1,1,2
"",54  Total,,-,-,,,-,601,417,1018,1,1,2
"",55,Govt. High School Nothain.,Nothain,170040801,-,-,,200,133,333,2,1,3
"",,,Nothain,170040802,-,-,,443,285,728,,,
"",,,Nothain,170040803,-,-,,278,223,501,,,
"",55  Total,,,,-,-,-,921,641,1562,2,1,3
"",56,"Govt. Boys Primary School Chontra, Nothain",Nothain,170040804,-,-,,141,115,256,2,1,3
"",,,Nothain,170040805,-,-,,568,419,987,,,
"",56  Total,,,,-,-,-,709,534,1243,2,1,3
"",57,"Govt. Girls Primary School Chontra, Nothain",Nothain,170040806,-,-,,285,173,458,1,1,2
"",,,Nothain,170040807,-,-,,121,127,248,,,
"",57  Total,,,,-,-,-,406,300,706,1,1,2
"",58,"Govt. Model Primary School Manjwan (GirlsCampus)",Dohatta Khurd,170050401,-,-,,120,66,186,1,1,2
"",,,Dohatta Khurd,170050402,-,-,,31,20,51,,,
"",,,Manjwan,170050403,-,-,,93,47,140,,,
"",,,Manjwan,170050404,-,-,,362,270,632,,,
"",58  Total,,,,-,-,-,606,403,1009,1,1,2
"",59  Total,,,,-,-,-,1098,0,1098,2,0,2
"",60,"Govt. Boys Elementary School DohattaAzmat, West Side",Dohatta Azmat,170050405,-,-,,0,842,842,0,2,2
"",60  Total,,,,-,-,-,0,842,842,0,2,2
"",61,Govt. Girls Elementary School Dohatta Azmat,Dohatta Azmat,170050406,-,-,,556,401,957,2,1,3
"",,,Qila Punjab Singh,170050607,-,-,,174,117,291,,,
"",61  Total,,,,-,-,-,730,518,1248,2,1,3
"",62,Govt. Girls Secondary School Kot Sarwar,Kot Sarwar,170040901,-,-,,370,0,370,3,0,3
"",,,Kot Sarwar,170040902,-,-,,476,0,476,,,
"",,,Kot Sarwar,170040903,-,-,,292,0,292,,,
"",,,Kot Sarwar,170040904,-,-,,182,0,182,,,
"",62  Total,,,,-,-,-,1320,0,1320,3,0,3
"",63,"Govt. Girls Secondary School Kot Sarwar PartElementary",Kot Sarwar,170040901,-,-,,0,254,254,0,2,2
"",,,Kot Sarwar,170040902,-,-,,0,380,380,,,
"",,,Kot Sarwar,170040903,-,-,,0,219,219,,,
"",,,Kot Sarwar,170040904,-,-,,0,118,118,,,
"",63  Total,,,,-,-,-,0,971,971,0,2,2
"",64,Govt. Primary School Deelay Wali Kot Sarwar,Kot Sarwar,170040905,-,-,,442,0,442,2,0,2
"",,,Kot Sarwar,170040906,-,-,,526,0,526,,,
"",64  Total,,,,-,-,-,968,0,968,2,0,2
"",65,Govt. Primary School Kot Sarwar,Kot Sarwar,170040905,-,-,,0,346,346,0,2,2
"",,,Kot Sarwar,170040906,-,-,,0,396,396,,,
"",65  Total,,,,-,-,-,0,742,742,0,2,2
"",66,"Govt. Elementary School Moowan Bhattian,Kot Sarwar",Kot Sarwar,170040907,-,-,,471,0,471,2,0,2
"",,,Kot Sarwar,170040908,-,-,,562,0,562,,,
"",66  Total,,,,-,-,-,1033,0,1033,2,0,2
"",67,"Govt.Elementary School Moowan Bhattian,Kot Sarwar",Kot Sarwar,170040907,-,-,,0,315,315,0,2,2
"",,,Kot Sarwar,170040908,-,-,,0,425,425,,,
"",67  Total,,,,-,-,-,0,740,740,0,2,2
"",68,"Govt. Girls  Primary School MoowanBhattian, Kot Sarwar",Kot Sarwar,170040909,-,-,,671,444,1115,1,1,2
"",68  Total,,,,-,-,-,671,444,1115,1,1,2
"",69,"Govt. Primary School Hardo Ratta,",Hardo Ratta,170050601,-,-,,325,0,325,2,0,2
"",,,Hardo Ratta,170050602,-,-,,608,0,608,,,
"",,,Rakh Jangla,170050604,-,-,,20,0,20,,,
"",69  Total,,,,-,-,-,953,0,953,2,0,2
"",70,Govt. Primary School Hardo Ratta,Hardo Ratta,170050601,-,-,,0,223,223,0,2,2
"",,,Hardo Ratta,170050602,-,-,,0,419,419,,,
"",,,Rakh Jangla,170050604,-,-,,0,15,15,,,
"",70  Total,,,,-,-,-,0,657,657,0,2,2
"",71,Govt. Primary School Khatrani,Burj Sarishta,170040505,-,-,,202,150,352,1,1,2
"",,,Khatrani,170050603,-,-,,269,227,496,,,
"",,,Kot Meeran,170050606,-,-,,175,107,282,,,
"",71  Total,,,,-,-,-,646,484,1130,1,1,2
"",72,Govt.  Elementary School  Tawalay Wali,Tawalay Wali,170040601,-,-,,656,0,656,3,0,3
"",,,Tawalay Wali,170040602,-,-,,466,0,466,,,
"",72 Total,,,,-,-,-,1122,0,1122,3,0,3
"",73,Govt. Girls Primary School Tawelay Wali,Tawelay Wali,170040601,-,-,,0,514,514,0,2,2
"",,,Tawelay Wali,170040602,-,-,,0,377,377,,,
"",73  Total,,,,-,-,-,0,891,891,0,2,2
"",74,Govt. Model Primary School Jandraka,Jandraka,170040101,-,-,,811,591,1402,2,1,3
"",74  Total,,,,-,-,-,811,591,1402,2,1,3
Mochi Wala,170040102,-,-,,341,202,543,,,,,,
"",,,Gadgor,170040104,-,-,,160,88,248,,,
"",75  Total,,,,-,-,-,880,562,1442,2,1,3
"",76,Govt. Girls  Primary School Dubar,Dubar,170040105,-,-,,747,564,1311,2,1,3
"",76  Total,,,,-,-,-,747,564,1311,2,1,3
"",77,"Govt.  Boys Primary School Nawan ManekaKalan",Nawan Maneka,170040506,-,-,,607,0,607,2,0,2
"",,,Nawan Maneka,170040507,-,-,,331,0,331,,,
"",77  Total,,,,-,-,-,938,0,938,2,0,2
"",78,"Govt.  Boys Primary School Nawan ManekaKalan",Nawan Maneka,170040506,-,-,,0,502,502,0,2,2
"",,,Nawan Maneka,170040507,-,-,,0,267,267,,,
"",78  Total,,,,-,-,-,0,769,769,0,2,2
"",79,Govt. Model Primary School Kanwanwali,Par Naseeba,170040203,-,-,,330,232,562,2,1,3
"",,,Kanwanwali,170040508,-,-,,348,281,629,,,
"",,,Kanwanwali,170040509,-,-,,227,155,382,,,
"",79  Total,,,,-,-,-,905,668,1573,2,1,3
"",80,Govt.  Primary School Par Lakhan,Par Masoo,170040201,-,-,,383,229,612,2,1,3
"",,,Par Lakhan,170040205,-,-,,463,290,753,,,
"",80  Total,,,,-,-,-,846,519,1365,2,1,3
"",81,"Govt.  Primary School Thatha Gahra (EastSide)",Thatha Gahra,170050801,-,-,,630,0,630,3,0,3
"",,,Thatha Gahra,170050802,-,-,,378,0,378,,,
"",,,Thatha Gahra,170050803,-,-,,423,0,423,,,
"",81  Total,,,,-,-,-,1431,0,1431,3,0,3
"",82,"Govt.  Primary School Thatha Gahra (WestSide)",Thatha Gahra,170050801,-,-,,0,577,577,0,2,2
"",,,Thatha Gahra,170050802,-,-,,0,230,230,,,
"",,,Thatha Gahra,170050803,-,-,,0,280,280,,,
"",82  Total,,,,-,-,-,0,1087,1087,0,2,2
"",83,Govt. Girls Primary School Waleki,Husseki Sani,170050807,-,-,,259,187,446,2,1,3
"",,,Waleki,170050904,-,-,,388,299,687,,,
"",83 Total,,,,-,-,-,647,486,1133,2,1,3
"",84,Govt. Boys Primary School Thatha Gajju,Thatha Gajju,170051004,-,-,,347,306,653,2,1,3
"",,,Thatha Gajju,170051005,-,-,,363,284,647,,,
"",84  Total,,,,-,-,-,710,590,1300,2,1,3
"",85,Govt. Primary School Peer Kamal,Peer Kamal,170050901,-,-,,348,294,642,1,1,2
"",,,Beemanwala,170050902,-,-,,232,179,411,,,
"",,,Thatha Noor Shah,170050903,-,-,,216,202,418,,,
"",85  Total,,,,-,-,-,796,675,1471,1,1,2
"",86,Govt. Secondary School Sakhi,Sakhi,170051001,-,-,,332,0,332,2,0,2
"",,,Sakhi,170051002,-,-,,449,0,449,,,
"",,,Sakhi,170051003,-,-,,246,0,246,,,
"",86  Total,,,,-,-,-,1027,0,1027,2,0,2
"",87,Govt. Girls Primary School Sakhi,Sakhi,170051001,-,-,,0,251,251,0,2,2
"",,,Sakhi,170051002,-,-,,0,328,328,,,
"",,,Sakhi,170051003,-,-,,0,170,170,,,
"",87  Total,,,,-,-,-,0,749,749,0,2,2
"",88,Govt. Boys Elementary School Matteki,Matteki,170050501,-,-,,384,0,384,3,0,3
"",,,Matteki,170050502,-,-,,613,0,613,,,
"",,,Matteki,170050503,-,-,,317,0,317,,,
"",88  Total,,,,-,-,-,1314,0,1314,3,0,3
"",89,Govt. Girls Elementary School Matteki,Matteki,170050501,-,-,,0,258,258,0,2,2
"",,,Matteki,170050502,-,-,,0,451,451,,,
"",,,Matteki,170050503,-,-,,0,221,221,,,
"",89  Total,,,,-,-,-,0,930,930,0,2,2
"",90,Govt. Model Primary School Sanbhal,Sanbhal,170050504,-,-,,571,488,1059,2,1,3
Sanbhal,170050505,-,-,,118,91,209,,,,,,
"",91,Govt. Elementary School Khiday,Khiday,170050804,-,-,,413,330,743,2,1,3
"",,,Khiday,170050805,-,-,,276,186,462,,,
"",91  Total,,,,-,-,-,689,516,1205,2,1,3
"",92,Govt. Girls Elementary School Mughoke,Mughoke,170050307,-,-,,390,275,665,2,1,3
"",,,Mughoke,170050308,-,-,,268,193,461,,,
"",92  Total,,,,-,-,-,658,468,1126,2,1,3
"",93,Govt. Boys Primary School Patli Kharal,Hazari,170050701,-,-,,453,295,748,2,1,3
"",,,Patli Kharal,170050806,-,-,,218,157,375,,,
"",93 Total,,,,-,-,-,671,452,1123,2,1,3
"",94,Govt. Boys Elementary School Kot Khushal,Seyed Wala,170050702,-,-,,311,206,517,2,2,4
"",,,People Wala,170050703,-,-,,55,35,90,,,
"",,,Kot Khushal,170050704,-,-,,476,406,882,,,
"",94  Total,,,,-,-,-,842,647,1489,2,2,4
"",95,Govt. Boys Primary School Widror,Jangla,170050605,-,-,,264,143,407,2,1,3
"",,,Widror,170050608,-,-,,424,328,752,,,
"",95 Total,,,,-,-,-,688,471,1159,2,1,3
"",96,Govt. High School Kassisay,Kassisay,170050101,-,-,,335,0,335,2,0,2
"",,,Kassisay,170050102,-,-,,611,0,611,,,
"",96  Total,,,,-,-,-,946,0,946,2,0,2
"",97,Govt. Boys High School Kassisay,Kassisay,170050103,-,-,,620,0,620,2,0,2
"",,,Kassisay,170050107,-,-,,191,0,191,,,
"",97  Total,,,,-,-,-,811,0,811,2,0,2
"",98,Govt. Girls Elementary School Kassisay,Kassisay,170050101,-,-,,0,192,192,0,2,2
"",,,Kassisay,170050102,-,-,,0,460,460,,,
"",,,Kassisay,170050103,-,-,,0,480,480,,,
"",,,Kassisay,170050107,-,-,,0,180,180,,,
"",98  Total,,,,-,-,-,0,1312,1312,0,2,2
"",99,"Govt. Elementary School Thatha Jahid AmeerWala","Thatha Jahid AmeerWala",170050105,-,-,,580,461,1041,1,1,2
"",99 Total,,,,-,-,-,580,461,1041,1,1,2
"",100,"Govt. Girls Primary School Thatha JahidAmeer Wala","Thatha Jahid AmeerWala",170050106,-,-,,550,414,964,1,1,2
"",100  Total,,,,-,-,-,550,414,964,1,1,2
"",101,Govt. Boys Primary School Garhi Wahab,Garhi Wahab,170030904,-,-,,555,0,555,3,0,3
"",,,Garhi Wahab,170030905,-,-,,385,0,385,,,
"",,,Khichi Lalaira,170030906,-,-,,339,0,339,,,
"",101  Total,,,,-,-,-,1279,0,1279,3,0,3
"",102,"Govt. Girls Model Primary School GarhiWahab",Garhi Wahab,170030904,-,-,,0,382,382,0,2,2
"",,,Garhi Wahab,170030905,-,-,,0,319,319,,,
"",,,Khichi Lalaira,170030906,-,-,,0,230,230,,,
"",102  Total,,,,-,-,-,0,931,931,0,2,2
"",103,Govt. Primary School Atlay Rehman,Harsa Atla,170040501,-,-,,576,0,576,3,0,3
"",,,Harsa Atla,170040502,-,-,,3,0,3,,,
"",,,Harsa Atla,170040503,-,-,,103,0,103,,,
"",,,Harsa Atla,170040504,-,-,,506,0,506,,,
"",103  Total,,,,-,-,-,1188,0,1188,3,0,3
"",104,Govt. Girls Primary School Atlay Rehman,Harsa Atla,170040501,-,-,,0,418,418,0,2,2
"",,,Harsa Atla,170040502,-,-,,0,1,1,,,
"",,,Harsa Atla,170040503,-,-,,0,48,48,,,
"",,,Harsa Atla,170040504,-,-,,0,320,320,,,
"",104 Total,,,,-,-,-,0,787,787,0,2,2
Channi Qasim,170040402,-,-,,201,176,377,,,,,,
"",,,"Rakh ThathaMukhtar",170040404,-,-,,64,47,111,,,
"",105  Total,,,,-,-,-,440,366,806,1,1,2
"",106,Govt.  Elementary School  Bhobhra,Bhobhra,170040701,-,-,,695,0,695,2,0,2
"",,,Bhobhra,170040702,-,-,,124,0,124,,,
"",,,Bhobhra,170040703,-,-,,198,0,198,,,
"",106  Total,,,,-,-,-,1017,0,1017,2,0,2
"",107,Govt.  Elementary School  Bhobhra,Bhobhra,170040701,-,-,,0,479,479,0,2,2
"",,,Bhobhra,170040702,-,-,,0,88,88,,,
"",,,Bhobhra,170040703,-,-,,0,127,127,,,
"",107  Total,,,,-,-,-,0,694,694,0,2,2
"",108,Govt. Girls  Elementary School Rah Bhobhra,Bhobhra,170040704,-,-,,228,165,393,2,1,3
"",,,Bhobhra,170040705,-,-,,135,100,235,,,
"",,,Bhobhra,170040706,-,-,,392,308,700,,,
"",108  Total,,,,-,-,-,755,573,1328,2,1,3
"",109,Govt. Girls Primary School Mona Maneka,Mona Maneka,170040401,-,-,,570,459,1029,1,1,2
"",109  Total,,,,-,-,-,570,459,1029,1,1,2
"",110,Govt. Boys Elementary School Ambaltas,Rakh Chah Khiali,170040707,-,-,,0,0,0,1,1,2
"",,,Ambaltas,170040708,-,-,,355,301,656,,,
"",110 Total,,,,-,-,-,355,301,656,1,1,2
"",111,Govt. Primary School Par Ahmed,Par Ahmed,170040202,-,-,,533,380,913,1,1,2
"",111  Total,,,,-,-,-,533,380,913,1,1,2
"",112,Govt. Primary School Thatha Sabat Shah,Thatha Sabat Shah,170030704,-,-,,423,266,689,1,1,2
"",,,Par Ghusroo,170040204,-,-,,304,193,497,,,
"",112  Total,,,,-,-,-,727,459,1186,1,1,2
"",113,Govt. Boys  Primary School Puraneki,Puraneki,170040304,-,-,,304,217,521,2,1,3
"",,,Puraneki,170040305,-,-,,563,367,930,,,
"",113  Total,,,,-,-,-,867,584,1451,2,1,3
"",114,Govt. High School Janduke,Janduke,170040301,-,-,,510,0,510,2,0,2
"",,,Janduke,170040302,-,-,,299,0,299,,,
"",,,Janduke,170040303,-,-,,270,0,270,,,
"",114  Total,,,,-,-,-,1079,0,1079,2,0,2
"",115,Govt. Girls High School Janduke,Janduke,170040301,-,-,,0,377,377,0,2,2
"",,,Janduke,170040302,-,-,,0,237,237,,,
"",,,Janduke,170040303,-,-,,0,218,218,,,
"",115  Total,,,,-,-,-,0,832,832,0,2,2
"",116,Govt. Boys Elementary School Wijhwan,Wijhwan,170040309,-,-,,301,236,537,2,1,3
"",,,Wijhwan,170040310,-,-,,589,497,1086,,,
"",116  Total,,,,-,-,-,890,733,1623,2,1,3
"",117,Govt. Boys High School Mirza Bhangsinka,Mirza Bhangsinka,170031001,-,-,,215,0,215,2,0,2
"",,,Mirza Bhangsinka,170031002,-,-,,162,0,162,,,
"",,,Mirza Bhangsinka,170031003,-,-,,192,0,192,,,
"",,,Mirza Bhangsinka,170031004,-,-,,357,0,357,,,
