"Polling Station Serial No",Polling Station Name,Electoral Area,Block Code,Male Voters,"Female Voters","Total Voters","Male Booths","Female Booths","Total Booths","Polling Station Type"
""
"",,Chak No-6/8.A.R.,222051207,0,380,380,,,,
"",,Chak No-6/8.A.R.,222051208,0,119,119,,,,
"",,Chak No-6/8.A.R.,222051209,0,1,1,,,,
156,"Govt.Boys MiddleSchool 7/8-A-R",Chak No7/8-AR,222051101,283,0,283,4,0,4,Male
Chak No7/8-AR,222051102,234,0,234,,,,,,
Chak No7/8-AR,222051103,24,0,24,,,,,,
Chak No7/8-AR,222051104,413,0,413,,,,,,
Chak No7/8-AR,222051105,599,0,599,,,,,,
Chak No7/8-AR,222051106,257,0,257,,,,,,
157,"Govt.Girls MiddleSchool 7/8-A-R",Chak No7/8-AR,222051102,0,156,156,0,4,4,Female
"",,Chak No7/8-AR,222051103,0,14,14,,,,
"",,Chak No7/8-AR,222051104,0,318,318,,,,
"",,Chak No7/8-AR,222051105,0,436,436,,,,
"",,Chak No7/8-AR,222051106,0,176,176,,,,
158,"Govt Boys PrimarySchool 9/8-Ar (IstPortion)",Chak No-8/9/8-AR,222051107,499,397,896,2,1,3,Combined
"",,Chak No-8/9/8-AR,222051108,300,245,545,,,,
159,"Govt Boys PrimarySchool 9/8-Ar (IstPortion)",Chak No8/9/8-AR,222051109,522,476,998,1,1,2,Combined
Chak No8/9/8-AR,222051110,522,476,998,,,,,,
"",School 16/8.R,Chak No-16/8-R,222051402,392,275,667,,,,
161,"Govt Boys PrimarySchool 8/8-R",Chak No.8/8-R,222051404,686,470,1156,2,2,4,Combined
"",,Bora Koutla,222051303,234,134,368,,,,
162,"Govt Boys PrimarySchool  1/8.AR",Jaisa Kalra,222051304,120,48,168,1,1,2,Combined
"",,Chak No9/8-R,222051305,306,212,518,,,,
163,"Govt Boys PrimarySchool  1/8.AR",Chak No.1/8-A-R,222051403,397,258,655,1,1,2,Combined
164,"Govt Boys High School17/8_R",Chak No17/8-R,222051301,499,423,922,2,1,3,Combined
Chak No17/8-R,222051302,231,154,385,,,,,,
Baghdad Sharif,222051803,286,0,286,,,,,,
165,"Govt Boys PrimarySchool  Baghdad Sharif",Baghdad Sharif,222051804,313,0,313,3,0,3,Male
"",,Baghdad Sharif,222051805,560,0,560,,,,
"",,Baghdad Sharif,222051810,560,0,560,,,,
166,"Govt Girls PrimarySchool Baghdad Sharif",Baghdad Sharif,222051803,0,184,184,0,2,2,Female
Baghdad Sharif,222051809,0,184,184,,,,,,
Baghdad Sharif,222051804,0,211,211,,,,,,
Baghdad Sharif,222051805,0,412,412,,,,,,
Baghdad Sharif,222051810,0,412,412,,,,,,
Jungle Bosi Pindee,222051903,483,285,768,,,,,,
168,"Govt Boys High SchoolBhusi Pindi",Jungle Bosi Pindee,222051905,325,191,516,1,1,2,Combined
"",,Ladhee,222051906,244,173,417,,,,
169,"Govt Boys PrimarySchool  9-A/8-R",Chak No-9-A/8-R,222051901,342,261,603,2,1,3,Combined
"",,Chak No-9-/8-R,222051902,534,359,893,,,,
170,"Govt Boys High School,9-B/8-R",Chak No-9-B/8-R,222051911,587,414,1001,2,1,3,Combined
"",,Chak No-9-B/8-R,222051912,274,195,469,,,,
171,"Govt Boys PrimarySchool  Basti Dangra",Dangra,222051909,223,139,362,1,1,2,Combined
Dangra,222051910,332,204,536,,,,,,
Dangra,222051907,327,231,558,,,,,,
173,"Govt.Girls DegreeCollage Tulamba RoadMian Chanuu (IstPortion)",Ali Town,222060302,380,0,380,2,0,2,Male
"",,Shamali  Basti -D.S.P.,222060303,472,0,472,,,,
"",,D.S.P.,222060304,254,0,254,,,,
174,"Govt. Middle CentreSchool  Main ChanuuMiddle Block","Faisal Town /ManChock",222060401,369,0,369,2,0,2,Male
"Fasial .Town .ChokLoharan",222060402,468,0,468,,,,,,
"Fasial .Town AmeenTown",222060403,362,0,362,,,,,,
Ali Town,222060302,0,317,317,,,,,,
Shamali Basti -D.S.P.,222060303,0,369,369,,,,,,
D.S.P.,222060304,0,250,250,,,,,,
176,"Govt.Girls MiddleCentre  SchoolMianchannu MiddlePortion",Abdullah Town,222060301,0,385,385,0,4,4,Female
"",,Farooq Ghang,222060501,0,460,460,,,,
"",,Fazal Colony,222060502,0,529,529,,,,
"",,Fazal Colony,222060506,0,529,529,,,,
177,"Govt.M.C BoysPriamry School MianChanuu( )","Faisal Town ChockLoharala",222060402,0,404,404,0,4,4,Female
"Faisal Town AmeeenTown",222060403,0,347,347,,,,,,
Fasil Town Mane Chock,222060404,0,391,391,,,,,,
"Fasil Town GhagargaGar",222060405,0,284,284,,,,,,
"Faisal Town  ManeChock",222060404,422,0,422,,,,,,
178,"School East BlockMianchannu",Fazal Colony,222060506,588,0,588,4,0,4,Male
"",,"Fasial Town GhagargaGar",222060405,289,0,289,,,,
"",,Faqoor Gang,222060501,567,0,567,,,,
179,"Govt Girls High  SchoolEast BlockMianchannu","Hassnain Town JavedTown",222060505,0,251,251,0,2,2,Female
"",,Ilam din Colony,222060601,0,276,276,,,,
"",,Mushtaq Colony,222060602,0,420,420,,,,
180,"Govt. Boys No 4Middle SchoolMianchnnu","Hasnan Town JavedTown",222060505,290,0,290,2,0,2,Male
Iam Din Colony,222060601,309,0,309,,,,,,
Mustaq Colony,222060602,442,0,442,,,,,,
181,"Govt.Boys Model HighSchool Main BuildingMian chanuu",Hassnain Abad,222060504,354,0,354,2,0,2,Male
"",,"Kachi Abady T.M.A.Model Girls BoysSchool",222070104,276,0,276,,,,
182,"Govt Girls MC CentreMiddle SchoolMianchannu",Mehboob Colony,222060503,0,363,363,0,2,2,Female
"",,Hassnain Abad,222060504,0,318,318,,,,
"",,"Kachi Abady T.M.A.Model Girls BoysSchool",222070104,0,206,206,,,,
183,"Govt.M.C BoysPrimary School LatifGarden (Sadiq Colony)Mianchannu","Bora road Shamas PuraAbak Road",222070101,616,0,616,4,0,4,Male
"Mohala Shamas PuraAllah datta Collony",222070102,498,0,498,,,,,,
Sadiq Colony,222070103,587,0,587,,,,,,
Sadiq Colony,222070105,587,0,587,,,,,,
184,"Govt Girls PrimarySchool 125/15-L BaghWali   (Bura Road)","Mohala Shamas PuraAllah datta Collony",222070102,0,429,429,0,4,4,Female
"",,Sadiq Colony,222070103,0,467,467,,,,
"",,Sadiq Colony,222070105,0,467,467,,,,
185,"Govt Mueen -ul- IslamHigh SchoolMianchnnu",Mohala Islamabad,222070201,500,0,500,3,0,3,Male
"",,Eid Gah,222070203,318,0,318,,,,
"",,Eid Gah Mueen-ul-Islam,222070204,374,0,374,,,,
186,"Govt Mueen -ul- IslamHigh SchoolMianchnnu",Madina Town,222070202,937,0,937,3,0,3,Male
Madina Town,222070206,937,0,937,,,,,,
Madina Town,222070202,0,752,752,,,,,,
188,"Govt M.C Girls MiddleSchool Railway ColonyMianchannu",Mohala Islamabad,222070201,0,447,447,0,2,2,Female
"",,Eid Gah,222070203,0,276,276,,,,
"",,Eid Gah Mueen-ul-Islam,222070204,0,287,287,,,,
189,"Govt Mueen -ul- IslamHigh SchoolMianchnnu ScienceBlock",Itefaq Town,222070205,295,0,295,3,0,3,Male
Khursheed Town,222070301,250,0,250,,,,,,
"M.C.School , 5",222070302,396,0,396,,,,,,
Mohallah Rahmina 0/2,222070303,270,0,270,,,,,,
Mohallah Rehmania 3/4,222070304,382,0,382,,,,,,
"Ralway Phattik Maharabad Kachi Abady",222070305,522,0,522,,,,,,
"",,Mohallah Rahmina  5/6,222070401,632,0,632,,,,
"",,Mohallah Rahmina  7/8,222070402,449,0,449,,,,
191,"Govt Mueen -ul- IslamHigh SchoolMianchnnu MainBridge",Itefaq Town,222070205,0,262,262,0,3,3,Female
Khursheed Town,222070301,0,204,204,,,,,,
"M.C.School , 5",222070302,0,322,322,,,,,,
Mohallah Rahmina 0/2,222070303,0,205,205,,,,,,
Mohallah Rehmania 3/4,222070304,0,301,301,,,,,,
"Ralway Phattik Maharabad Kachi Abady",222070305,0,427,427,,,,,,
"Ralway Phattik Maharabad Kachi Abady",222070306,0,427,427,,,,,,
193,"Govt.MC Girls MiddleSchool Eid Gah MiddlePortion  Mianchannu",Mohallah Rahmina  7/8,222070402,0,356,356,0,2,2,Female
194,"Office of theGovt.Food GreenBodla Road MainChanuu","Mohallah Rehmania9/10",222070403,488,0,488,4,0,4,Male
"",,"Mohallah Rehmania11/13",222070404,347,0,347,,,,
"",,"Moti Plaza L,Mindi",222070504,665,0,665,,,,
"",,Narsry Ghani Colony,222070505,413,0,413,,,,
195,"Govt.M.C PrimarySchool-5 Chup ShahBodla Road MianChanuu","Mohallah Rehmania9/10",222070403,0,425,425,0,3,3,Female
"Mohallah Rehmania11/13",222070404,0,265,265,,,,,,
"Moti Plaza L,Mindi",222070504,0,574,574,,,,,,
Narsry Ghani Colony,222070505,0,327,327,,,,,,
197,"Govt.M.C. GirlsPrimary School SaudAbad New PortionNo.1",Khri Sultan Colony,222060101,580,0,580,4,0,4,Male
"",,Sauda Abad,222060102,874,0,874,,,,
"",,Sauda Abad,222060106,874,0,874,,,,
"",,Basti Mussan,222060103,429,0,429,,,,
"",,Fateh Din Colony,222060104,629,0,629,,,,
"",,Fateh Din Colony,222060107,629,0,629,,,,
198,"Govt.M.C. BoysPrimary School SaudAbad Old Portion No.2",Khri Sultan Colony,222060101,0,453,453,0,2,2,Female
Sauda Abad,222060102,0,725,725,,,,,,
Sauda Abad,222060106,0,725,725,,,,,,
199,"Govt.M.C. BoysPrimary School SaudAbad Old Portion No.2",Fateh Din Colony,222060104,0,531,531,0,2,2,Female
"",,Fateh Din Colony,222060107,0,531,531,,,,
200,"Govt.Girls High SchoolSaud Abad NewBuilding",Fakar Town F.Colony,222060105,1221,0,1221,4,0,4,Male
"",,Fakar Town F.Colony,222060108,1221,0,1221,,,,
201,"Govt.Girls High SchoolSaud Abad NewBuilding 131c",Junaih Town C. Park,222060203,916,0,916,3,0,3,Male
Junaih Town C. Park,222060209,916,0,916,,,,,,
Junaih Town C. Park,222060210,916,0,916,,,,,,
Juttla Town,222060201,579,0,579,,,,,,
Juttla Town,222060207,579,0,579,,,,,,
"",,Junaih Town,222060208,822,0,822,,,,
203,"Govt.Girls High SchoolSaud Abad (OldBuilding)",Juttla Town,222060201,0,453,453,0,2,2,Female
"",,Juttla Town,222060207,0,453,453,,,,
"",,Junaih Town,222060202,0,714,714,,,,
"",,Junaih Town,222060208,0,714,714,,,,
204,"Govt.Girls High SchoolSaud Abad (OldBuilding)",Fakar Town F.Colony,222060105,0,986,986,0,3,3,Female
Fakar Town F.Colony,222060108,0,986,986,,,,,,
Junaih Town C. Park,222060203,0,788,788,,,,,,
Junaih Town C. Park,222060209,0,788,788,,,,,,
206,"Govt.Muslim UnionHigh School EastPortion Main Chnuu.","Sami Road BothaBulding Block.11,12,13",222070501,0,680,680,0,4,4,Female
"",,NavabColony,222070502,0,571,571,,,,
"",,"Jamal Chock C.ColonyBlock,13",222070503,0,329,329,,,,
"",,Sabzee Mindi KB.W,222070506,0,489,489,,,,
207,"Office of the DeputyDistrict Educationofficer (Women)",NavabColony,222070502,608,0,608,4,0,4,Male
Jamal Chock C.Colony,222070503,378,0,378,,,,,,
Sami Road,222070501,825,0,825,,,,,,
Alahi Buksh Colony,222060204,446,0,446,,,,,,
Alahi Buksh Colony,222060211,446,0,446,,,,,,
"",Mianchannu,Basmiallah Town,222060212,411,0,411,,,,
"",,Taj Town,222060206,244,0,244,,,,
"",,Abdullah Town,222060301,468,0,468,,,,
209,"Govt Boys DegreeeCollage East PortionMianchannu",Gariba abad Faiz Abad,222060603,447,0,447,2,0,2,Male
"",,Milad Chock,222060604,366,0,366,,,,
210,"Govt Boys DegreeeCollage West   PortionMianchannu","Muslam Leage HouseAlfla Bank",222070601,596,0,596,4,0,4,Male
"Nastar Road LiquatRoad  G.T.Road",222070602,551,0,551,,,,,,
"Markazi Jama M.PostBazar",222070603,392,0,392,,,,,,
"Muslam Leage HouseAlfla Bank",222070601,0,481,481,,,,,,
"",,"Markazi Jama M.PostBazar",222070603,0,349,349,,,,
212,"Gove M.C.MiddleSchool No.4,MiddleBlock,Mianchannu",Gariba abad Faiz Abad,222060603,0,418,418,0,2,2,Female
"",,Milad Chock,222060604,0,342,342,,,,
213,"Govt.Muslim Unionhigh School (WestPortion)",Alhi Buksh Colony,222060204,0,404,404,0,2,2,Female
Alhi Buksh Colony,222060211,0,404,404,,,,,,
Bismila Town,222060205,0,342,342,,,,,,
Bismila Town,222060212,0,342,342,,,,,,
Taj Town,222060206,0,212,212,,,,,,
Chak No112/15-L,222020417,423,299,722,,,,,,
214,"Govt Boys PrimarySchool  112 /15-L",Chak No112/15-L,222020425,423,299,722,2,1,3,Combined
"",,Chak No112/15-L,222020426,423,299,722,,,,
"",,Chak No112/15-L,222020418,116,72,188,,,,
"",,Chak No112/15-L,222020419,65,42,107,,,,
"",,Chak No112/15-L,222020420,70,40,110,,,,
215,"Govt Boys PrimarySchool  112 /15-L",Chak No112/15-L,222020416,669,540,1209,1,1,2,Combined
216,"Govt.Girls High SchoolAnwar Colony NearBahu Mils 125/15-L",Chak No.125/15-L,222020403,506,380,886,1,1,2,Combined
217,"Govt.Girls High SchoolAnwar Colony NearBahu Mils 125/15-L",Chak No.125/15-L,222020401,579,458,1037,1,1,2,Combined
Chak No.125/15-L,222020402,579,458,1037,,,,,,
"",portion),Chak No.125/15-L,222020421,790,0,790,,,,
219,"Govt Boys High School125 /15-L (westportion)",Chak No.125/15-L,222020405,903,0,903,3,0,3,Male
"",,Chak No.125/15-L,222020406,903,0,903,,,,
220,"Govt Girls High School125 /15-L (HighPortion)",Chak No.125/15-L,222020404,0,643,643,0,4,4,Female
"",,Chak No.125/15-L,222020421,0,643,643,,,,
"",,Chak No.125/15-L,222020405,0,721,721,,,,
"",,Chak No.125/15-L,222020406,0,721,721,,,,
221,"Govt Boys High  School125 /15-L (MiddlePortion)",Chak No.125/15-L,222020407,365,277,642,1,1,2,Combined
Chak No.125/15-L,222020422,365,277,642,,,,,,
"",Portion),Chak No.125/15-L,222020423,660,523,1183,,,,
223,"Govt Boys High  School125 /15-L (highPortion)",Chak No.125/15-L,222020409,653,0,653,3,0,3,Male
"",,Chak No.125/15-L,222020410,653,0,653,,,,
"",,Chak No.125/15-L,222020411,454,0,454,,,,
224,"Govt.Girls High School125/15-L (PrimaryPortion)\",Chak No.125/15-L,222020409,0,525,525,0,3,3,Female
"",,Chak No.125/15-L,222020410,0,525,525,,,,
"",,Chak No.125/15-L,222020411,0,343,343,,,,
225,"Govt.Boys High School125/15-L SouthPortion",Chak No.125/15-L,222020412,234,172,406,2,1,3,Combined
Chak No.125/15-L,222020415,509,380,889,,,,,,
"",Portion,Chak No.125/15-L,222020414,299,243,542,,,,
227,"Govt.Boys MiddleSchool 47/15-L JralaWala.",Chak No.47/15-L,222020302,476,418,894,1,1,2,Combined
228,"Govt.Boys MiddleSchool 47/15-L JralaWala.",Chak No.47/15-L,222020301,505,458,963,1,1,2,Combined
229,"Govt.Boys MiddleSchool 47/15-FojianWala.",Chak No.47/15-L,222020303,416,288,704,1,1,2,Combined
230,"Govt Boys PrimarySchool  45 /15-L",Chak No.45/15-L,222020201,37,25,62,2,1,3,Combined
Chak No.45/15-L,222020202,322,240,562,,,,,,
Chak No.45/15-L,222020203,343,245,588,,,,,,
Chak No.45/15-L,222020204,817,576,1393,,,,,,
Chak No.45/15-L,222020205,817,576,1393,,,,,,
232,"Govt Boys MiddleSchool  46 /15-L",Chak No46/15-L,222020304,887,649,1536,2,1,3,Combined
"",,Chak No46/15-L,222020306,887,649,1536,,,,
233,"Govt Girls MiddleSchool  46 /15-L",Chak No46/15-L,222020305,602,461,1063,1,1,2,Combined
234,"Govt Girls  PrimarySchool  126 /15-L  No-3 Community",Chak No.126/15-L.,222020208,549,379,928,1,1,2,Combined
235,"Govt Girls PrimarySchool 126 /15-L(chobraywali) No4",Chak No.126/15-L.,222020212,844,720,1564,2,2,4,Combined
"",,Chak No.126/15-L.,222020213,844,720,1564,,,,
236,"Govt Boys PrimarySchool 126/15-L(PullWali)",Chak No126/15-L.,222020207,141,114,255,1,1,2,Combined
Chak No126/15-L.,222020209,387,303,690,,,,,,
Chak No126/15-L.,222020210,255,239,494,,,,,,
238,"Govt Boys PrimarySchool   126 /15-L (PullWali) No-3",Chak No126/15-L.,222020216,394,309,703,1,1,2,Combined
239,"Govt Boys PrimarySchool   126 /15-L (PullWali) No-3",Chak No126/15-L.,222020214,219,184,403,1,1,2,Combined
"",,Chak No126/15-L.,222020215,78,55,133,,,,
"",,Chak No126/15-L.,222020217,235,179,414,,,,
"",,Chak No126/15-L.,222020218,235,179,414,,,,
240,"Govt Boys PrimarySchool  121 /15-L",Chak No121/15-L.,222020501,384,348,732,1,1,2,Combined
"",,Chak No121/15-L.,222020514,384,348,732,,,,
241,"Govt Boys MiddleSchool  120 /15-L",Chak No.120/15-L,222020503,363,303,666,1,1,2,Combined
Chak No.120/15-L,222020504,244,209,453,,,,,,
243,"Govt Girls PrimarySchool Chak No120/15-L",Chak No120/15-L,222020505,852,715,1567,2,2,4,Combined
244,"Govt Girls PrimarySchool Chak No120/15-L",Chak No.120/15-L,222020506,225,183,408,1,1,2,Combined
"",,Chak No.120/15-L,222020507,256,227,483,,,,
"",,Chak No.120/15-L,222020508,256,227,483,,,,
245,"Govt Boys High School119 /15-L",Chak No-119 /15-L,222020509,988,0,988,3,0,3,Male
Chak No-119 /15-L,222020510,988,0,988,,,,,,
Chak No-119 /15-L,222020515,988,0,988,,,,,,
Chak No-119 /15-L,222020509,0,796,796,,,,,,
Chak No-119 /15-L,222020510,0,796,796,,,,,,
247,"Govt Boys High School124 /15-L",124 /15-L Arian Wala,222020511,1062,832,1894,2,2,4,Combined
"",,124 /15-L Arian Wala,222020512,1062,832,1894,,,,
"",,124 /15-L Arian Wala,222020516,1062,832,1894,,,,
248,"Govt Boys PrimarySchool  124 /15-LDullwan wala",Chak No-124 /15-L,222020513,610,537,1147,1,1,2,Combined
249,"Govt Boys PrimarySchool  48 /15-L",Chak No-48 /15-L,222020601,540,397,937,1,1,2,Combined
250,"Govt girls PrimarySchool  48 /15-L",Chak No-48 /15-L,222020602,698,574,1272,1,1,2,Combined
"",,Chak No-48 /15-L,222020603,698,574,1272,,,,
"",,Chak No-48 /15-L,222020611,698,574,1272,,,,
251,"Govt Boys PrimarySchool  49 /15-L",Chak No-49 /15-L,222020604,546,429,975,1,1,2,Combined
"",School  49 /15-L,Chak No-49 /15-L,222020612,585,427,1012,,,,
253,"Govt Girls MiddleSchool  50 /15-L",Chak No.50/15-L,222020610,609,515,1124,1,1,2,Combined
254,"Govt Girls MiddleSchool  50 /15-L",Chak No.50/15-L,222020609,419,365,784,1,1,2,Combined
"",,Chak No.50/15-L,222020613,419,365,784,,,,
255,"Govt Boys High School95 /15-L",Chak No-95 /15-L,222020608,496,401,897,1,1,2,Combined
256,"Govt Boys High School95 /15-L",Chak No-95 /15-L,222020606,823,643,1466,2,1,3,Combined
"",,Chak No-95 /15-L,222020607,823,643,1466,,,,
257,"Govt Boys PrimarySchool  94 /15-L",Chak No-94 /15-L,222020101,397,311,708,1,1,2,Combined
258,"Govt Boys PrimarySchool  94 /15-L",Chak No-94 /15-L,222020102,351,281,632,1,1,2,Combined
260,"Govt.Boys PrimarySchool 93/15-L",Chak No-93 /15-L,222020104,801,578,1379,2,1,3,Combined
"",,Chak No-93 /15-L,222020105,801,578,1379,,,,
"",,Chak No-93 /15-L,222020114,801,578,1379,,,,
261,"Govt Boys PrimarySchool  52 /15-L",Chak No-52 /15-L,222020112,84,61,145,1,1,2,Combined
"",,Chak No-52 /15-L,222020113,389,289,678,,,,
262,"Govt boys MiddleSchool 51 /15-L",Chak No.51/15-L,222020106,452,344,796,2,1,3,Combined
Chak No.51/15-L,222020107,144,87,231,,,,,,
Chak No.51/15-L,222020108,140,101,241,,,,,,
Chak No-51 /15-L,222020109,155,122,277,,,,,,
"",,Chak No.51/15-L,222020111,277,224,501,,,,
264,"Govt Boys MiddleSchool   137/16-L",Chak No-137/16-L,222030301,692,521,1213,2,1,3,Combined
265,"Govt Boys MiddleSchool  108/15-L",Chak No-108/15-L,222030302,240,178,418,1,1,2,Combined
266,"Govt Boys MiddleSchool  108/15-L",Chak No-108/15-L,222030303,575,443,1018,1,1,2,Combined
267,"Govt Girls High School108/15-L",Chak No-108/15-L,222030306,323,210,533,1,1,2,Combined
268,"Govt Girls High School108/15-L",Chak No-108/15-L,222030304,887,693,1580,2,2,4,Combined
"",,Chak No-108/15-L,222030305,887,693,1580,,,,
269,"Govt Girls PrimarySchool 107/15-L",Chak No-107/15-L,222030307,343,232,575,2,1,3,Combined
Chak No-107/15-L,222030308,333,262,595,,,,,,
271,"Govt Girls MiddleSchool 100 /15-L ArainWala",Chak No-100 /15-L,222030801,789,586,1375,2,2,4,Combined
"",,Chak No-100 /15-L,222030802,290,190,480,,,,
272,"Govt Girls PrimarySchool 100 /15-L(sabqa)",Chak No-100 /15-L,222030803,913,655,1568,2,2,4,Combined
"",,Chak No-100 /15-L,222030804,913,655,1568,,,,
273,"Govt Boys PrimarySchool  101 /15-L",Chak No-101 /15-L,222030805,905,664,1569,2,2,4,Combined
"",,Chak No-101 /15-L,222030806,905,664,1569,,,,
274,"Govt Boys PrimarySchool  104 /15-L",Chak No.103/15-L,222030701,412,310,722,1,1,2,Combined
275,"Govt Boys PrimarySchool  104 /15-L",Chak No.104/15-L,222030702,643,574,1217,1,1,2,Combined
Chak No.105/15-L,222031103,246,0,246,,,,,,
"",,Chak No.105/15-L,222031105,445,0,445,,,,
277,"Govt Boys HigherScondary School 105/15-L (Middle Portion)",Chak No.105/15-L,222031103,0,181,181,0,2,2,Female
"",,Chak No.105/15L,222031104,0,157,157,,,,
"",,Chak No.105/15-L,222031105,0,381,381,,,,
278,"Govt Girls HigherScondary School  105/15-L (High portion)",Chak No.105/15-L,222031106,771,0,771,3,0,3,Male
Chak No.105/15-L,222031107,771,0,771,,,,,,
"Chak No.105/15-L(VANJARI)",222031108,446,0,446,,,,,,
Chak No.105/15-L,222031106,0,732,732,,,,,,
Chak No.105/15-L,222031107,0,732,732,,,,,,
280,"Govt Girls MiddleSchool  106 /15-L",Chak No.106/15-L,222031101,499,417,916,2,2,4,Combined
"",,Chak No.106/15-L,222031102,218,157,375,,,,
281,"Govt Boys PrimarySchool  99 /15-L",Chak No-99 /15-L,222030607,679,451,1130,2,2,4,Combined
"",,Chak No-99 /15-L,222030608,294,199,493,,,,
282,"Govt Girls MiddleSchool 99 /15-L",Chak No-99 /15-L,222030609,208,168,376,1,1,2,Combined
Chak No-99 /15-L,222030610,208,134,342,,,,,,
Chak No-99 /15-L,222030611,140,91,231,,,,,,
Chak No-98 /15-L,222030612,1445,0,1445,,,,,,
Chak No-98 /15-L,222030613,1445,0,1445,,,,,,
284,"Govt Girls High School98 /15-L ( )",Chak No-98 /15-L,222030612,0,1158,1158,0,3,3,Female
"",,Chak No-98 /15-L,222030613,0,1158,1158,,,,
"",,Chak No-98 /15-L,222030614,0,1158,1158,,,,
285,"Govt Girls MiddleSchool  109 /15-L",Chak No-109 /15-L,222030601,415,300,715,1,1,2,Combined
286,"Govt Girls MiddleSchool  109 /15-L",Chak No-109 /15-L,222030602,511,394,905,1,1,2,Combined
287,"Govt Boys MiddleSchool  109 /15-L(Primary Portion)",Chak No-109 /15-L,222030603,380,0,380,4,0,4,Male
Chak No-109 /15-L,222030604,216,0,216,,,,,,
Chak No-109 /15-L,222030605,294,0,294,,,,,,
Chak No-109 /15-L,222030606,597,0,597,,,,,,
288,"Govt Boys MiddleSchool  109 /15-L(middle Portion)",Chak No-109 /15-L,222030604,0,117,117,0,3,3,Female
"",,Chak No-109 /15-L,222030605,0,214,214,,,,
"",,Chak No-109 /15-L,222030606,0,441,441,,,,
289,"Govt Girls elementarySchool  110 /15-L",Chak No110/15-L.,222030409,684,496,1180,2,1,3,Combined
290,"Govt Girls elementarySchool  110 /15-L",Chak No110/15-L.,222030410,499,349,848,1,1,2,Combined
291,"Govt Boys High School110 /15-L",Chak No-110 /15-L,222030411,279,198,477,1,1,2,Combined
Chak No-110 /15-L,222030412,167,102,269,,,,,,
Chak No-116  /15-L,222030405,1247,0,1247,,,,,,
Chak No-116  /15-L,222030406,1247,0,1247,,,,,,
"",,Chak No-116  /15-L,222030408,317,0,317,,,,
293,"Govt Girls High  School116 /15-L",Chak No-116  /15-L,222030405,0,1062,1062,0,4,4,Female
"",,Chak No-116  /15-L,222030406,0,1062,1062,,,,
"",,Chak No-116  /15-L,222030407,0,1062,1062,,,,
"",,Chak No-116  /15-L,222030408,0,226,226,,,,
294,"Govt Boys PrimarySchool  111 /15-L",Chak No-111 /15-L,222030401,476,0,476,4,0,4,Male
