"",,KOTLI ARAIAN KHURD,178051407,,,,0,,0,,,
"",,BHOJO CHAND,178051601,,,,70,,70,,,
"",,DUNNI CHAND,178051607,,,,277,,277,,,
"",,,TOTAL:-,,,,1389,,1389,2,,2
110,"Government Girls High School HamuGhakhar.(Female)  (P)",CHAK KARIM,178051402,,,,,89,89,,,
"",,HAMUN GAKHAR,178051403,,,,,429,429,,,
"",,HAMUN GAKHAR,178051404,,,,,90,90,,,
"",,KOT HATIM KHAN,178051405,,,,,60,60,,,
"",,KOTLI ARAIAN KALAN,178051406,,,,,101,101,,,
"",,KOTLI ARAIAN KHURD,178051407,,,,,0,0,,,
"",,BHOJO CHAND,178051601,,,,,48,48,,,
"",,DUNNI CHAND,178051607,,,,,178,178,,,
"",,,TOTAL:-,,,,,995,995,,2,2
111,"GovernmentGirls High SchoolGondal.(Male)(P)",GONDAL,178051501,,,,641,,641,,,
"",,GONDAL,178051502,,,,769,,769,,,
"",,,TOTAL:-,,,,1410,,1410,2,,2
112,"GovernmentGirls High SchoolGondal.(Female)(P)",GONDAL,178051501,,,,,506,506,,,
"",,GONDAL,178051502,,,,,590,590,,,
"",,,TOTAL:-,,,,,1096,1096,,2,2
113,"Government Boys High SchoolGondal.(Male)  (P)",GONDAL,178051503,,,,235,,235,,,
GONDAL,178051504,,,,804,,804,,,,,
GONDAL,178051505,,,,661,,661,,,,,
"",TOTAL:-,,,,1700,,1700,3,,3,,
GONDAL,178051503,,,,,191,191,,,,,
"","Government Boys High SchoolGondal.(Female)  (P)",GONDAL,178051504,,,,,628,628,,,
"",,GONDAL,178051505,,,,,457,457,,,
"",,,TOTAL:-,,,,,1276,1276,,2,2
115,"Government Girls Primary School Gondal.(Male)  (P)",GONDAL,178051506,,,,333,,333,,,
"",,GONDAL,178051508,,,,520,,520,,,
"",,GONDAL,178051509,,,,25,,25,,,
"",,GONDAL,178051510,,,,259,,259,,,
"",,,TOTAL:-,,,,1137,,1137,2,,2
116,"Government Girls Primary School Gondal.(Female)  (P)",GONDAL,178051506,,,,,249,249,,,
"",,GONDAL,178051508,,,,,393,393,,,
"",,GONDAL,178051509,,,,,16,16,,,
"",,GONDAL,178051510,,,,,165,165,,,
"",,,TOTAL:-,,,,,823,823,,2,2
117,"Government Model Primary School Rodial(P)",PATTAN SEEN,178051511,,,,100,70,170,,,
"",,RODYAL,178051512,,,,542,393,935,,,
"",,SAGAR PUR,178051513,,,,32,32,64,,,
"",,,TOTAL:-,,,,674,495,1169,1,1,2
118,"GovernmentGirls Primary School Chadiala.(P)",CHADIALA,178051602,,,,315,217,532,,,
"",,MAHMU JOYA,178051609,,,,259,210,469,,,
"",,,TOTAL:-,,,,574,427,1001,1,1,2
119,"Government Girls Elementary School KotliBhutta. (P)",CHAK BHARAT,178051603,,,,87,62,149,,,
"",,KOTLI BHUTA,178051608,,,,186,133,319,,,
"",,MAL CHHAN,178051610,,,,323,238,561,,,
"",,MAMARA MALKA,178051611,,,,151,98,249,,,
"",,,TOTAL:-,,,,747,531,1278,1,1,2
120,"GovernmentGirls Primary School Chong Pur.(P)",CHONG (CHOGH) PUR,178051604,,,,493,392,885,,,
"",,CHONG (CHOGH) PUR,178051605,,,,172,146,318,,,
"",,,TOTAL:-,,,,665,538,1203,1,1,2
121,GovernmentBoys Primary School Saggar. (P),SAGGAR,178051612,,,,551,395,946,,,
"",,,TOTAL:-,,,,551,395,946,1,1,2
122,"Government Girls Primary School BaghalMahal. (P)",BAGHAL MAHAL,178051701,,,,492,370,862,,,
"",,MAHAL BHEELO,178051702,,,,98,85,183,,,
"",,,TOTAL:-,,,,590,455,1045,1,1,2
123,"Govt. Girls High School KharotaSyedan(Male) (P)",KHAROTA,178051703,,,,816,,816,,,
KHAROTA,178051704,,,,474,,474,,,,,
KHAROTA,178051705,,,,439,,439,,,,,
"",TOTAL:-,,,,1729,,1729,3,,3,,
"","Govt Girls High School Kharota Syedan(Female)(P)",KHAROTA,178051704,,,,,410,410,,,
"",,KHAROTA,178051705,,,,,401,401,,,
"",,,TOTAL:-,,,,,1460,1460,,2,2
125,"Govt Boys High School Kharota Syedan(Male) (P)",JAI RAM PUR,178051706,,,,240,,240,,,
"",,JAI RAM PUR,178051716,,,,182,,182,,,
"",,JAI RAM PUR,178051707,,,,227,,227,,,
"",,JAI RAM PUR,178051717,,,,47,,47,,,
"",,JAI RAM PUR,178051708,,,,410,,410,,,
"",,JAI RAM PUR,178051709,,,,229,,229,,,
"",,,TOTAL:-,,,,1335,,1335,2,,2
126,"Govt Boys High School Kharota Syedan(Female) (P)",JAI RAM PUR,178051706,,,,,189,189,,,
"",,JAI RAM PUR,178051716,,,,,103,103,,,
"",,JAI RAM PUR,178051707,,,,,165,165,,,
"",,JAI RAM PUR,178051717,,,,,46,46,,,
"",,JAI RAM PUR,178051708,,,,,345,345,,,
"",,JAI RAM PUR,178051709,,,,,201,201,,,
"",,,TOTAL:-,,,,,1049,1049,,2,2
127,"Govt Boys High School Kharota Syedan(Male) (P)",JAI RAM PUR,178051710,,,,647,,647,,,
"",,JAI RAM PUR,178051711,,,,476,,476,,,
"",,JAI RAM PUR,178051712,,,,265,,265,,,
"",,JAI RAM PUR,178051718,,,,148,,148,,,
"",,,TOTAL:-,,,,1536,,1536,2,,2
128,"Govt Boys High School Kharota Syedan(Female) (P)",JAI RAM PUR,178051710,,,,,568,568,,,
"",,JAI RAM PUR,178051711,,,,,425,425,,,
"",,JAI RAM PUR,178051712,,,,,236,236,,,
"",,JAI RAM PUR,178051718,,,,,116,116,,,
"",,,TOTAL:-,,,,,1345,1345,,2,2
129,"Government Girls High SchoollMarakiwal.(Male)",JAI RAM PUR,178051713,,,,313,,313,,,
"",,JAI RAM PUR,178051714,,,,415,,415,,,
"",,JAI RAM PUR,178051715,,,,233,,233,,,
"",,,TOTAL:-,,,,961,,961,2,,2
130,"Government Girls High SchoollMarakiwal.(Female)",JAI RAM PUR,178051713,,,,,205,205,,,
"",,JAI RAM PUR,178051714,,,,,455,455,,,
"",,JAI RAM PUR,178051715,,,,,160,160,,,
"",,,TOTAL:-,,,,,820,820,,2,2
131,Govt. Model  Primary School Sarhali (P),KAHKWAL,178051802,,,,271,201,472,,,
SARHALI,178051803,,,,721,533,1254,,,,,
"",TOTAL:-,,,,992,734,1726,2,2,4,,
GARH RUPPA,178051804,,,,251,,251,,,,,
"","Government Girls Elementary SchoolHadali.(Male)(P)",HADALI,178051807,,,,725,,725,,,
"",,HADALI,178051808,,,,283,,283,,,
"",,,TOTAL:-,,,,1259,,1259,2,,2
133,"Government Boys Primery School  Hadali.(Female)",GARH RUPPA,178051804,,,,,167,167,,,
"",,HADALI,178051807,,,,,556,556,,,
"",,HADALI,178051808,,,,,202,202,,,
"",,,TOTAL:-,,,,,925,925,,2,2
134,Govt Girls Primary School Rum. (P),RUM,178051805,,,,754,603,1357,,,
"",,,TOTAL:-,,,,754,603,1357,1,1,2
135,"Government Girls Primary School PindiMandla. (P)",PINDI MANDLA,178051806,,,,640,457,1097,,,
"",,,TOTAL:-,,,,640,457,1097,1,1,2
136,"Govt Boys  Higher Secondery SchoolS KotliLoharan East (Male) (P)",,,Mohllah Ghalian.,178080101,,861,,861,,,
"",,,,Mohllah Ghalian.,178080107,,282,,282,,,
"",,,,,TOTAL:-,,1143,,1143,2,,2
137,"Govt Girls  Elementary School Kotli LoharanEast (Female) (P)",,,Mohllah Ghalian.,178080101,,,772,772,,,
"",,,,Mohllah Ghalian.,178080107,,,176,176,,,
"",,,,,TOTAL:-,,,948,948,,2,2
138,"Govt Boys  Higher Secondery SchoolS KotliLoharan East  (P)",,,Mohallah Kashmiri,178080102,,673,554,1227,,,
"",,,,,TOTAL:-,,673,554,1227,1,1,2
139,"Govt Boys  Higher Secondery SchoolS KotliLoharan East (Male) (P)",,,Mohllah Mashrqi,178080103,,630,,630,,,
"",,,,Mohllah Joharwali,a1s7h8ri0q8i 0104,,592,,592,,,
"",,,,,TOTAL:-,,1222,,1222,2,,2
140,"Govt Girls  Elementary School Kotli LoharanEast (Female) (P)",,,Mohllah Mashrqi,178080103,,,499,499,,,
"",,,,Mohllah Joharwali,a1s7h8ri0q8i 0104,,,467,467,,,
"",,,,,TOTAL:-,,,966,966,,2,2
141,"Govt Boys  Higher Secondery SchoolS KotliLoharan East (Male) (P)",,,Mohallah Hakiman,a1s7h8r0q8i 0105,,604,,604,,,
"",,,,Mohallah Balowal,178080106,,747,,747,,,
"",,,,,TOTAL:-,,1351,,1351,2,,2
142,"Govt Boys  Primary School Kotli LoharanEast (Female) (P)",,,Mohallah Hakiman,a1s7h8r0q8i 0105,,,540,540,,,
"",,,,Mohallah Balowal,178080106,,,597,597,,,
"",,,,,TOTAL:-,,,1137,1137,,2,2
143,"GovernmentGirls .Zenab High SchoolS KotliLoharan Legowal  (P)",,,Mohallah Nakowal,a1i 7A8b0a8d0i 201,,525,444,969,,,
"",,Mohallah Nakowal,a1i 7A8b0a8d0i 205,,354,229,583,,,,,
"",,,TOTAL:-,,879,673,1552,2,1,3,,
"",,Mohallah Nakowal,a1i 7A8b0a8d0i 202,,615,,615,,,,,
"",,Marrala Road,178080203,,397,,397,,,,,
"",,,,,TOTAL:-,,1430,,1430,2,,2
145,"Government Girls Primary School KotliLoharan Maghrbi. (Female)  (P)",,,Mohallah Nakowal,a1i 7A8b0a8d0i 202,,,545,545,,,
"",,,,Marrala Road,178080203,,,314,314,,,
"",,,,Mohallah Nakhowa,178080204,,,295,295,,,
"",,,,,TOTAL:-,,,1154,1154,,2,2
146,"GovernmentGirls Zenab High SchoolS KotliLoharan Legowal (Male) (P)",,,Magrbi Mohallah N,ko1w78a0l 80301,,759,,759,,,
"",,,,MohallahBalowal,ag1r7b8i 080302,,906,,906,,,
"",,,,,TOTAL:-,,1665,,1665,3,,3
147,"Government Boys Primary School KotliLoharan Maghrbi (Female) (P)",,,Magrbi Mohallah N,ko1w78a0l 80301,,,666,666,,,
"",,,,MohallahBalowal,ag1r7b8i 080302,,,757,757,,,
"",,,,,TOTAL:-,,,1423,1423,,3,3
148,"GovernmentGirls Zenab High SchoolS KotliLoharan Legowal (Male) (P)",,,Mohallah Legwan,178080303,,521,,521,,,
"",,,,Mohallah Legwan,178080304,,447,,447,,,
"",,,,,TOTAL:-,,968,,968,2,,2
149,"Government Boys Primary School KotliLoharan Maghrbi (Female) (P)",,,Mohallah Legwan,178080303,,,487,487,,,
"",,,,Mohallah Legwan,178080304,,,404,404,,,
"",,,,,TOTAL:-,,,891,891,,2,2
150,"Government Model Primary School  Jhang.(P)",JHANG,178060101,,,,489,269,758,,,
"",,,TOTAL:-,,,,489,269,758,1,1,2
151,"Government Girls Primary School ChakPondrah. (P)",CHAK PONDRAH,178060102,,,,325,204,529,,,
"",,KHAIRI,178060103,,,,112,63,175,,,
"",,,TOTAL:-,,,,437,267,704,1,1,2
152,"Government Boys Elementary Schooll Luni.(P)",RAHAL,178060104,,,,84,42,126,,,
"",,KANDAL,178060105,,,,97,63,160,,,
"",,LOONI,178060201,,,,415,261,676,,,
"",,LOONI,178060202,,,,274,158,432,,,
"",,,TOTAL:-,,,,870,524,1394,1,1,2
153,"Government Model Primary School Sukhail.(P)",CHHANI DHERU,178060203,,,,62,54,116,,,
"",,DERA,178060204,,,,231,143,374,,,
"",,CHAK BHARAT,178060205,,,,73,34,107,,,
"",,SUKHIAL,178060206,,,,200,145,345,,,
"",,BADSER,178060207,,,,270,171,441,,,
"",,,TOTAL:-,,,,836,547,1383,1,1,2
154,"Government Boys Elementary Schooll KachiMand. (P)",KACHHI MAND,178060301,,,,724,510,1234,,,
BALI PUR,178060302,,,,257,179,436,,,,,
Chak Chandar,178060303,,,,0,0,0,,,,,
"",TOTAL:-,,,,981,689,1670,2,1,3,,
"",(P),SAHOTI,178060305,,,,478,279,757,,,
"",,,TOTAL:-,,,,655,401,1056,1,1,2
156,"Government Girls Community Model SchoolChak Santhal. (Male) (P)",BARHIMTIAL,178060401,,,,512,,512,,,
"",,CHAK SANTAL,178060404,,,,634,,634,,,
"",,CHAK SANTAL,178060405,,,,455,,455,,,
"",,,TOTAL:-,,,,1601,,1601,3,,3
157,"Government Boys Primery School  ChakSanthal.(Female)",BARHIMTIAL,178060401,,,,,405,405,,,
"",,CHAK SANTAL,178060404,,,,,519,519,,,
"",,CHAK SANTAL,178060405,,,,,265,265,,,
"",,,TOTAL:-,,,,,1189,1189,,2,2
158,"Government Model Primary SchoolKahalian (P)",KAHALIAN,178060402,,,,374,271,645,,,
"",,,TOTAL:-,,,,374,271,645,1,1,2
159,"Government Model Primary School ShahPur. (P)",SHAH PUR,178060403,,,,441,309,750,,,
"",,,TOTAL:-,,,,441,309,750,1,1,2
160,"Government Boys Primary School Chak Nao.(P)",DHAN KOT,178060501,,,,4,0,4,,,
"",,CHAK NAO,178060502,,,,16,16,32,,,
"",,CHANNOR,178060503,,,,588,399,987,,,
"",,MARHAL,178060504,,,,106,83,189,,,
"",,,TOTAL:-,,,,714,498,1212,1,1,2
161,"GovernmentBoys Elementary Schooll PulBajwan.(Male)(P)",PUL BAJWAN,178060505,,,,572,,572,,,
"",,PUL BAJWAN,178060506,,,,708,,708,,,
"",,PUL BAJWAN,178060507,,,,265,,265,,,
"",,CHHANI HAMTO,178060509,,,,0,,0,,,
"",,,TOTAL:-,,,,1545,,1545,2,,2
162,"Government Community Model Schooll PulBajwan.(Female)(P)",PUL BAJWAN,178060505,,,,,447,447,,,
"",,PUL BAJWAN,178060506,,,,,571,571,,,
"",,PUL BAJWAN,178060507,,,,,200,200,,,
"",,CHHANI HAMTO,178060509,,,,,0,0,,,
"",,,TOTAL:-,,,,,1218,1218,,2,2
163,"Government Girls Primary School PindiBajwan. (P)",PINDI BAJWAN,178060508,,,,438,329,767,,,
"",,,TOTAL:-,,,,438,329,767,1,1,2
164,"Government Boys Primary School ChakKhoja. (P)",CHAK KHOJA,178060601,,,,664,473,1137,,,
"",,SAPWAL,178060604,,,,56,47,103,,,
"",,,TOTAL:-,,,,720,520,1240,1,1,2
165,"Government Girls Primary School Gid Pur.(P)",GID PUR,178060602,,,,618,458,1076,,,
"",TOTAL:-,,,,618,458,1076,1,1,2,,
KOTLI MANALIAN,178060603,,,,323,214,537,,,,,
"",,,TOTAL:-,,,,835,546,1381,1,1,2
167,"Government Girls Primary School KotliDilpatian. (P)",BADI-UZAMAN,178060701,,,,1,0,1,,,
"",,GADIAL,178060702,,,,95,62,157,,,
"",,JANGLORA,178060703,,,,223,140,363,,,
"",,KOTLI DILPATIAN,178060705,,,,205,154,359,,,
"",,,TOTAL:-,,,,524,356,880,1,1,2
168,"Government Girls Primary School Kakran.(P)",KAKRAN,178060704,,,,612,465,1077,,,
"",,,TOTAL:-,,,,612,465,1077,1,1,2
169,Government Boys High School Phuklian. (P),PHOKALIAN,178060706,,,,614,442,1056,,,
"",,PHOKALIAN,178060707,,,,397,312,709,,,
"",,,TOTAL:-,,,,1011,754,1765,2,2,4
170,"Government Girls Primary School Marwal.(P)",AJWAL,178060801,,,,57,38,95,,,
"",,EMIN PUR,178060802,,,,25,18,43,,,
"",,KEHKWAL,178060804,,,,104,51,155,,,
"",,MARWAL,178060805,,,,419,309,728,,,
"",,,TOTAL:-,,,,605,416,1021,1,1,2
171,"Government Girls Primary School HailBajwan. (P)",CHAK CHIBBAN,178060803,,,,29,21,50,,,
"",,HAIL BAJWAN,178060806,,,,608,424,1032,,,
"",,HAIL BAJWAN,178060807,,,,202,131,333,,,
"",,,TOTAL:-,,,,839,576,1415,1,1,2
172,"Government Girls Elementary School Bhains(P)",BHAINS,178060901,,,,401,270,671,,,
"",,BELI,178061001,,,,244,162,406,,,
"",,,TOTAL:-,,,,645,432,1077,1,1,2
173,"Government Model Primary School Bajwal(P)",BHAJWAL,178060902,,,,260,167,427,,,
"",,DIAWRA,178060903,,,,299,213,512,,,
"",,,TOTAL:-,,,,559,380,939,1,1,2
174,Government Boys Primary School Joog. (P),JOOG,178060904,,,,209,114,323,,,
"",,KULIAL,178060905,,,,114,70,184,,,
"",,,TOTAL:-,,,,323,184,507,1,1,2
175,"Government Girls Primary School Gangwal.(P)",PAPIN,178060906,,,,57,40,97,,,
GANGWAL,178061201,,,,190,118,308,,,,,
SIKA,178061202,,,,179,116,295,,,,,
"",TOTAL:-,,,,426,274,700,1,1,2,,
CHHANI KHIZAR PUR,178061002,,,,0,0,0,,,,,
GHAZI PUR,178061003,,,,108,76,184,,,,,
GURO KHAIR,178061004,,,,0,0,0,,,,,
WADGRAN,178061005,,,,317,236,553,,,,,
"",,,TOTAL:-,,,,624,438,1062,1,1,2
177,"Government Girls Primary School Mahal(Maisyal) (P)",BELA BECHIRAGH,178061101,,,,45,19,64,,,
"",,FEROZ PUR,178061102,,,,0,0,0,,,
"",,JHOMIAN BAJWAN,178061103,,,,72,53,125,,,
"",,KANDO CHAK,178061104,,,,11,9,20,,,
"",,MAHAL (MISYAL),178061105,,,,533,420,953,,,
"",,PIND BHILO,178061106,,,,37,17,54,,,
"",,PANJGARIAN,178061107,,,,0,0,0,,,
"",,,TOTAL:-,,,,698,518,1216,1,1,2
178,Government Boys Primary School Zinda. (P),ZINDA,178061203,,,,321,296,617,,,
"",,,TOTAL:-,,,,321,296,617,1,1,2
179,"Government Girls Elementary School KhalilPur. (P)",KHALIL PUR,178061301,,,,529,412,941,,,
SAMBLI JATTAN,178061302,,,,0,1,1,,,,,
SAROCH,178061303,,,,0,0,0,,,,,
DARYA,178061304,,,,0,0,0,,,,,
BECHO BHAU,178061305,,,,0,0,0,,,,,
CHAK BHAGWAN,178061306,,,,0,0,0,,,,,
CHAK BADYA,178061401,,,,0,0,0,,,,,
CHAK PANGYAR,178061402,,,,0,0,0,,,,,
DHONGI,178061403,,,,0,0,0,,,,,
DHULIALA,178061404,,,,0,0,0,,,,,
HAIL MINHASAN,178061405,,,,48,28,76,,,,,
KHANO BHAU,178061406,,,,0,0,0,,,,,
SAMBLI RAI,178061407,,,,0,1,1,,,,,
BHALIAL,178061501,,,,0,0,0,,,,,
MARCHOLA,178061502,,,,0,0,0,,,,,
NADALA,178061503,,,,1,0,1,,,,,
"",TOTAL:-,,,,578,442,1020,1,1,2,,
51m,207191398,,,,,,,,,,,
"","Government Sardar Begum Teaching Hospital(Male)  (P)",,,"Tajpura/MianaPura.",178110101,,932,,932,,,
"",,,,"Tajpura/MianaPura.",178110102,,759,,759,,,
"",,,,,Total:,,1691,,1691,3,,3
2,"Government Sardar Begum Teaching Hospital(Female)  (P)",,,"Tajpura/MianaPura.",178110101,,,817,817,,,
"",,,,"Tajpura/MianaPura.",178110102,,,616,616,,,
"",,,,,Total:,,,1433,1433,,2,2
3,"Government Sardar Begum Teaching Hospital(Male)  (P)",,,Mujahid Road.,178110103,,671,,671,,,
"",,,,"Green WoodStreet.",178110104,,387,,387,,,
"",,,,,Total:,,1058,,1058,2,,2
4,"Government Sardar Begum Teaching Hospital(Female)  (P)",,,Mujahid Road.,178110103,,,562,562,,,
"",,,,"Green WoodStreet.",178110104,,,349,349,,,
"",,,,,Total:,,,911,911,,2,2
5,"Government Social Welfair Complex officeSialkot. (Male) (P)",,,"Green WoodStreet.",178110201,,811,,811,,,
"",,,,"Green WoodStreet.",178110204,,0,,0,,,
"",,,,"Green WoodStreet.",178110203,,324,,324,,,
"",,,,,Total:,,1135,,1135,2,,2
6,"Government Social Welfair Complex  Sialkot.(Female) (P)",,,"Green WoodStreet.",178110201,,,639,639,,,
"",,,,"Green WoodStreet.",178110204,,,0,0,,,
"",,,,"Green WoodStreet.",178110203,,,285,285,,,
"",,,,,Total:,,,924,924,,2,2
7,Government Social Welfair Complex  Sialkot. (P),,,"Green WoodStreet.",178110202,,788,629,1417,,,
"",,,,,Total:,,788,629,1417,1,1,2
8,"Government Social Welfair Complex officeSialkot.  (P)",,,Miana Pura.,178110301,,719,618,1337,,,
"",,,Total:,,719,618,1337,1,1,2,,
"",,"Green WoodStreet.",178110302,,1062,,1062,,,,,
"","Government Social Welfair Complex officeSialkot. (Male) (P)",,,"Green WoodStreet.",178110303,,639,,639,,,
"",,,,,Total:,,1701,,1701,3,,3
10,"Government Social Welfair Complex  Sialkot.(Female) (P)",,,"Green WoodStreet.",178110302,,,907,907,,,
"",,,,"Green WoodStreet.",178110303,,,528,528,,,
"",,,,,Total:,,,1435,1435,,2,2
11,"Government Girls (J&K) Jon and ScotElementary School Abbit Road. (Male) (P)",,,"Abbit Roat/PraimNagar.",178120101,,667,,667,,,
"",,,,Praim Nagar.,178120102,,784,,784,,,
"",,,,,Total:-,,1451,,1451,2,,2
12,"Government Girls (J&K) Jon and ScotElementary School Abbit Road. (Female) (P)",,,"Abbit Roat/PraimNagar.",178120101,,,633,633,,,
"",,,,Praim Nagar.,178120102,,,666,666,,,
"",,,,,Total:-,,,1299,1299,,2,2
13,"Government M.C Girls Elementary School WaterWorks (Male) (P)",,,Praim Nagar.,178120103,,714,,714,,,
"",,,,Praim Nagar.,178120104,,161,,161,,,
"",,,,Praim Nagar.,178120105,,667,,667,,,
"",,,,,Total:-,,1542,,1542,2,,2
14,"Government M.C Girls Elementary  SchoolWater Works (Female) (P)",,,Praim Nagar.,178120103,,,671,671,,,
"",,,,Praim Nagar.,178120104,,,135,135,,,
"",,,,Praim Nagar.,178120105,,,569,569,,,
"",,,,,Total:-,,,1375,1375,,2,2
15,"Government Post Graduate College for womenKachery Road Sialkot. (Male) (P)",,,"Kachahri RoadPraim Nagar.",178120201,,320,,320,,,
"",,,,Islamia Park.,178120202,,631,,631,,,
"",,,,Islamia Park.,178120204,,212,,212,,,
"",,,,,Total:-,,1163,,1163,2,,2
16,"Government Post Graduate College for womenKachery Road Sialkot. (Female) (P)",,,"Kachahri RoadPraim Nagar.",178120201,,,305,305,,,
"",,Islamia Park.,178120202,,,565,565,,,,,
"",,Islamia Park.,178120204,,,175,175,,,,,
"",,,Total:-,,,1045,1045,,2,2,,
"",,Islamia Park.,178120203,,241,,241,,,,,
"",,Islamia Park.,178120209,,587,,587,,,,,
"",,Islamia Park.,178120205,,686,,686,,,,,
"",,,,,Total:-,,1514,,1514,2,,2
18,"Government Post Graduate College for womenKachery Road Sialkot. (Female) (P)",,,Islamia Park.,178120203,,,224,224,,,
"",,,,Islamia Park.,178120209,,,503,503,,,
"",,,,Islamia Park.,178120205,,,604,604,,,
"",,,,,Total:-,,,1331,1331,,2,2
19,"Government Post Graduate College for womenKachery Road Sialkot. (Male) (P)",,,Civil Line Pak Pura.,178120206,,195,,195,,,
"",,,,Civil Line Pak Pura.,178120208,,424,,424,,,
"",,,,Civil Line Pak Pura.,178120207,,516,,516,,,
"",,,,,Total:-,,1135,,1135,2,,2
20,"Government Post Graduate College for womenKachery Road Sialkot. (Female) (P)",,,Civil Line Pak Pura.,178120206,,,195,195,,,
"",,,,Civil Line Pak Pura.,178120208,,,337,337,,,
"",,,,Civil Line Pak Pura.,178120207,,,474,474,,,
"",,,,,Total:-,,,1006,1006,,2,2
21,"Government M.C Boys Elementary School PuranNagar. (Male) (P)",,,Puran Nagar.,178120301,,894,,894,,,
"",,,,Puran Nagar.,178120303,,314,,314,,,
"",,,,,178120305,,332,,332,,,
"",,,,,Total:-,,1540,,1540,3,,3
22,"Government Standred Girls Elementary SchoolPuran Nagar  (Female)",,,Puran Nagar.,178120301,,,795,795,,,
"",,,,,178120303,,,322,322,,,
"",,,,Puran Nagar.,178120305,,,327,327,,,
"",,,,,Total:-,,,1444,1444,,2,2
23,"Government M.C Boys Elementary School PuranNagar. (Male) (P)",,,Puran Nagar.,178120302,,880,,880,,,
"",,,,Muhammad Pura.,178120304,,518,,518,,,
"",,,,,Total:-,,1398,,1398,2,,2
24,"Government Standred Girls Elementary SchoolPuran Nagar  (Female)",,,Puran Nagar.,178120302,,,857,857,,,
"",,Muhammad Pura.,178120304,,,493,493,,,,,
"",,,Total:-,,,1350,1350,,2,2,,
"",,Muhammad Pura.,178120401,,501,,501,,,,,
"",,Muhammad Pura.,178120402,,672,,672,,,,,
"",,,,,Total:-,,1173,,1173,2,,2
26,"Government Jinnah Islamia College Sialkot.(Female) (P)",,,Muhammad Pura.,178120401,,,445,445,,,
"",,,,Muhammad Pura.,178120402,,,601,601,,,
"",,,,,Total:-,,,1046,1046,,2,2
27,"Government College of Technology  Paris RoadSialkot. (Male) (P)",,,Muhammad Pura.,178120403,,464,,464,,,
"",,,,Muhammad Pura.,178120404,,569,,569,,,
"",,,,,Total:-,,1033,,1033,2,,2
28,"Government College of Technology  Paris RoadSialkot. (Female) (P)",,,Muhammad Pura.,178120403,,,431,431,,,
"",,,,Muhammad Pura.,178120404,,,492,492,,,
"",,,,,Total:-,,,923,923,,2,2
29,Government Jinnah Islamia College Sialkot.  (P),,,Muhammad Pura.,178120405,,713,611,1324,,,
"",,,,,Total:-,,713,611,1324,1,1,2
30,"Government Jinnah Islamia College Sialkot.(Male) (P)",,,Muhammad Pura.,178120406,,633,,633,,,
"",,,,Muhammad Pura.,178120407,,812,,812,,,
"",,,,,Total:-,,1445,,1445,2,,2
31,"Government Jinnah Islamia College Sialkot.(Female) (P)",,,Muhammad Pura.,178120406,,,565,565,,,
"",,,,Muhammad Pura.,178120407,,,660,660,,,
"",,,,,Total:-,,,1225,1225,,2,2
32,General Post Office Sialkot  (Male) (P),,,Watar Works.,178120501,,983,,983,,,
"",,,,,Total:-,,983,,983,2,,2
33,General Post Office Sialkot (Female) (P),,,Watar Works.,178120501,,,926,926,,,
"",,,,,Total:-,,,926,926,,2,2
34,General Post Office Sialkot (P),,,Watar Works.,178120502,,526,443,969,,,
"",,Watar Works.,178120503,,277,280,557,,,,,
"",,,Total:-,,803,723,1526,1,1,2,,
"","Government Girls Muslim Model SchoolMuhammad pura. (Male) (P)",,,Muhammad Pura.,178120602,,572,,572,,,
"",,,,,Total:-,,1282,,1282,2,,2
36,"Government Girls Muslim Model SchoolMuhammad pura. (Female) (P)",,,Muhammad Pura.,178120601,,,603,603,,,
"",,,,Muhammad Pura.,178120602,,,489,489,,,
"",,,,,Total:-,,,1092,1092,,2,2
37,"Government Girls Muslim Model SchoolMuhammad pura.  (P)",,,Muhammad Pura.,178120603,,338,315,653,,,
"",,,,Muhammad Pura.,178120604,,81,65,146,,,
"",,,,Muhammad Pura.,178120605,,318,282,600,,,
"",,,,,Total:-,,737,662,1399,1,1,2
38,"Government Post Graduate College ofCommerce Qila Sialkot. (P)",,,"MohallahKhatikan/Kathian WalaBazar.",178130101,,660,549,1209,,,
"",,,,,Total:-,,660,549,1209,1,1,2
39,"Government Post Graduate College ofCommerce Qila Sialkot. (Male) (P)",,,"BocharKhana/BansanWala Bazar.",178130102,,499,,499,,,
"",,"Mori Gate/CollegeRoad.",178130103,,618,,618,,,,,
"",,"Chowk BariWala/Ada ShahbazKhan.",178130104,,489,,489,,,,,
"",,,Total:-,,1606,,1606,3,,3,,
"",,"BocharKhana/BansanWala Bazar.",178130102,,,400,400,,,,,
"",,"Mori Gate/CollegeRoad.",178130103,,,486,486,,,,,
"",,"Chowk BariWala/Ada ShahbazKhan.",178130104,,,407,407,,,,,
"",Government Marray College Sialkot (Male) (P),,,"Murray CollegeRoad.",178130201,,767,,767,,,
"",,,,"College Road/MoriGate.",178130202,,446,,446,,,
"",,,,,Total:-,,1213,,1213,2,,2
42,Government Marray College Sialkot (Female) (P),,,"Murray CollegeRoad.",178130201,,,651,651,,,
"",,,,"College Road/MoriGate.",178130202,,,432,432,,,
"",,,,,Total:-,,,1083,1083,,2,2
43,Government Marray College Sialkot (Male) (P),,,"MohallahAtari/Mori Gate.",178130203,,441,,441,,,
"",,,,"Mori Gate/MuslimBazar.",178130204,,552,,552,,,
