"PollingStationSerial No",Polling Station Name,Electoral Area,Block Code,"MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths"
92,(Combined),"Malka Hans ( Adda,Noor Jang,WattowanWali )",210070105,394,316,710,1,1,2
93,"Govt:Boys Higher School,Malka Hans East     (Combined)","Malka Hans( AddaMalka Hans,Rati Roadexchange)",210070106,342,264,606,2,2,4
"",,"Malka Hans ( RatiRoad,Pir Haji Shah)",210070107,572,458,1030,,,
94,"Govt:Boys Higher Secondary School, Malka Hans West(Male)","Malka Hans ( MannaChowk,Jamal Pura)",210070108,311,0,311,3,0,3
"",,"Malka Hans( Mohallah WarisShah,Purani Eid Gah)",210070109,181,0,181,,,
"",,"Malka Hans ( Nai EidGah,Rat Pura)",210070111,456,0,456,,,
"",,"Malka Hans ( Nai EidGah,Rat Pura)",210070112,392,0,392,,,
95,"Govt:Boys Higher Secondary School, Malka Hans North(Female)","Malka Hans ( MannaChowk,Jamal Pura)",210070108,0,246,246,0,2,2
"",,"Malka Hans ( MohallahWaris Shah,Purani EidGah)",210070109,0,127,127,,,
"",,"Malka Hans ( Nai EidGah,Rat Pura)",210070111,0,395,395,,,
"",,"Malka Hans ( Nai EidGah,Rat Pura)",210070112,0,304,304,,,
96,"Govt: Girls Higher Secondary School, Malka Hans East(Male)",Malka Hans ( Rat Pura ),210070113,377,0,377,2,0,2
Malka Hans ( Rat Pura ),210070114,392,0,392,,,,,
"Malka Hans( MainRoad, Masjid Ahl-Hadise)",210070118,238,0,238,,,,,
Malka Hans ( Rat Pura ),210070113,0,300,300,,,,,
"",,"Malka Hans( MainRoad, Masjid Ahl-Hadise)",210070118,0,229,229,,,
98,"Govt: Girls Higher Secondary School, Malka Hans (South)",Malka Hans ( Rat Pura ),210070116,754,0,754,2,0,2
"",,Malka Hans ( Rat Pura ),210070117,598,0,598,,,
99,"Govt: Girls Higher Secondary School Malka Hans North(Female)",Malka Hans ( Rat Pura ),210070116,0,600,600,0,2,2
"",,Malka Hans ( Rat Pura ),210070117,0,504,504,,,
100,"Govt. Boys Middle School Malka Hans(New Portion)(Male)","Malka Hans ( MohallahHansan Wala)",210070119,369,0,369,3,0,3
"",,"Malka Hans ( MohallahHansan Wala,NoorMasjid",210070120,230,0,230,,,
"",,"Malka Hans ( MohallahMasjid Waris Shah )",210070121,444,0,444,,,
"",,"Malka Hans ( MasjidWaris Shah )",210070122,398,0,398,,,
101,"Govt. Boys Middle School Malka Hans old Portion(Female)","Malka Hans (MohallahHansan Wala)",210070119,0,305,305,0,2,2
"Malka Hans (MohallahHansan Wala, NoorMasjid )",210070120,0,221,221,,,,,
"Malka Hans (MohallahMasjid Waris Shah )",210070121,0,357,357,,,,,
"Malka Hans (MasjidWaris Shah)",210070122,0,362,362,,,,,
102,"Govt:Boys Higher Secondary School, Malka Hans(Male)","Malka Hans ( MohallahWaris Shah)",210070124,251,0,251,4,0,4
"",,"Malka Hans ( Purani EidGah,Mana Chowk)",210070125,535,0,535,,,
"",,"Malka Hans ( MehrShah,Chadian Wala )",210070126,262,0,262,,,
103,Office Union Council No.28 Malka Hans       (Female),"Malka Hans (WarisShah,Chadian Wala)",210070123,0,334,334,0,2,2
"",,"Malka Hans (MohallahWaris Shah)",210070124,0,221,221,,,
"",,"Malka Hans (Purani EidGah,Mana Chowk)",210070125,0,421,421,,,
"",,"Malka Hans (MehrShah, Chadian Wala )",210070126,0,194,194,,,
104,"Govt: Boys Middle School, Malka Hans Primary Portion Olddispensary                 (Combined)","Malka Hans( MohallahChadian Wala RatiRoad)",210070103,213,183,396,1,1,2
"",,"Malka Hans ( By pass,Abadi Sher Shah)",210070115,130,116,246,,,
105,Govt: Girls Primary School Malka Hans         (Combined),"Malka Hans  (JamalPura, MiddleSchool,Chandni Chowk)",210070110,629,529,1158,1,1,2
"",,"Malka Hans (Jallabad,Bandrian Wala)",210070127,141,107,248,,,
106,"Govt:Boys Primary School, 75/D            (Combined)",Ladhu Wangah,210060101,319,264,583,2,2,4
"",,Chak 75/D,210080409,530,486,1016,,,
107,"Govt:Boys Primary School, 76/D                       (Male)",Chak 76/D,210060102,552,0,552,2,0,2
"",,Chak 76/D,210060103,430,0,430,,,
108,"Govt:Boys Primary School, 76/D                     (Female)",Chak 76/D,210060102,0,381,381,0,2,2
Chak 76/D,210060103,0,319,319,,,,,
109,"Govt:Boys Primary School, 77/D              (Combined)",Chak 77/D,210060105,241,186,427,2,1,3
"",,Chak 77/D,210060106,260,193,453,,,
110,"Govt:Boys High School, .93/D East                   (Male)",Chak 93/D,210060107,215,0,215,2,0,2
"",,Chak 93/D,210060117,104,0,104,,,
"",,Chak 93/D,210060108,318,0,318,,,
"",,Chak 93/D,210060109,449,0,449,,,
111,"Govt:Boys High School, .93/D East                 (Female)",Chak 93/D,210060107,0,195,195,0,2,2
"",,Chak 93/D,210060117,0,92,92,,,
"",,Chak 93/D,210060108,0,287,287,,,
"",,Chak 93/D,210060109,0,356,356,,,
112,"Govt: Boys High School, 93/D West                 (Male)",Chak 93/D,210060110,416,0,416,2,0,2
"",,Chak 93/D,210060111,416,0,416,,,
"",,Chak 93/D,210060112,264,0,264,,,
113,"Govt: Boys High School, 93/D West                 (Female)",Chak 93/D,210060110,0,311,311,0,2,2
"",,Chak 93/D,210060111,0,356,356,,,
"",,Chak 93/D,210060112,0,225,225,,,
114,"Govt: Girls Middle School, 93/D East                 (Male)",Chak 93/D,210060113,352,0,352,2,0,2
"",,Chak 93/D,210060114,455,0,455,,,
"",,Chak 93/D,210060115,319,0,319,,,
"",,Chak 93/D,210060116,92,0,92,,,
115,"Govt: Girls Middle School, 93/D West               (Female)",Chak 93/D,210060113,0,317,317,0,2,2
"",,Chak 93/D,210060114,0,347,347,,,
"",,Chak 93/D,210060115,0,254,254,,,
"",,Chak 93/D,210060116,0,68,68,,,
116,"Govt: Girls Middle School, 78/D              (Combined)",Chak 78/D,210060201,257,246,503,1,1,2
"",,Chak 78/D,210060202,380,305,685,,,
117,"Govt:Boys Primary School, 79/D               (Combined)",Chak 78/D,210060203,52,28,80,1,1,2
"",,Chak79/D,210060204,333,297,630,,,
118,"Govt:Boys Primary School, 80/D                (Combined)",Chak 80/D,210060205,385,337,722,2,1,3
"",,Chak 80/D,210060206,361,294,655,,,
119,"Govt:Boys Primary School, 81/D                 (Combined)",Chak 81/D,210060207,451,361,812,2,1,3
"",,Chak 81/D,210060208,272,214,486,,,
120,"Govt: Girls Primary School, 82/D                 (Combined)",Chak 82/D,210060301,471,375,846,2,2,4
"",,Chak 82/D,210060302,391,329,720,,,
121,"Govt:Boys High School, 83/D       (Male)",Chak 83/D,210060303,701,0,701,2,0,2
Chak 83/D,210060304,363,0,363,,,,,
"",,Chak 83/D,210060304,0,292,292,,,
123,"Govt:Boys Primary School, 84/D                (Combined)",Chak 84/D,210060305,548,459,1007,2,2,4
"",,Chak 84/D,210060306,289,220,509,,,
124,Govt:Boys Primary School 85/D                  (Combined),Chak 85/D,210060401,569,510,1079,2,1,3
125,"Govt:Boys Primary School, 86/D                  (Combined)",Chak 86/D,210060402,406,335,741,1,1,2
"",,Chak 86/D,210060403,192,138,330,,,
"",,Kot Sher Baig,210060406,40,31,71,,,
126,"Govt:Boys Primary School, 88/D                  (Combined)",Chak 87/D,210060404,265,207,472,1,1,2
"",,Chak 88/D,210060405,342,264,606,,,
127,"Govt:Boys Primary School, 89/D                    (Male)",Chak 89/D,210060601,619,0,619,2,0,2
"",,Chak 92/D,210060605,376,0,376,,,
128,"Govt:Boys Primary School, 89/D  (Female)",Chak 89/D,210060601,0,453,453,0,2,2
"",,Chak 92/D,210060605,0,319,319,,,
129,"Govt:Boys Middle School, 90/D                      (Male)",Chak 90/D,210060602,578,0,578,2,0,2
"",,Chak 90/D,210060603,363,0,363,,,
"",,Chak 91/D,210060604,147,0,147,,,
130,"Govt:Boys Middle School, 90/D                        (Female)",Chak 90/D,210060602,0,457,457,0,2,2
"",,Chak 90/D,210060603,0,298,298,,,
"",,Chak 91/D,210060604,0,122,122,,,
131,"Govt: Girls Primary School,  94/D                (Combined)",Chak 94/D,210060504,575,420,995,2,1,3
132,"Govt:Boys Primary School, 99/D                  (Combined)",Chak 99/D,210060701,283,220,503,2,1,3
"",,Chak 99/D,210060702,313,238,551,,,
"",,Chak 104/D,210060804,212,180,392,,,
133,"Govt:Boys Primary School, 98/D                (Combined)",Zakhira,210060606,12,6,18,2,1,3
"",,Chak No.100/D,210060703,105,88,193,,,
"",,Chak No.98/D,210060801,598,601,1199,,,
134,Basic Health Unit 102/D                                            (Male),Chak 103/D,210060704,358,0,358,2,0,2
"",,Chak 101/D,210060802,254,0,254,,,
"",,Chak 102/D,210060803,286,0,286,,,
135,Govt: Girls Primary School  102/D                  (Female),Chak 103/D,210060704,0,311,311,0,2,2
"",,Chak 101/D,210060802,0,162,162,,,
"",,Chak 102/D,210060803,0,228,228,,,
136,"Govt:Boys Primary School, 107/D    (Male)",Chak 106/D,210060705,75,0,75,2,0,2
Chak 107/D,210060706,817,0,817,,,,,
Chak 105/D,210060805,74,0,74,,,,,
Chak 106/D,210060705,0,59,59,,,,,
"",,Chak 105/D,210060805,0,56,56,,,
138,"Govt:Boys Middle School, 62/SP                  (Combined)",Chak 62/SP,210060901,301,245,546,1,1,2
"",,Chak 62/SP,210060902,356,322,678,,,
139,"Govt:Boys Primary School, 95/D                   (Combined)",Chak 95/D,210060501,395,368,763,2,2,4
"",,Chak 95/D,210060502,495,452,947,,,
"",,Chak 95/D,210060503,199,171,370,,,
140,"Govt: Girls High School, 96/D                   (Combined)",Chak 96/D,210060903,311,266,577,2,1,3
"",,Chak 96/D,210060904,489,420,909,,,
141,"Govt:Boys High School, 96/D                  (Combined)",Chak 96/D,210060905,506,412,918,1,1,2
142,"Govt:Boys Primary School, Kot Hukam singh  (Male)",Rakh Malka Hans,210061011,404,0,404,2,0,2
"",,Rakh Malka Hans,210061012,567,0,567,,,
143,"Govt:Boys Primary School, Kot Hukam singh (Female)",Rakh Malka Hans,210061011,0,270,270,0,2,2
"",,Rakh Malka Hans,210061012,0,412,412,,,
144,Govt Boys Primary School Arizi Fazal Bhatti   (Male),Rakh Malka Hans,210061007,273,0,273,2,0,2
"",,Rakh Malka Hans,210061008,348,0,348,,,
"",,Rakh Malka Hans,210061009,290,0,290,,,
"",,Rakh Malka Hans,210061010,316,0,316,,,
145,Govt Boys Primary School Arizi Fazal Bhatti (Female),Rakh Malka Hans,210061007,0,195,195,0,2,2
"",,Rakh Malka Hans,210061008,0,270,270,,,
"",,Rakh Malka Hans,210061009,0,218,218,,,
"",,Rakh Malka Hans,210061010,0,199,199,,,
146,"Govt: Boys Primary School, Tibba Sher Shah  (Male)",Rakh Malka Hans,210061003,470,0,470,2,0,2
"",,Rakh Malka Hans,210061004,232,0,232,,,
"",,Rakh Malka Hans,210061005,381,0,381,,,
"",,Rakh Malka Hans,210061006,429,0,429,,,
147,"Govt: Girls Primary School, Tibba Sher Shah (Female)",Rakh Malka Hans,210061003,0,359,359,0,2,2
"",,Rakh Malka Hans,210061004,0,167,167,,,
"",,Rakh Malka Hans,210061005,0,294,294,,,
"",,Rakh Malka Hans,210061006,0,255,255,,,
148,Govt: Girls Primary School Center Hari Pur   (Combined),Arazi Take Chand,210061002,377,284,661,1,1,2
149,"Govt:Boys Primary School, 59/SP                   (Male)",Arazi Shaho Khan,210061001,506,0,506,2,0,2
"",,Chak 59/SP,210080305,591,0,591,,,
150,"Govt:Boys Primary School, 59/SP                  (Female)",Arazi Shaho Khan,210061001,0,413,413,0,2,2
Chak 59/SP,210080305,0,494,494,,,,,
Chak 56/SP,210080201,587,429,1016,,,,,
152,Govt: Girls Primary School 56/SP                   (Combined),Chak 56/SP,210080203,209,120,329,1,1,2
"",,Chak 56/SP,210080204,390,248,638,,,
153,"Govt: Girls Primary School Chak Jaffar Ali Shah(Combined)",Chak Jaffar Ali Shah,210080206,415,308,723,1,1,2
154,Govt:Boys Primary School Sardool   (Combined),Chak Sardool Singh,210080205,599,423,1022,1,1,2
155,"Govt:Boys High School, Dhappai                   (Male)",Dhappai,210080101,304,0,304,2,0,2
"",,Dhappai,210080102,466,0,466,,,
"",,Dhappai,210080103,279,0,279,,,
156,"Govt:Boys High School, Dhappai                (Female)",Dhappai,210080101,0,233,233,0,2,2
"",,Dhappai,210080102,0,373,373,,,
"",,Dhappai,210080103,0,197,197,,,
157,Govt:Boys Primary School  55/SP East                (Combined),Chak 55/SP,210080105,429,322,751,2,1,3
"",,Chak 55/SP,210080106,325,229,554,,,
158,"Govt:Boys Primary School, 55/SP West             (Combined)",Gobind Pur(Bahmni),210080104,148,126,274,1,1,2
"",,Chak 55/SP,210080107,397,322,719,,,
159,Govt:Boys Primary School 71/D                  (Male),Chak 71/D,210080401,97,0,97,2,0,2
"",,Chak 71/D,210080402,593,0,593,,,
"",,Kartar Pur,210080410,678,0,678,,,
160,Govt:Boys Primary School 71/D                   (Female),Chak 71/D,210080401,0,79,79,0,2,2
"",,Chak 71/D,210080402,0,541,541,,,
"",,Kartar Pur,210080410,0,585,585,,,
161,Govt:Boys Primary School 72/D              (Combined),Chak 72/D,210080403,240,209,449,2,1,3
"",,Chak 72/D,210080404,488,435,923,,,
162,Govt: Girls Primary School 73/D             (Combined),Chak 73/D,210080405,406,377,783,2,2,4
"",,Chak 73/D,210080406,390,365,755,,,
163,Govt:Boys Primary School 74/D                        (Male),Chak 74/D,210080407,635,0,635,2,0,2
"",,Chak 74/D,210080408,472,0,472,,,
164,Govt:Boys Primary School 74/D                      (Female),Chak 74/D,210080407,0,570,570,0,2,2
"",,Chak 74/D,210080408,0,432,432,,,
165,"Govt:Boys,High School, Chak Sandhay Khan   (Male)",Chak Sandhay Khan,210080301,859,0,859,2,0,2
"",,Chak Sandhay Khan,210080302,180,0,180,,,
166,"Govt:Boys,High School, Chak Sandhay Khan (Female)",Chak Sandhay Khan,210080301,0,651,651,0,2,2
"",,Chak Sandhay Khan,210080302,0,132,132,,,
167,"Govt: Girls Middle School, Sandhay Khan   (Combined)",Chilli Mamdana,210080306,215,148,363,1,1,2
Chak 58/SP,210080303,630,477,1107,,,,,
169,"Govt:Boys Primary School, Ghurri               (Combined)",Ghurri,210080501,354,354,708,1,1,2
"",,Chak Ahmad Sher,210080504,89,62,151,,,
"",,Chak Murad Khan,210080505,289,216,505,,,
170,"Govt:Boys High School, 70/D    (Male)",Chak 70/D,210080502,406,0,406,2,0,2
"",,Chak 70/D,210080503,567,0,567,,,
171,"Govt:Boys High School, 70/D                      (Female)",Chak 70/D,210080502,0,339,339,0,2,2
"",,Chak 70/D,210080503,0,481,481,,,
172,Govt:Boys Primary School 69/D                 (Combined),Chak 69/D,210080506,178,127,305,2,1,3
"",,Ram Pur,210080507,556,478,1034,,,
173,Govt:Boys Primary School 26/SP     (Male),Chak 26/SP,210080702,452,0,452,2,0,2
"",,Chak 26/SP,210080703,395,0,395,,,
"",,Sohail,210080705,154,0,154,,,
174,Govt:Boys Primary School 26/SP                  (Female),Chak 26/SP,210080702,0,345,345,0,2,2
"",,Chak 26/SP,210080703,0,256,256,,,
"",,Sohail,210080705,0,119,119,,,
175,Govt: Girls Primary School 26/SP              (Combined),Chak 26/SP,210080701,722,520,1242,2,1,3
176,Govt:Boys Primary School 28/SP                 (Combined),Chak 28/SP,210080704,335,288,623,1,1,2
"PollingStationSerial No",Polling Station Name,Electoral Area,Block Code,"MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths"
1,"Govt:Boys Primary School, Iqbal Nagar Arifwala  (Male)",Iqbal Nagar-2,211080504,335,0,335,2,0,2
"",,Iqbal Nagar-3,211080505,559,0,559,,,
2,"Govt:Boys Primary School, Iqbal Nagar Arifwala  (Male)",Iqbal Nagar-4,211080506,335,0,335,2,0,2
"",,Iqbal Nagar-5,211080507,304,0,304,,,
"",,"Ghulshan RafiqueColony",211080701,281,0,281,,,
3,"Govt: MC Girls Primary School, Iqbal Nagar, Arifwala(Female)",Iqbal Nagar-2,211080504,0,302,302,0,3,3
Iqbal Nagar-3,211080505,0,456,456,,,,,
I q   b  a  l   N   a  g  a  r  -4,211080506,0,298,298,,,,,
Iqbal Nagar-5,211080507,0,259,259,,,,,
"Ghulshan RafiqueColony",211080701,0,252,252,,,,,
4,"Govt:Boys Primary School, O.Block Zia Nagar Arifwala(Male)",Zia Nagar-2,211080602,157,0,157,2,0,2
"",,Zia Nagar-3,211080603,322,0,322,,,
"",,Zia Nagar-4,211080604,348,0,348,,,
5,"Govt: Iqra Girls Primary School O.Block Arifwala(Female)",Zia Nagar-1,211080601,0,327,327,0,2,2
"",,Z  i a   N   a  g ar-2,211080602,0,144,144,,,
"",,Zia Nagar-3,211080603,0,270,270,,,
"",,Zia Nagar-4,211080604,0,335,335,,,
6,"Govt:Boys Primary School, O.Block Zia Nagar Arifwala(Male)",Zia Nagar-5,211080605,355,0,355,2,0,2
"",,Zia Nagar-6,211080606,417,0,417,,,
"",,Zia Nagar-7,211080607,341,0,341,,,
7,"(4) Govt: Iqra Girls Primary School O.Block Arifwala(Female)",Zia Nagar-5,211080605,0,317,317,0,2,2
"",,Zia Nagar-6,211080606,0,389,389,,,
"",,Zia Nagar-7,211080607,0,297,297,,,
8,Office of SDO. Highway Arifwala          (Male),Mushtaq Nagar-1,211080702,429,0,429,2,0,2
"",,Mushtaq Nagar-2,211080703,112,0,112,,,
"",,Mushtaq Nagar-3,211080704,307,0,307,,,
"",,"Mushtaq Nagar-4 (Basti Odhan Wali)",211080705,271,0,271,,,
"",,"Mushtaq Nagar-5(Muzaffarabad)",211080706,101,0,101,,,
9,Office of the Agriculture Arifwala   (Female),Mushtaq Nagar-1,211080702,0,370,370,0,2,2
"",,Mushtaq Nagar-2,211080703,0,96,96,,,
"",,Mushtaq Nagar-3,211080704,0,267,267,,,
"",,"Mushtaq Nagar-4 (Basti Odhan Wali)",211080705,0,254,254,,,
"",,"Mushtaq Nagar-5(Muzaffarabad)",211080706,0,80,80,,,
10,"Govt:Boys High School, N.Block North Arifwala    (Male)",Faisall Town,211080401,321,0,321,4,0,4
Shahzad Colony,211080402,282,0,282,,,,,
"K Block,",211080501,172,0,172,,,,,
"K.Block, Iqbal Nagar-1",211080502,213,0,213,,,,,
Latif Abad/ K Block,211080503,561,0,561,,,,,
Faisall Town,211080401,0,301,301,,,,,
Shahzad Colony,211080402,0,221,221,,,,,
"",,"K.Block, Iqbal Nagar-1",211080502,0,199,199,,,
"",,Latif Abad/ K Block,211080503,0,465,465,,,
12,"Govt:Boys High School, N Block East         (Male)",N. Block Arifwala,211080804,448,0,448,2,0,2
"",,O. Block Arifwala,211080805,413,0,413,,,
"",,N.O.Block Arifwala,211080806,189,0,189,,,
13,"Govt:Boys High School,N Block West  (Female)",N. Block Arifwala,211080804,0,400,400,0,2,2
"",,O. Block Arifwala,211080805,0,395,395,,,
"",,N.O.Block Arifwala,211080806,0,169,169,,,
14,Govt MC Girls Middle School M. Block  Arifwala (Male),M- Block,211080801,504,0,504,3,0,3
"",,M- Block-2,211080802,653,0,653,,,
"",,M- Block ( Kachi Abadi ),211080803,435,0,435,,,
15,"Govt:MC Girls Middle School, M.Block Arifwala  (Female)",M- Block,211080801,0,475,475,0,3,3
"",,M- Block-2,211080802,0,583,583,,,
"",,M- Block ( Kachi Abadi ),211080803,0,484,484,,,
16,Govt:Boys Primary School Bhatth No.1 Arifwala    (Male),Bhattha No.1,211080301,409,0,409,3,0,3
"",,Bhattha No.2,211080302,572,0,572,,,
"",,L. Block Bhattha.2,211080303,538,0,538,,,
17,"Govt:Girls Middle School, Bhattah No.1 Arifwala  (Female)",Bhattha No.1,211080301,0,313,313,0,2,2
"",,Bhattha No.2,211080302,0,495,495,,,
"",,L. Block Bhattha.2,211080303,0,416,416,,,
18,Govt:Boys Primary School Bhatth No.1 Arifwala    (Male),L. Block Bhattha.2,211080304,541,0,541,2,0,2
"",,Fazial Colony,211080305,252,0,252,,,
"",,Bhattha No.2,211080306,245,0,245,,,
19,"Govt:Girls Middle School, Bhattah No.1 Arifwala (Female)",L. Block Bhattha.2,211080304,0,451,451,0,2,2
"",,Fazal Colony,211080305,0,225,225,,,
"",,Bhattha No.2,211080306,0,188,188,,,
20,"Govt:Degree College for Women,            (Male)","Christian Colony (L-Block Bhattha No.2 )",211080205,448,0,448,2,0,2
"Christian Colony (L-Block Bhattha No.2 )",211080206,313,0,313,,,,,
ShahNawaz Colony,211080307,292,0,292,,,,,
""
""
21,"Govt:Degree College for Women,            (Male)","Bhattha No.3 (RehmatColony )",211080404,202,0,202,2,0,2
"",,Shah Nawaz Colony,211080405,368,0,368,,,
22,"Govt:DPS, Arifwala  (Female)","Christian Colony (L-Block Bhattha No.2 )",211080205,0,386,386,0,3,3
"",,"Christian Colony (L-Block Bhattha No.2 )",211080206,0,222,222,,,
"",,ShahNawaz Colony,211080307,0,239,239,,,
"",,"Bhattha No.3 ( ShahzadAbad )",211080403,0,238,238,,,
"",,"Bhattha No.3 ( RehmatColony )",211080404,0,174,174,,,
"",,Shah Nawaz Colony,211080405,0,292,292,,,
23,"Govt: Boys Middle School No.1, Arifwala East   (Male)",H -Block,211080103,279,0,279,2,0,2
"",,H -Block,211080104,313,0,313,,,
"",,C -Block-1,211080201,372,0,372,,,
24,"Govt:Boys Middle School No.1, Arifwala West  (Female)",H-Block,211080103,0,197,197,0,2,2
"",,H-Block,211080104,0,268,268,,,
"",,C-Block-1,211080201,0,381,381,,,
25,"Govt: Boys Middle School No.1, Arifwala East  (Combined)",C -Block-2,211080202,276,233,509,2,2,4
"",,G -Block-1,211080105,391,339,730,,,
"",,G -Block-2,211080106,122,104,226,,,
26,Govt:MC Boys High School East Arifwala   (Male),Wahab Town,211080101,535,0,535,3,0,3
"",,"Ghulshan Iqbal/ C-Block",211080102,488,0,488,,,
"",,D- Block,211080203,246,0,246,,,
"",,D- Block-2,211080204,336,0,336,,,
27,"Govt:MC Boys High School , West Arifwala  (Female)",Wahab Town,211080101,0,482,482,0,3,3
"",,"Ghulshan Iqbal/ C-Block",211080102,0,429,429,,,
"",,D- Block,211080203,0,233,233,,,
"",,D- Block-2,211080204,0,330,330,,,
28,"Govt:Girls High School, Arifwala             (Male)",J-Block,211090105,713,0,713,3,0,3
"Christian Colony/ J-Block",211090106,473,426,899,,,,,
29,Govt: MC Girls Primary School F.Block Arifwala  (Female),"Christian Colony/J-Block",211090106,0,426,426,0,2,2
30,Office of the TMA East Arifwala              (Male),F-Block,211090103,446,0,446,2,0,2
"",,E-Block,211090104,493,0,493,,,
31,Office of the TMA. West Arifwala    (Female),F-Block,211090103,0,449,449,0,2,2
"",,E-Block,211090104,0,440,440,,,
32,Govt:Boys Primary School North Muzaffarabad   (Male),Ghulshan Iqbal,211090201,477,0,477,3,0,3
"",,Ghulshan Iqbal,211090202,162,0,162,,,
"",,Ghulshan Iqbal,211090203,449,0,449,,,
"",,"Ghulshan Iqbal /Housing Colony",211090204,319,0,319,,,
33,Govt:Boys Primary School South Muzaffarabad  (Female),Ghulshan Iqbal,211090201,0,500,500,0,3,3
"",,Ghulshan Iqbal,211090202,0,155,155,,,
"",,Ghulshan Iqbal,211090203,0,409,409,,,
"",,"Ghulshan Iqbal /Housing Colony",211090204,0,311,311,,,
34,"Govt:Boys High School, Shakar Gunj Arifwala, South(Male)",Muzafarabad,211090301,538,0,538,2,0,2
"",,"Muzafarabad/ GauShala",211090302,414,0,414,,,
35,"Govt:Boys High School, Shakar Gunj Arifwala, South(Female)",Muzafarabad,211090301,0,450,450,0,2,2
"",,"Muzafarabad/GauShala",211090302,0,331,331,,,
36,"Govt:Boys High School, Shakar Gunj Arifwala, South(Male)",Muzafarabad,211090303,573,0,573,2,0,2
"",,"Green Town/ RostamTown",211090304,658,0,658,,,
37,"Govt:Boys High School, Shakar Gunj Arifwala, South(Female)",Muzafarabad,211090303,0,481,481,0,2,2
"",,"Green Town/ RostamTown",211090304,0,556,556,,,
38,"office of the Market Committee, Arifwala East   (Male)",Sharif Pura-1,211090501,581,0,581,3,0,3
"",,Sharif Pura-2,211090502,443,0,443,,,
"",,Sharif Pura-3,211090503,489,0,489,,,
39,"office of the Market Committee, Arifwala West (Female)",Sharif Pura-1,211090501,0,451,451,0,2,2
Sharif Pura-2,211090502,0,370,370,,,,,
Sharif Pura-3,211090503,0,416,416,,,,,
Faridia  Colony,211090102,403,0,403,,,,,
Muhammad Pura,211090403,425,0,425,,,,,
"",,Muhammad Pura,211090404,614,0,614,,,
41,"Govt: MC Girls Primary School Saddique Town Arifwala(Female)",Faridia  Colony,211090102,0,392,392,0,3,3
"",,"Muhammad Pura",211090403,0,385,385,,,
"",,Muhammad Pura,211090405,0,259,259,,,
"",,Muhammad Pura,211090404,0,540,540,,,
42,"Govt:Boys Primary School No.4 Mandar A Block, WestArifwala   (Male)",B-Block,211090101,855,0,855,2,0,2
43,"Govt:Boys Primary School, Sharif Pura (Female)",B-Block,211090101,0,784,784,0,2,2
44,"Govt:Boys Primary School No.4 Mandar A Block, WestArifwala   (Male)",Mohallah Shamas Abad,211090401,731,0,731,2,0,2
"",,"Sharif Pura/ ShamasAbad",211090402,461,0,461,,,
45,"Govt:Boys Primary School, Sharif Pura (Female)",Mohallah Shamas Abad,211090401,0,645,645,0,2,2
"",,"Sharif Pura/ ShamasAbad",211090402,0,387,387,,,
46,"Govt:Boys Primary School No.3 Al- Badar Colony, ArifwalaEast                   (Male)","Al-Badar Colony &Others areas",211090505,148,0,148,2,0,2
"",,"Al-Badar Colony/Muhammadi",211090506,150,0,150,,,
"",,Al-Badar Colony,211090601,495,0,495,,,
47,"Govt:Boys Primary School. No.3 Al-Badar Colony, ArifwalaWest  (Female)","Al-Badar Colony &Others areas",211090505,0,142,142,0,2,2
"",,"Al-Badar Colony/Muhammadi",211090506,0,144,144,,,
"",,Al-Badar Colony,211090601,0,431,431,,,
48,"Govt:Boys Primary School No.3 Al- Badar Colony, ArifwalaEast                   (Male)",Al-Badar Colony-2,211090602,273,0,273,2,0,2
"",,Al-Badar Colony-3,211090603,506,0,506,,,
"",,Al-Badar Colony-4,211090604,414,0,414,,,
"",,Al-Badar Colony-5,211090608,345,0,345,,,
49,"Govt:Boys Primary School. No.3 Al-Badar Colony, ArifwalaWest         (Female)",Al-Badar Colony-2,211090602,0,227,227,0,2,2
"",,Al-Badar Colony-3,211090603,0,424,424,,,
"",,Al-Badar Colony-4,211090604,0,407,407,,,
"",,Al-Badar Colony-5,211090608,0,253,253,,,
50,"Govt: MC. Girls Primary School, Muzaffarabad, ArifwalaWest                (Male)",Sadiq Town,211090504,409,0,409,2,0,2
Muzafarabad,211090605,793,0,793,,,,,
"",(Female),Muzafarabad,211090605,0,684,684,,,
52,"Govt: MC. Girls Primary School, Muzaffarabad, ArifwalaWest                (Male)",Muzafarabad,211090606,653,0,653,2,0,2
"",,Muzafarabad,211090607,311,0,311,,,
53,"Govt:MC.Girls Primary School, Muzaffarabad, Arifwala East(Female)",Muzafarabad,211090606,0,569,569,0,2,2
"",,Muzafarabad,211090607,0,218,218,,,
54,"Govt:Boys High School, 34/EB East             (Male)",Chak 34/EB,211030801,173,0,173,2,0,2
"",,Chak 34/EB,211030802,401,0,401,,,
"",,Chak 34/EB,211030803,531,0,531,,,
55,"Govt:Boys High School, 34/EB West (Female)",Chak 34/EB,211030801,0,161,161,0,2,2
"",,Chak 34/EB,211030802,0,329,329,,,
"",,Chak 34/EB,211030803,0,476,476,,,
56,Govt:Boys Middle School 38/EB          (Male),Chak 38/EB,211030805,607,0,607,3,0,3
"",,Chak 38/EB,211030806,237,0,237,,,
"",,Chak 38/EB,211030807,428,0,428,,,
